"year","bildungsniveau","bula_h","mean","median","n","lower_confidence","upper_confidence"
"2001","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"2001","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"2001","(noch) kein Abschluss","Thueringen","","","","",""
"2001","AkademikerInnen","Baden-Wuerttemberg","","","","",""
"2001","AkademikerInnen","Bayern","","","","",""
"2001","AkademikerInnen","Berlin","","","","",""
"2001","AkademikerInnen","Brandenburg","","","","",""
"2001","AkademikerInnen","Bremen","","","","",""
"2001","AkademikerInnen","Hamburg","","","","",""
"2001","AkademikerInnen","Hessen","","","","",""
"2001","AkademikerInnen","Mecklenburg-Vorpommern","","","","",""
"2001","AkademikerInnen","Niedersachsen","","","","",""
"2001","AkademikerInnen","Nordrhein-Westfalen","","","","",""
"2001","AkademikerInnen","Rheinland-Pfalz","","","","",""
"2001","AkademikerInnen","Saarland","","","","",""
"2001","AkademikerInnen","Sachsen","","","","",""
"2001","AkademikerInnen","Sachsen-Anhalt","","","","",""
"2001","AkademikerInnen","Schleswig-Holstein","","","","",""
"2001","AkademikerInnen","Thueringen","","","","",""
"2001","Hauptschulabschluss","Baden-Wuerttemberg","","","","",""
"2001","Hauptschulabschluss","Bayern","","","","",""
"2001","Hauptschulabschluss","Berlin","","","","",""
"2001","Hauptschulabschluss","Brandenburg","","","","",""
"2001","Hauptschulabschluss","Bremen","","","","",""
"2001","Hauptschulabschluss","Hamburg","","","","",""
"2001","Hauptschulabschluss","Hessen","","","","",""
"2001","Hauptschulabschluss","Mecklenburg-Vorpommern","","","","",""
"2001","Hauptschulabschluss","Niedersachsen","","","","",""
"2001","Hauptschulabschluss","Nordrhein-Westfalen","","","","",""
"2001","Hauptschulabschluss","Rheinland-Pfalz","","","","",""
"2001","Hauptschulabschluss","Saarland","","","","",""
"2001","Hauptschulabschluss","Sachsen","","","","",""
"2001","Hauptschulabschluss","Sachsen-Anhalt","","","","",""
"2001","Hauptschulabschluss","Schleswig-Holstein","","","","",""
"2001","Hauptschulabschluss","Thueringen","","","","",""
"2001","Realschulabschluss","Baden-Wuerttemberg","","","","",""
"2001","Realschulabschluss","Bayern","","","","",""
"2001","Realschulabschluss","Berlin","","","","",""
"2001","Realschulabschluss","Brandenburg","","","","",""
"2001","Realschulabschluss","Bremen","","","","",""
"2001","Realschulabschluss","Hamburg","","","","",""
"2001","Realschulabschluss","Hessen","","","","",""
"2001","Realschulabschluss","Mecklenburg-Vorpommern","","","","",""
"2001","Realschulabschluss","Niedersachsen","","","","",""
"2001","Realschulabschluss","Nordrhein-Westfalen","","","","",""
"2001","Realschulabschluss","Rheinland-Pfalz","","","","",""
"2001","Realschulabschluss","Saarland","","","","",""
"2001","Realschulabschluss","Sachsen","","","","",""
"2001","Realschulabschluss","Sachsen-Anhalt","","","","",""
"2001","Realschulabschluss","Schleswig-Holstein","","","","",""
"2001","Realschulabschluss","Thueringen","","","","",""
"2002","(Fach-)Abitur","Baden-Wuerttemberg","","","","",""
"2002","(Fach-)Abitur","Bayern","","","","",""
"2002","(Fach-)Abitur","Berlin","","","","",""
"2002","(Fach-)Abitur","Brandenburg","","","","",""
"2002","(Fach-)Abitur","Bremen","","","","",""
"2002","(Fach-)Abitur","Hamburg","","","","",""
"2002","(Fach-)Abitur","Hessen","","","","",""
"2002","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"2002","(Fach-)Abitur","Niedersachsen","","","","",""
"2002","(Fach-)Abitur","Nordrhein-Westfalen","","","","",""
"2002","(Fach-)Abitur","Rheinland-Pfalz","","","","",""
"2002","(Fach-)Abitur","Saarland","","","","",""
"2002","(Fach-)Abitur","Sachsen","","","","",""
"2002","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"2002","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"2002","(Fach-)Abitur","Thueringen","","","","",""
"2002","(noch) kein Abschluss","Baden-Wuerttemberg","","","","",""
"2002","(noch) kein Abschluss","Bayern","","","","",""
"2002","(noch) kein Abschluss","Berlin","","","","",""
"2002","(noch) kein Abschluss","Brandenburg","","","","",""
"2002","(noch) kein Abschluss","Bremen","","","","",""
"2002","(noch) kein Abschluss","Hamburg","","","","",""
"2002","(noch) kein Abschluss","Hessen","","","","",""
"2002","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"2002","(noch) kein Abschluss","Niedersachsen","","","","",""
"2002","(noch) kein Abschluss","Nordrhein-Westfalen","","","","",""
"2002","(noch) kein Abschluss","Rheinland-Pfalz","","","","",""
"2002","(noch) kein Abschluss","Saarland","","","","",""
"2002","(noch) kein Abschluss","Sachsen","","","","",""
"2002","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"2002","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"2002","(noch) kein Abschluss","Thueringen","","","","",""
"2002","AkademikerInnen","Baden-Wuerttemberg","","","","",""
"2002","AkademikerInnen","Bayern","","","","",""
"2002","AkademikerInnen","Berlin","","","","",""
"2002","AkademikerInnen","Brandenburg","","","","",""
"2002","AkademikerInnen","Bremen","","","","",""
"2002","AkademikerInnen","Hamburg","","","","",""
"2002","AkademikerInnen","Hessen","","","","",""
"2002","AkademikerInnen","Mecklenburg-Vorpommern","","","","",""
"2002","AkademikerInnen","Niedersachsen","","","","",""
"2002","AkademikerInnen","Nordrhein-Westfalen","","","","",""
"2002","AkademikerInnen","Rheinland-Pfalz","","","","",""
"2002","AkademikerInnen","Saarland","","","","",""
"2002","AkademikerInnen","Sachsen","","","","",""
"2002","AkademikerInnen","Sachsen-Anhalt","","","","",""
"2002","AkademikerInnen","Schleswig-Holstein","","","","",""
"2002","AkademikerInnen","Thueringen","","","","",""
"2002","Hauptschulabschluss","Baden-Wuerttemberg","","","","",""
"2002","Hauptschulabschluss","Bayern","","","","",""
"2002","Hauptschulabschluss","Berlin","","","","",""
"2002","Hauptschulabschluss","Brandenburg","","","","",""
"2002","Hauptschulabschluss","Bremen","","","","",""
"2002","Hauptschulabschluss","Hamburg","","","","",""
"2002","Hauptschulabschluss","Hessen","","","","",""
"2002","Hauptschulabschluss","Mecklenburg-Vorpommern","","","","",""
"2002","Hauptschulabschluss","Niedersachsen","","","","",""
"2002","Hauptschulabschluss","Nordrhein-Westfalen","","","","",""
"2002","Hauptschulabschluss","Rheinland-Pfalz","","","","",""
"2002","Hauptschulabschluss","Saarland","","","","",""
"2002","Hauptschulabschluss","Sachsen","","","","",""
"2002","Hauptschulabschluss","Sachsen-Anhalt","","","","",""
"2002","Hauptschulabschluss","Schleswig-Holstein","","","","",""
"2002","Hauptschulabschluss","Thueringen","","","","",""
"2002","Realschulabschluss","Baden-Wuerttemberg","","","","",""
"2002","Realschulabschluss","Bayern","","","","",""
"2002","Realschulabschluss","Berlin","","","","",""
"2002","Realschulabschluss","Brandenburg","","","","",""
"2002","Realschulabschluss","Bremen","","","","",""
"2002","Realschulabschluss","Hamburg","","","","",""
"2002","Realschulabschluss","Hessen","","","","",""
"2002","Realschulabschluss","Mecklenburg-Vorpommern","","","","",""
"2002","Realschulabschluss","Niedersachsen","","","","",""
"2002","Realschulabschluss","Nordrhein-Westfalen","","","","",""
"2002","Realschulabschluss","Rheinland-Pfalz","","","","",""
"2002","Realschulabschluss","Saarland","","","","",""
"2002","Realschulabschluss","Sachsen","","","","",""
"2002","Realschulabschluss","Sachsen-Anhalt","","","","",""
"2002","Realschulabschluss","Schleswig-Holstein","","","","",""
"2002","Realschulabschluss","Thueringen","","","","",""
"2003","(Fach-)Abitur","Baden-Wuerttemberg","","","","",""
"2003","(Fach-)Abitur","Bayern","","","","",""
"2003","(Fach-)Abitur","Berlin","","","","",""
"2003","(Fach-)Abitur","Brandenburg","","","","",""
"2003","(Fach-)Abitur","Bremen","","","","",""
"2003","(Fach-)Abitur","Hamburg","","","","",""
"2003","(Fach-)Abitur","Hessen","","","","",""
"2003","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"2003","(Fach-)Abitur","Niedersachsen","","","","",""
"2003","(Fach-)Abitur","Nordrhein-Westfalen","","","","",""
"2003","(Fach-)Abitur","Rheinland-Pfalz","","","","",""
"2003","(Fach-)Abitur","Saarland","","","","",""
"2003","(Fach-)Abitur","Sachsen","","","","",""
"2003","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"2003","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"2003","(Fach-)Abitur","Thueringen","","","","",""
"2003","(noch) kein Abschluss","Baden-Wuerttemberg","","","","",""
"2003","(noch) kein Abschluss","Bayern","","","","",""
"2003","(noch) kein Abschluss","Berlin","","","","",""
"2003","(noch) kein Abschluss","Brandenburg","","","","",""
"2003","(noch) kein Abschluss","Bremen","","","","",""
"2003","(noch) kein Abschluss","Hamburg","","","","",""
"2003","(noch) kein Abschluss","Hessen","","","","",""
"2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"2003","(noch) kein Abschluss","Niedersachsen","","","","",""
"2003","(noch) kein Abschluss","Nordrhein-Westfalen","","","","",""
"2003","(noch) kein Abschluss","Rheinland-Pfalz","","","","",""
"2003","(noch) kein Abschluss","Saarland","","","","",""
"2003","(noch) kein Abschluss","Sachsen","","","","",""
"2003","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"2003","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"2003","(noch) kein Abschluss","Thueringen","","","","",""
"2003","AkademikerInnen","Baden-Wuerttemberg","","","","",""
"2003","AkademikerInnen","Bayern","","","","",""
"2003","AkademikerInnen","Berlin","","","","",""
"2003","AkademikerInnen","Brandenburg","","","","",""
"2003","AkademikerInnen","Bremen","","","","",""
"2003","AkademikerInnen","Hamburg","","","","",""
"2003","AkademikerInnen","Hessen","","","","",""
"2003","AkademikerInnen","Mecklenburg-Vorpommern","","","","",""
"2003","AkademikerInnen","Niedersachsen","","","","",""
"2003","AkademikerInnen","Nordrhein-Westfalen","","","","",""
"2003","AkademikerInnen","Rheinland-Pfalz","","","","",""
"2003","AkademikerInnen","Saarland","","","","",""
"2003","AkademikerInnen","Sachsen","","","","",""
"2003","AkademikerInnen","Sachsen-Anhalt","","","","",""
"2003","AkademikerInnen","Schleswig-Holstein","","","","",""
"2003","AkademikerInnen","Thueringen","","","","",""
"2003","Hauptschulabschluss","Baden-Wuerttemberg","","","","",""
"2003","Hauptschulabschluss","Bayern","","","","",""
"2003","Hauptschulabschluss","Berlin","","","","",""
"2003","Hauptschulabschluss","Brandenburg","","","","",""
"2003","Hauptschulabschluss","Bremen","","","","",""
"2003","Hauptschulabschluss","Hamburg","","","","",""
"2003","Hauptschulabschluss","Hessen","","","","",""
"2003","Hauptschulabschluss","Mecklenburg-Vorpommern","","","","",""
"2003","Hauptschulabschluss","Niedersachsen","","","","",""
"2003","Hauptschulabschluss","Nordrhein-Westfalen","","","","",""
"2003","Hauptschulabschluss","Rheinland-Pfalz","","","","",""
"2003","Hauptschulabschluss","Saarland","","","","",""
"2003","Hauptschulabschluss","Sachsen","","","","",""
"2003","Hauptschulabschluss","Sachsen-Anhalt","","","","",""
"2003","Hauptschulabschluss","Schleswig-Holstein","","","","",""
"2003","Hauptschulabschluss","Thueringen","","","","",""
"2003","Realschulabschluss","Baden-Wuerttemberg","","","","",""
"2003","Realschulabschluss","Bayern","","","","",""
"2003","Realschulabschluss","Berlin","","","","",""
"2003","Realschulabschluss","Brandenburg","","","","",""
"2003","Realschulabschluss","Bremen","","","","",""
"2003","Realschulabschluss","Hamburg","","","","",""
"2003","Realschulabschluss","Hessen","","","","",""
"2003","Realschulabschluss","Mecklenburg-Vorpommern","","","","",""
"2003","Realschulabschluss","Niedersachsen","","","","",""
"2003","Realschulabschluss","Nordrhein-Westfalen","","","","",""
"2003","Realschulabschluss","Rheinland-Pfalz","","","","",""
"2003","Realschulabschluss","Saarland","","","","",""
"2003","Realschulabschluss","Sachsen","","","","",""
"2003","Realschulabschluss","Sachsen-Anhalt","","","","",""
"2003","Realschulabschluss","Schleswig-Holstein","","","","",""
"2003","Realschulabschluss","Thueringen","","","","",""
"2004","(Fach-)Abitur","Baden-Wuerttemberg","","","","",""
"2004","(Fach-)Abitur","Bayern","","","","",""
"2004","(Fach-)Abitur","Berlin","","","","",""
"2004","(Fach-)Abitur","Brandenburg","","","","",""
"2004","(Fach-)Abitur","Bremen","","","","",""
"2004","(Fach-)Abitur","Hamburg","","","","",""
"2004","(Fach-)Abitur","Hessen","","","","",""
"2004","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"2004","(Fach-)Abitur","Niedersachsen","","","","",""
"2004","(Fach-)Abitur","Nordrhein-Westfalen","","","","",""
"2004","(Fach-)Abitur","Rheinland-Pfalz","","","","",""
"2004","(Fach-)Abitur","Saarland","","","","",""
"2004","(Fach-)Abitur","Sachsen","","","","",""
"2004","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"2004","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"2004","(Fach-)Abitur","Thueringen","","","","",""
"2004","(noch) kein Abschluss","Baden-Wuerttemberg","","","","",""
"2004","(noch) kein Abschluss","Bayern","","","","",""
"2004","(noch) kein Abschluss","Berlin","","","","",""
"2004","(noch) kein Abschluss","Brandenburg","","","","",""
"2004","(noch) kein Abschluss","Bremen","","","","",""
"2004","(noch) kein Abschluss","Hamburg","","","","",""
"2004","(noch) kein Abschluss","Hessen","","","","",""
"2004","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"2004","(noch) kein Abschluss","Niedersachsen","","","","",""
"2004","(noch) kein Abschluss","Nordrhein-Westfalen","","","","",""
"2004","(noch) kein Abschluss","Rheinland-Pfalz","","","","",""
"2004","(noch) kein Abschluss","Saarland","","","","",""
"2004","(noch) kein Abschluss","Sachsen","","","","",""
"2004","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"2004","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"2004","(noch) kein Abschluss","Thueringen","","","","",""
"2004","AkademikerInnen","Baden-Wuerttemberg","","","","",""
"2004","AkademikerInnen","Bayern","","","","",""
"2004","AkademikerInnen","Berlin","","","","",""
"2004","AkademikerInnen","Brandenburg","","","","",""
"2004","AkademikerInnen","Bremen","","","","",""
"2004","AkademikerInnen","Hamburg","","","","",""
"2004","AkademikerInnen","Hessen","","","","",""
"2004","AkademikerInnen","Mecklenburg-Vorpommern","","","","",""
"2004","AkademikerInnen","Niedersachsen","","","","",""
"2004","AkademikerInnen","Nordrhein-Westfalen","","","","",""
"2004","AkademikerInnen","Rheinland-Pfalz","","","","",""
"2004","AkademikerInnen","Saarland","","","","",""
"2004","AkademikerInnen","Sachsen","","","","",""
"2004","AkademikerInnen","Sachsen-Anhalt","","","","",""
"2004","AkademikerInnen","Schleswig-Holstein","","","","",""
"2004","AkademikerInnen","Thueringen","","","","",""
"2004","Hauptschulabschluss","Baden-Wuerttemberg","","","","",""
"2004","Hauptschulabschluss","Bayern","","","","",""
"2004","Hauptschulabschluss","Berlin","","","","",""
"2004","Hauptschulabschluss","Brandenburg","","","","",""
"2004","Hauptschulabschluss","Bremen","","","","",""
"2004","Hauptschulabschluss","Hamburg","","","","",""
"2004","Hauptschulabschluss","Hessen","","","","",""
"2004","Hauptschulabschluss","Mecklenburg-Vorpommern","","","","",""
"2004","Hauptschulabschluss","Niedersachsen","","","","",""
"2004","Hauptschulabschluss","Nordrhein-Westfalen","","","","",""
"2004","Hauptschulabschluss","Rheinland-Pfalz","","","","",""
"2004","Hauptschulabschluss","Saarland","","","","",""
"2004","Hauptschulabschluss","Sachsen","","","","",""
"2004","Hauptschulabschluss","Sachsen-Anhalt","","","","",""
"2004","Hauptschulabschluss","Schleswig-Holstein","","","","",""
"2004","Hauptschulabschluss","Thueringen","","","","",""
"2004","Realschulabschluss","Baden-Wuerttemberg","","","","",""
"2004","Realschulabschluss","Bayern","","","","",""
"2004","Realschulabschluss","Berlin","","","","",""
"2004","Realschulabschluss","Brandenburg","","","","",""
"2004","Realschulabschluss","Bremen","","","","",""
"2004","Realschulabschluss","Hamburg","","","","",""
"2004","Realschulabschluss","Hessen","","","","",""
"2004","Realschulabschluss","Mecklenburg-Vorpommern","","","","",""
"2004","Realschulabschluss","Niedersachsen","","","","",""
"2004","Realschulabschluss","Nordrhein-Westfalen","","","","",""
"2004","Realschulabschluss","Rheinland-Pfalz","","","","",""
"2004","Realschulabschluss","Saarland","","","","",""
"2004","Realschulabschluss","Sachsen","","","","",""
"2004","Realschulabschluss","Sachsen-Anhalt","","","","",""
"2004","Realschulabschluss","Schleswig-Holstein","","","","",""
"2004","Realschulabschluss","Thueringen","","","","",""
"2005","(Fach-)Abitur","Baden-Wuerttemberg","","","","",""
"2005","(Fach-)Abitur","Bayern","","","","",""
"2005","(Fach-)Abitur","Berlin","","","","",""
"2005","(Fach-)Abitur","Brandenburg","","","","",""
"2005","(Fach-)Abitur","Bremen","","","","",""
"2005","(Fach-)Abitur","Hamburg","","","","",""
"2005","(Fach-)Abitur","Hessen","","","","",""
"2005","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"2005","(Fach-)Abitur","Niedersachsen","","","","",""
"2005","(Fach-)Abitur","Nordrhein-Westfalen","","","","",""
"2005","(Fach-)Abitur","Rheinland-Pfalz","","","","",""
"2005","(Fach-)Abitur","Saarland","","","","",""
"2005","(Fach-)Abitur","Sachsen","","","","",""
"2005","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"2005","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"2005","(Fach-)Abitur","Thueringen","","","","",""
"2005","(noch) kein Abschluss","Baden-Wuerttemberg","","","","",""
"2005","(noch) kein Abschluss","Bayern","","","","",""
"2005","(noch) kein Abschluss","Berlin","","","","",""
"2005","(noch) kein Abschluss","Brandenburg","","","","",""
"2005","(noch) kein Abschluss","Bremen","","","","",""
"2005","(noch) kein Abschluss","Hamburg","","","","",""
"2005","(noch) kein Abschluss","Hessen","","","","",""
"2005","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"2005","(noch) kein Abschluss","Niedersachsen","","","","",""
"2005","(noch) kein Abschluss","Nordrhein-Westfalen","","","","",""
"2005","(noch) kein Abschluss","Rheinland-Pfalz","","","","",""
"2005","(noch) kein Abschluss","Saarland","","","","",""
"2005","(noch) kein Abschluss","Sachsen","","","","",""
"2005","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"2005","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"2005","(noch) kein Abschluss","Thueringen","","","","",""
"2005","AkademikerInnen","Baden-Wuerttemberg","","","","",""
"2005","AkademikerInnen","Bayern","","","","",""
"2005","AkademikerInnen","Berlin","","","","",""
"2005","AkademikerInnen","Brandenburg","","","","",""
"2005","AkademikerInnen","Bremen","","","","",""
"2005","AkademikerInnen","Hamburg","","","","",""
"2005","AkademikerInnen","Hessen","","","","",""
"2005","AkademikerInnen","Mecklenburg-Vorpommern","","","","",""
"2005","AkademikerInnen","Niedersachsen","","","","",""
"2005","AkademikerInnen","Nordrhein-Westfalen","","","","",""
"2005","AkademikerInnen","Rheinland-Pfalz","","","","",""
"2005","AkademikerInnen","Saarland","","","","",""
"2005","AkademikerInnen","Sachsen","","","","",""
"2005","AkademikerInnen","Sachsen-Anhalt","","","","",""
"2005","AkademikerInnen","Schleswig-Holstein","","","","",""
"2005","AkademikerInnen","Thueringen","","","","",""
"2005","Hauptschulabschluss","Baden-Wuerttemberg","","","","",""
"2005","Hauptschulabschluss","Bayern","","","","",""
"2005","Hauptschulabschluss","Berlin","","","","",""
"2005","Hauptschulabschluss","Brandenburg","","","","",""
"2005","Hauptschulabschluss","Bremen","","","","",""
"2005","Hauptschulabschluss","Hamburg","","","","",""
"2005","Hauptschulabschluss","Hessen","","","","",""
"2005","Hauptschulabschluss","Mecklenburg-Vorpommern","","","","",""
"2005","Hauptschulabschluss","Niedersachsen","","","","",""
"2005","Hauptschulabschluss","Nordrhein-Westfalen","","","","",""
"2005","Hauptschulabschluss","Rheinland-Pfalz","","","","",""
"2005","Hauptschulabschluss","Saarland","","","","",""
"2005","Hauptschulabschluss","Sachsen","","","","",""
"2005","Hauptschulabschluss","Sachsen-Anhalt","","","","",""
"2005","Hauptschulabschluss","Schleswig-Holstein","","","","",""
"2005","Hauptschulabschluss","Thueringen","","","","",""
"2005","Realschulabschluss","Baden-Wuerttemberg","","","","",""
"2005","Realschulabschluss","Bayern","","","","",""
"2005","Realschulabschluss","Berlin","","","","",""
"2005","Realschulabschluss","Brandenburg","","","","",""
"2005","Realschulabschluss","Bremen","","","","",""
"2005","Realschulabschluss","Hamburg","","","","",""
"2005","Realschulabschluss","Hessen","","","","",""
"2005","Realschulabschluss","Mecklenburg-Vorpommern","","","","",""
"2005","Realschulabschluss","Niedersachsen","","","","",""
"2005","Realschulabschluss","Nordrhein-Westfalen","","","","",""
"2005","Realschulabschluss","Rheinland-Pfalz","","","","",""
"2005","Realschulabschluss","Saarland","","","","",""
"2005","Realschulabschluss","Sachsen","","","","",""
"2005","Realschulabschluss","Sachsen-Anhalt","","","","",""
"2005","Realschulabschluss","Schleswig-Holstein","","","","",""
"2005","Realschulabschluss","Thueringen","","","","",""
"2006","(Fach-)Abitur","Baden-Wuerttemberg","","","","",""
"2006","(Fach-)Abitur","Bayern","","","","",""
"2006","(Fach-)Abitur","Berlin","","","","",""
"2006","(Fach-)Abitur","Brandenburg","","","","",""
"2006","(Fach-)Abitur","Bremen","","","","",""
"2006","(Fach-)Abitur","Hamburg","","","","",""
"2006","(Fach-)Abitur","Hessen","","","","",""
"2006","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"2006","(Fach-)Abitur","Niedersachsen","","","","",""
"2006","(Fach-)Abitur","Nordrhein-Westfalen","","","","",""
"2006","(Fach-)Abitur","Rheinland-Pfalz","","","","",""
"2006","(Fach-)Abitur","Saarland","","","","",""
"2006","(Fach-)Abitur","Sachsen","","","","",""
"2006","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"2006","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"2006","(Fach-)Abitur","Thueringen","","","","",""
"2006","(noch) kein Abschluss","Baden-Wuerttemberg","","","","",""
"2006","(noch) kein Abschluss","Bayern","","","","",""
"2006","(noch) kein Abschluss","Berlin","","","","",""
"2006","(noch) kein Abschluss","Brandenburg","","","","",""
"2006","(noch) kein Abschluss","Bremen","","","","",""
"2006","(noch) kein Abschluss","Hamburg","","","","",""
"2006","(noch) kein Abschluss","Hessen","","","","",""
"2006","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"2006","(noch) kein Abschluss","Niedersachsen","","","","",""
"2006","(noch) kein Abschluss","Nordrhein-Westfalen","","","","",""
"2006","(noch) kein Abschluss","Rheinland-Pfalz","","","","",""
"2006","(noch) kein Abschluss","Saarland","","","","",""
"2006","(noch) kein Abschluss","Sachsen","","","","",""
"2006","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"2006","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"2006","(noch) kein Abschluss","Thueringen","","","","",""
"2006","AkademikerInnen","Baden-Wuerttemberg","","","","",""
"2006","AkademikerInnen","Bayern","","","","",""
"2006","AkademikerInnen","Berlin","","","","",""
"2006","AkademikerInnen","Brandenburg","","","","",""
"2006","AkademikerInnen","Bremen","","","","",""
"2006","AkademikerInnen","Hamburg","","","","",""
"2006","AkademikerInnen","Hessen","","","","",""
"2006","AkademikerInnen","Mecklenburg-Vorpommern","","","","",""
"2006","AkademikerInnen","Niedersachsen","","","","",""
"2006","AkademikerInnen","Nordrhein-Westfalen","","","","",""
"2006","AkademikerInnen","Rheinland-Pfalz","","","","",""
"2006","AkademikerInnen","Saarland","","","","",""
"2006","AkademikerInnen","Sachsen","","","","",""
"2006","AkademikerInnen","Sachsen-Anhalt","","","","",""
"2006","AkademikerInnen","Schleswig-Holstein","","","","",""
"2006","AkademikerInnen","Thueringen","","","","",""
"2006","Hauptschulabschluss","Baden-Wuerttemberg","","","","",""
"2006","Hauptschulabschluss","Bayern","","","","",""
"2006","Hauptschulabschluss","Berlin","","","","",""
"2006","Hauptschulabschluss","Brandenburg","","","","",""
"2006","Hauptschulabschluss","Bremen","","","","",""
"2006","Hauptschulabschluss","Hamburg","","","","",""
"2006","Hauptschulabschluss","Hessen","","","","",""
"2006","Hauptschulabschluss","Mecklenburg-Vorpommern","","","","",""
"2006","Hauptschulabschluss","Niedersachsen","","","","",""
"2006","Hauptschulabschluss","Nordrhein-Westfalen","","","","",""
"2006","Hauptschulabschluss","Rheinland-Pfalz","","","","",""
"2006","Hauptschulabschluss","Saarland","","","","",""
"2006","Hauptschulabschluss","Sachsen","","","","",""
"2006","Hauptschulabschluss","Sachsen-Anhalt","","","","",""
"2006","Hauptschulabschluss","Schleswig-Holstein","","","","",""
"2006","Hauptschulabschluss","Thueringen","","","","",""
"2006","Realschulabschluss","Baden-Wuerttemberg","","","","",""
"2006","Realschulabschluss","Bayern","","","","",""
"2006","Realschulabschluss","Berlin","","","","",""
"2006","Realschulabschluss","Brandenburg","","","","",""
"2006","Realschulabschluss","Bremen","","","","",""
"2006","Realschulabschluss","Hamburg","","","","",""
"2006","Realschulabschluss","Hessen","","","","",""
"2006","Realschulabschluss","Mecklenburg-Vorpommern","","","","",""
"2006","Realschulabschluss","Niedersachsen","","","","",""
"2006","Realschulabschluss","Nordrhein-Westfalen","","","","",""
"2006","Realschulabschluss","Rheinland-Pfalz","","","","",""
"2006","Realschulabschluss","Saarland","","","","",""
"2006","Realschulabschluss","Sachsen","","","","",""
"2006","Realschulabschluss","Sachsen-Anhalt","","","","",""
"2006","Realschulabschluss","Schleswig-Holstein","","","","",""
"2006","Realschulabschluss","Thueringen","","","","",""
"2007","(Fach-)Abitur","Baden-Wuerttemberg","","","","",""
"2007","(Fach-)Abitur","Bayern","","","","",""
"2007","(Fach-)Abitur","Berlin","","","","",""
"2007","(Fach-)Abitur","Brandenburg","","","","",""
"2007","(Fach-)Abitur","Bremen","","","","",""
"2007","(Fach-)Abitur","Hamburg","","","","",""
"2007","(Fach-)Abitur","Hessen","","","","",""
"2007","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"2007","(Fach-)Abitur","Niedersachsen","","","","",""
"2007","(Fach-)Abitur","Nordrhein-Westfalen","","","","",""
"2007","(Fach-)Abitur","Rheinland-Pfalz","","","","",""
"2007","(Fach-)Abitur","Saarland","","","","",""
"2007","(Fach-)Abitur","Sachsen","","","","",""
"2007","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"2007","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"2007","(Fach-)Abitur","Thueringen","","","","",""
"2007","(noch) kein Abschluss","Baden-Wuerttemberg","","","","",""
"2007","(noch) kein Abschluss","Bayern","","","","",""
"2007","(noch) kein Abschluss","Berlin","","","","",""
"2007","(noch) kein Abschluss","Brandenburg","","","","",""
"2007","(noch) kein Abschluss","Bremen","","","","",""
"2007","(noch) kein Abschluss","Hamburg","","","","",""
"2007","(noch) kein Abschluss","Hessen","","","","",""
"2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"2007","(noch) kein Abschluss","Niedersachsen","","","","",""
"2007","(noch) kein Abschluss","Nordrhein-Westfalen","","","","",""
"2007","(noch) kein Abschluss","Rheinland-Pfalz","","","","",""
"2007","(noch) kein Abschluss","Saarland","","","","",""
"2007","(noch) kein Abschluss","Sachsen","","","","",""
"2007","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"2007","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"2007","(noch) kein Abschluss","Thueringen","","","","",""
"2007","AkademikerInnen","Baden-Wuerttemberg","","","","",""
