year,pgisced97,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05409,222,4093,0.04716,0.06102
2006,Upper Secondary Level,Rural regions,Not Employed,0.46676,1902,4093,0.45148,0.48205
2006,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.45910,433,912,0.42674,0.49146
2006,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.15690,146,912,0.13328,0.18052
2006,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05923,50,912,0.04390,0.07456
2006,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.31998,283,912,0.28969,0.35028
2006,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.50917,140,275,0.44998,0.56836
2006,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.11540,41,275,0.07757,0.15324
2006,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.30044,94,275,0.24616,0.35473
2006,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.48296,497,1028,0.45240,0.51352
2006,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.11074,134,1028,0.09155,0.12993
2006,First Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03543,41,1028,0.02412,0.04673
2006,First Stage of Tertiary Education,Urban regions,Not Employed,0.37087,356,1028,0.34133,0.40042
2006,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.48574,298,597,0.44561,0.52587
2006,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.07922,70,597,0.05753,0.10090
2006,First Stage of Tertiary Education,Rural regions,Not Employed,0.39155,229,597,0.35236,0.43074
2006,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.54052,1788,3245,0.52337,0.55767
2006,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.10491,387,3245,0.09436,0.11545
2006,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.04402,126,3245,0.03696,0.05108
2006,Second Stage of Tertiary Education,Urban regions,Not Employed,0.31007,944,3245,0.29416,0.32599
2006,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.47877,686,1330,0.45192,0.50563
2006,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.10193,155,1330,0.08566,0.11820
2006,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.03464,45,1330,0.02481,0.04448
2006,Second Stage of Tertiary Education,Rural regions,Not Employed,0.38465,444,1330,0.35850,0.41081
2007,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.15302,68,413,0.11825,0.18778
2007,Pre-primary Level,Urban regions,Not Employed,0.82215,345,413,0.78522,0.85907
2007,Pre-primary Level,Rural regions,Not Employed,0.83861,182,182,0.78502,0.89221
2007,Primary Level,Urban regions,Not Employed,0.70804,105,105,0.62065,0.79542
2007,Primary Level,Rural regions,Not Employed,0.66154,47,47,0.52480,0.79829
2007,Lower Secondary Level,Urban regions,Full-Time Employment,0.17344,249,1484,0.15417,0.19271
2007,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.07218,102,1484,0.05900,0.08535
2007,Lower Secondary Level,Urban regions,Vocational Training,0.07062,117,1484,0.05759,0.08366
2007,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04291,68,1484,0.03260,0.05323
2007,Lower Secondary Level,Urban regions,Not Employed,0.63408,948,1484,0.60957,0.65860
2007,Lower Secondary Level,Rural regions,Full-Time Employment,0.15748,104,735,0.13113,0.18383
2007,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.05367,40,735,0.03737,0.06998
2007,Lower Secondary Level,Rural regions,Vocational Training,0.11527,104,735,0.09217,0.13838
2007,Lower Secondary Level,Rural regions,Not Employed,0.63506,487,735,0.60023,0.66989
2007,Upper Secondary Level,Urban regions,Full-Time Employment,0.36891,2351,6483,0.35716,0.38066
2007,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.10647,772,6483,0.09896,0.11398
2007,Upper Secondary Level,Urban regions,Vocational Training,0.01283,76,6483,0.01009,0.01557
2007,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05231,368,6483,0.04689,0.05774
2007,Upper Secondary Level,Urban regions,Not Employed,0.45867,2916,6483,0.44654,0.47080
2007,Upper Secondary Level,Rural regions,Full-Time Employment,0.39024,1473,3835,0.37480,0.40568
2007,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.09622,401,3835,0.08689,0.10556
2007,Upper Secondary Level,Rural regions,Vocational Training,0.01519,55,3835,0.01132,0.01907
2007,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05028,187,3835,0.04337,0.05720
2007,Upper Secondary Level,Rural regions,Not Employed,0.44725,1719,3835,0.43151,0.46299
2007,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.43999,399,871,0.40700,0.47297
2007,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.16780,156,871,0.14297,0.19264
2007,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05513,49,871,0.03996,0.07029
2007,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.33269,267,871,0.30138,0.36400
2007,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.55904,149,272,0.49993,0.61816
2007,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.12691,41,272,0.08727,0.16654
2007,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.25897,82,272,0.20682,0.31113
2007,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.48155,455,943,0.44964,0.51346
2007,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.11105,129,943,0.09098,0.13111
2007,First Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.04493,38,943,0.03170,0.05816
2007,First Stage of Tertiary Education,Urban regions,Not Employed,0.36197,321,943,0.33128,0.39266
2007,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.45574,279,565,0.41464,0.49684
2007,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.10697,73,565,0.08146,0.13248
2007,First Stage of Tertiary Education,Rural regions,Not Employed,0.39772,213,565,0.35733,0.43811
2007,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.53674,1690,3110,0.51921,0.55427
2007,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.11261,390,3110,0.10150,0.12373
2007,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03939,110,3110,0.03255,0.04623
2007,Second Stage of Tertiary Education,Urban regions,Not Employed,0.30850,920,3110,0.29226,0.32473
2007,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.49585,660,1275,0.46840,0.52331
2007,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.11208,162,1275,0.09475,0.12940
2007,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.04425,40,1275,0.03296,0.05555
2007,Second Stage of Tertiary Education,Rural regions,Not Employed,0.34782,413,1275,0.32166,0.37397
2008,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.17282,67,368,0.13414,0.21151
2008,Pre-primary Level,Urban regions,Not Employed,0.82039,301,368,0.78111,0.85966
2008,Pre-primary Level,Rural regions,Not Employed,0.84289,156,156,0.78560,0.90018
2008,Primary Level,Urban regions,Not Employed,0.58660,83,83,0.48001,0.69319
2008,Primary Level,Rural regions,Not Employed,0.61110,34,34,0.44477,0.77743
2008,Lower Secondary Level,Urban regions,Full-Time Employment,0.17713,234,1361,0.15684,0.19742
2008,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.05826,87,1361,0.04581,0.07071
2008,Lower Secondary Level,Urban regions,Vocational Training,0.08401,130,1361,0.06927,0.09875
2008,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05280,70,1361,0.04091,0.06468
2008,Lower Secondary Level,Urban regions,Not Employed,0.62265,840,1361,0.59688,0.64841
2008,Lower Secondary Level,Rural regions,Full-Time Employment,0.16061,96,670,0.13279,0.18844
2008,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.07007,44,670,0.05073,0.08941
2008,Lower Secondary Level,Rural regions,Vocational Training,0.10595,91,670,0.08262,0.12927
2008,Lower Secondary Level,Rural regions,Not Employed,0.62458,439,670,0.58789,0.66128
2008,Upper Secondary Level,Urban regions,Full-Time Employment,0.38035,2254,6107,0.36818,0.39253
2008,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.10265,714,6107,0.09504,0.11027
2008,Upper Secondary Level,Urban regions,Vocational Training,0.01488,74,6107,0.01185,0.01792
2008,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.06113,359,6107,0.05512,0.06714
2008,Upper Secondary Level,Urban regions,Not Employed,0.44016,2706,6107,0.42771,0.45261
2008,Upper Secondary Level,Rural regions,Full-Time Employment,0.39909,1417,3621,0.38314,0.41504
2008,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.09990,374,3621,0.09013,0.10967
2008,Upper Secondary Level,Rural regions,Vocational Training,0.01075,43,3621,0.00739,0.01411
2008,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05351,191,3621,0.04618,0.06085
2008,Upper Secondary Level,Rural regions,Not Employed,0.43592,1596,3621,0.41977,0.45207
2008,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.47444,390,810,0.44003,0.50885
2008,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.17619,149,810,0.14994,0.20245
2008,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.06110,50,810,0.04460,0.07761
2008,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.28508,221,810,0.25397,0.31619
2008,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.54895,147,261,0.48847,0.60944
2008,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.11355,35,261,0.07498,0.15211
2008,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.27890,79,261,0.22439,0.33341
2008,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.48786,427,875,0.45472,0.52100
2008,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.11075,109,875,0.08995,0.13156
2008,First Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03414,34,875,0.02210,0.04618
2008,First Stage of Tertiary Education,Urban regions,Not Employed,0.36694,305,875,0.33499,0.39890
2008,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.45725,246,515,0.41418,0.50032
2008,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.12771,75,515,0.09885,0.15656
2008,First Stage of Tertiary Education,Rural regions,Not Employed,0.36588,194,515,0.32424,0.40752
2008,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.55025,1608,2975,0.53237,0.56813
2008,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.10852,364,2975,0.09734,0.11970
2008,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03885,106,2975,0.03190,0.04579
2008,Second Stage of Tertiary Education,Urban regions,Not Employed,0.30057,897,2975,0.28409,0.31705
2008,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.49607,622,1212,0.46791,0.52423
2008,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.10850,151,1212,0.09098,0.12602
2008,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.04499,37,1212,0.03331,0.05666
2008,Second Stage of Tertiary Education,Rural regions,Not Employed,0.34989,402,1212,0.32302,0.37675
2009,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.16647,62,353,0.12755,0.20538
2009,Pre-primary Level,Urban regions,Not Employed,0.81886,291,353,0.77863,0.85910
2009,Pre-primary Level,Rural regions,Not Employed,0.84688,126,126,0.78375,0.91001
2009,Primary Level,Urban regions,Not Employed,0.63337,80,80,0.52710,0.73963
2009,Lower Secondary Level,Urban regions,Full-Time Employment,0.17892,209,1213,0.15734,0.20050
2009,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.05262,72,1213,0.04005,0.06519
2009,Lower Secondary Level,Urban regions,Vocational Training,0.09318,128,1213,0.07682,0.10955
2009,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04819,62,1213,0.03613,0.06025
2009,Lower Secondary Level,Urban regions,Not Employed,0.62274,742,1213,0.59545,0.65003
2009,Lower Secondary Level,Rural regions,Full-Time Employment,0.16243,87,592,0.13269,0.19216
2009,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.07581,39,592,0.05447,0.09716
2009,Lower Secondary Level,Rural regions,Vocational Training,0.08424,76,592,0.06185,0.10663
2009,Lower Secondary Level,Rural regions,Not Employed,0.64832,390,592,0.60982,0.68682
2009,Upper Secondary Level,Urban regions,Full-Time Employment,0.37560,2033,5601,0.36292,0.38829
2009,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.10510,665,5601,0.09707,0.11313
2009,Upper Secondary Level,Urban regions,Vocational Training,0.01465,74,5601,0.01150,0.01779
2009,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.06076,338,5601,0.05450,0.06702
2009,Upper Secondary Level,Urban regions,Not Employed,0.44305,2491,5601,0.43004,0.45606
2009,Upper Secondary Level,Rural regions,Full-Time Employment,0.39408,1332,3455,0.37778,0.41037
2009,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.09873,369,3455,0.08878,0.10868
2009,Upper Secondary Level,Rural regions,Vocational Training,0.01618,43,3455,0.01197,0.02038
2009,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.06148,186,3455,0.05347,0.06949
2009,Upper Secondary Level,Rural regions,Not Employed,0.42843,1525,3455,0.41192,0.44493
2009,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.47367,351,733,0.43750,0.50984
2009,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.17487,130,733,0.14735,0.20238
2009,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05359,45,733,0.03728,0.06991
2009,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.29407,207,733,0.26106,0.32707
2009,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.57305,133,243,0.51073,0.63538
2009,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.09099,31,243,0.05475,0.12722
2009,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.27197,79,243,0.21591,0.32804
2009,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.49489,394,808,0.46039,0.52938
2009,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.09595,92,808,0.07563,0.11627
2009,First Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03906,33,808,0.02569,0.05243
2009,First Stage of Tertiary Education,Urban regions,Not Employed,0.37010,289,808,0.33679,0.40341
2009,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.45658,246,499,0.41283,0.50033
2009,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.11057,67,499,0.08303,0.13811
2009,First Stage of Tertiary Education,Rural regions,Not Employed,0.38545,186,499,0.34270,0.42820
2009,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.54914,1507,2824,0.53078,0.56749
2009,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.11266,353,2824,0.10099,0.12432
2009,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.04964,102,2824,0.04163,0.05765
2009,Second Stage of Tertiary Education,Urban regions,Not Employed,0.28765,862,2824,0.27095,0.30435
2009,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.50891,625,1208,0.48070,0.53711
2009,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.10932,147,1208,0.09171,0.12692
2009,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.04574,34,1208,0.03395,0.05753
2009,Second Stage of Tertiary Education,Rural regions,Not Employed,0.33604,402,1208,0.30939,0.36268
2010,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.14461,82,475,0.11294,0.17627
2010,Pre-primary Level,Urban regions,Not Employed,0.84536,393,475,0.81281,0.87791
2010,Pre-primary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.17300,45,222,0.12313,0.22287
2010,Pre-primary Level,Rural regions,Not Employed,0.80232,177,222,0.74981,0.85483
2010,Primary Level,Urban regions,Full-Time Employment,0.18673,44,215,0.13452,0.23895
2010,Primary Level,Urban regions,Not Employed,0.70093,171,215,0.63959,0.76228
2010,Primary Level,Rural regions,Not Employed,0.66302,63,63,0.54536,0.78068
2010,Lower Secondary Level,Urban regions,Full-Time Employment,0.16395,279,1685,0.14627,0.18163
2010,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.07025,130,1685,0.05804,0.08246
2010,Lower Secondary Level,Urban regions,Vocational Training,0.10545,167,1685,0.09078,0.12012
2010,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04436,105,1685,0.03453,0.05419
2010,Lower Secondary Level,Urban regions,Not Employed,0.61157,1004,1685,0.58829,0.63485
2010,Lower Secondary Level,Rural regions,Full-Time Employment,0.16758,132,819,0.14199,0.19318
2010,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.06817,51,819,0.05090,0.08544
2010,Lower Secondary Level,Rural regions,Vocational Training,0.11460,106,819,0.09277,0.13643
2010,Lower Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.04052,42,819,0.02701,0.05403
2010,Lower Secondary Level,Rural regions,Not Employed,0.60806,488,819,0.57460,0.64151
2010,Upper Secondary Level,Urban regions,Full-Time Employment,0.36460,2546,7116,0.35342,0.37579
2010,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.10313,901,7116,0.09607,0.11020
2010,Upper Secondary Level,Urban regions,Vocational Training,0.01419,77,7116,0.01144,0.01694
2010,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.06273,485,7116,0.05710,0.06836
2010,Upper Secondary Level,Urban regions,Not Employed,0.45497,3107,7116,0.44340,0.46654
2010,Upper Secondary Level,Rural regions,Full-Time Employment,0.39949,1761,4628,0.38538,0.41361
2010,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.10449,593,4628,0.09567,0.11330
2010,Upper Secondary Level,Rural regions,Vocational Training,0.01557,50,4628,0.01200,0.01914
2010,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.06593,329,4628,0.05878,0.07308
2010,Upper Secondary Level,Rural regions,Not Employed,0.41331,1895,4628,0.39912,0.42749
2010,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.47755,487,1246,0.44980,0.50529
2010,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.17271,262,1246,0.15172,0.19371
2010,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.07357,98,1246,0.05907,0.08807
2010,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.26619,399,1246,0.24164,0.29074
2010,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.51498,197,425,0.46740,0.56255
2010,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.12422,79,425,0.09282,0.15561
2010,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.32346,149,425,0.27894,0.36799
2010,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.48809,497,982,0.45681,0.51937
2010,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.11614,117,982,0.09609,0.13619
2010,First Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.02799,42,982,0.01767,0.03831
2010,First Stage of Tertiary Education,Urban regions,Not Employed,0.36778,326,982,0.33761,0.39796
2010,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.47568,310,603,0.43579,0.51558
2010,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.10297,88,603,0.07869,0.12724
2010,First Stage of Tertiary Education,Rural regions,Not Employed,0.36787,205,603,0.32935,0.40639
2010,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.54424,1967,3901,0.52860,0.55987
2010,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.12118,610,3901,0.11094,0.13143
2010,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03996,141,3901,0.03381,0.04611
2010,Second Stage of Tertiary Education,Urban regions,Not Employed,0.29266,1183,3901,0.27838,0.30694
2010,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.48993,740,1469,0.46435,0.51550
2010,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.10783,190,1469,0.09197,0.12370
2010,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.04465,51,1469,0.03409,0.05522
2010,Second Stage of Tertiary Education,Rural regions,Not Employed,0.35759,488,1469,0.33307,0.38210
2011,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.17108,104,599,0.14090,0.20126
2011,Pre-primary Level,Urban regions,Not Employed,0.80418,495,599,0.77238,0.83599
2011,Pre-primary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.15455,41,277,0.11190,0.19719
2011,Pre-primary Level,Rural regions,Not Employed,0.81445,236,277,0.76859,0.86032
2011,Primary Level,Urban regions,Full-Time Employment,0.22213,51,228,0.16806,0.27621
2011,Primary Level,Urban regions,Not Employed,0.62993,177,228,0.56712,0.69274
2011,Primary Level,Rural regions,Not Employed,0.62530,83,83,0.52053,0.73007
2011,Lower Secondary Level,Urban regions,Full-Time Employment,0.18190,349,1959,0.16481,0.19898
2011,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.07004,159,1959,0.05874,0.08134
2011,Lower Secondary Level,Urban regions,Vocational Training,0.07997,164,1959,0.06796,0.09198
2011,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04474,120,1959,0.03559,0.05390
2011,Lower Secondary Level,Urban regions,Not Employed,0.61842,1167,1959,0.59690,0.63993
2011,Lower Secondary Level,Rural regions,Full-Time Employment,0.15364,166,1084,0.13217,0.17512
2011,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.07278,81,1084,0.05731,0.08825
2011,Lower Secondary Level,Rural regions,Vocational Training,0.12231,143,1084,0.10280,0.14183
2011,Lower Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.04631,62,1084,0.03379,0.05883
2011,Lower Secondary Level,Rural regions,Not Employed,0.60118,632,1084,0.57202,0.63034
2011,Upper Secondary Level,Urban regions,Full-Time Employment,0.37254,2954,8295,0.36213,0.38294
2011,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.10530,1189,8295,0.09869,0.11190
2011,Upper Secondary Level,Urban regions,Vocational Training,0.01234,83,8295,0.00997,0.01472
2011,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05421,500,8295,0.04933,0.05908
2011,Upper Secondary Level,Urban regions,Not Employed,0.45527,3569,8295,0.44455,0.46598
2011,Upper Secondary Level,Rural regions,Full-Time Employment,0.40094,2146,5598,0.38810,0.41378
2011,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.10453,757,5598,0.09651,0.11254
2011,Upper Secondary Level,Rural regions,Vocational Training,0.01667,62,5598,0.01331,0.02002
2011,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05603,355,5598,0.05001,0.06206
2011,Upper Secondary Level,Rural regions,Not Employed,0.42007,2278,5598,0.40714,0.43300
2011,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.49526,586,1443,0.46945,0.52107
2011,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.16621,337,1443,0.14699,0.18542
2011,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04940,102,1443,0.03822,0.06059
2011,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.28107,418,1443,0.25787,0.30427
2011,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.55392,244,546,0.51218,0.59565
2011,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.13751,110,546,0.10860,0.16642
2011,Post-secondary Non-tertiary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.03794,36,546,0.02190,0.05398
2011,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.26857,156,546,0.23136,0.30578
2011,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.52264,578,1099,0.49309,0.55218
2011,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.08390,126,1099,0.06750,0.10030
2011,First Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.02851,31,1099,0.01867,0.03836
2011,First Stage of Tertiary Education,Urban regions,Not Employed,0.36495,364,1099,0.33647,0.39343
2011,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.52000,382,749,0.48420,0.55581
2011,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.09253,104,749,0.07176,0.11330
2011,First Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.04700,32,749,0.03183,0.06216
2011,First Stage of Tertiary Education,Rural regions,Not Employed,0.33613,231,749,0.30228,0.36998
2011,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.54628,2272,4461,0.53167,0.56089
2011,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.11853,757,4461,0.10905,0.12802
2011,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03898,173,4461,0.03330,0.04466
2011,Second Stage of Tertiary Education,Urban regions,Not Employed,0.29518,1259,4461,0.28179,0.30857
2011,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.50207,904,1747,0.47862,0.52553
2011,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.10909,248,1747,0.09447,0.12372
2011,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.04684,56,1747,0.03693,0.05675
2011,Second Stage of Tertiary Education,Rural regions,Not Employed,0.34186,539,1747,0.31961,0.36411
2012,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.21677,132,607,0.18396,0.24958
2012,Pre-primary Level,Urban regions,Not Employed,0.76828,475,607,0.73468,0.80187
2012,Pre-primary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.17625,61,287,0.13209,0.22042
2012,Pre-primary Level,Rural regions,Not Employed,0.79406,226,287,0.74719,0.84093
2012,Primary Level,Urban regions,Full-Time Employment,0.22767,55,211,0.17095,0.28438
2012,Primary Level,Urban regions,Not Employed,0.65735,156,211,0.59316,0.72154
2012,Primary Level,Rural regions,Not Employed,0.53386,76,76,0.42095,0.64676
2012,Lower Secondary Level,Urban regions,Full-Time Employment,0.19833,360,1898,0.18038,0.21627
2012,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.07657,167,1898,0.06461,0.08854
2012,Lower Secondary Level,Urban regions,Vocational Training,0.08022,168,1898,0.06799,0.09244
2012,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05190,132,1898,0.04191,0.06188
2012,Lower Secondary Level,Urban regions,Not Employed,0.58607,1071,1898,0.56391,0.60824
