"pli0089","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","2011","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","2011","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","2011","Hamburg","Staedtischer Raum","","","",""
"Nie","2011","Hamburg","Laendlicher Raum","","","",""
"Nie","2011","Niedersachsen","Staedtischer Raum","","","",""
"Nie","2011","Niedersachsen","Laendlicher Raum","","","",""
"Nie","2011","Bremen","Staedtischer Raum","","","",""
"Nie","2011","Bremen","Laendlicher Raum","","","",""
"Nie","2011","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","2011","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","2011","Hessen","Staedtischer Raum","","","",""
"Nie","2011","Hessen","Laendlicher Raum","","","",""
"Nie","2011","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","2011","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","2011","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","2011","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","2011","Bayern","Staedtischer Raum","","","",""
"Nie","2011","Bayern","Laendlicher Raum","","","",""
"Nie","2011","Saarland","Staedtischer Raum","","","",""
"Nie","2011","Saarland","Laendlicher Raum","","","",""
"Nie","2011","Berlin","Staedtischer Raum","","","",""
"Nie","2011","Berlin","Laendlicher Raum","","","",""
"Nie","2011","Brandenburg","Staedtischer Raum","","","",""
"Nie","2011","Brandenburg","Laendlicher Raum","","","",""
"Nie","2011","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2011","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","2011","Sachsen","Staedtischer Raum","","","",""
"Nie","2011","Sachsen","Laendlicher Raum","","","",""
"Nie","2011","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","2011","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2011","Thueringen","Staedtischer Raum","","","",""
"Nie","2011","Thueringen","Laendlicher Raum","","","",""
"Taeglich","2012","Schleswig-Holstein","Staedtischer Raum","","","",""
"Taeglich","2012","Schleswig-Holstein","Laendlicher Raum","","","",""
"Taeglich","2012","Hamburg","Staedtischer Raum","","","",""
"Taeglich","2012","Hamburg","Laendlicher Raum","","","",""
"Taeglich","2012","Niedersachsen","Staedtischer Raum","","","",""
"Taeglich","2012","Niedersachsen","Laendlicher Raum","","","",""
"Taeglich","2012","Bremen","Staedtischer Raum","","","",""
"Taeglich","2012","Bremen","Laendlicher Raum","","","",""
"Taeglich","2012","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Taeglich","2012","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Taeglich","2012","Hessen","Staedtischer Raum","","","",""
"Taeglich","2012","Hessen","Laendlicher Raum","","","",""
"Taeglich","2012","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Taeglich","2012","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Taeglich","2012","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Taeglich","2012","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Taeglich","2012","Bayern","Staedtischer Raum","","","",""
"Taeglich","2012","Bayern","Laendlicher Raum","","","",""
"Taeglich","2012","Saarland","Staedtischer Raum","","","",""
"Taeglich","2012","Saarland","Laendlicher Raum","","","",""
"Taeglich","2012","Berlin","Staedtischer Raum","","","",""
"Taeglich","2012","Berlin","Laendlicher Raum","","","",""
"Taeglich","2012","Brandenburg","Staedtischer Raum","","","",""
"Taeglich","2012","Brandenburg","Laendlicher Raum","","","",""
"Taeglich","2012","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Taeglich","2012","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Taeglich","2012","Sachsen","Staedtischer Raum","","","",""
"Taeglich","2012","Sachsen","Laendlicher Raum","","","",""
"Taeglich","2012","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Taeglich","2012","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Taeglich","2012","Thueringen","Staedtischer Raum","","","",""
"Taeglich","2012","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","Schleswig-Holstein","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","Schleswig-Holstein","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","Hamburg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","Niedersachsen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","Niedersachsen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","Bremen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","Hessen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","Hessen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","Bayern","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","Bayern","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","Berlin","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","Brandenburg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","Brandenburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","Sachsen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","Sachsen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","Thueringen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","Schleswig-Holstein","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","Schleswig-Holstein","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","Hamburg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","Niedersachsen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","Niedersachsen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","Bremen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","Hessen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","Hessen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","Bayern","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","Bayern","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","Berlin","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","Brandenburg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","Brandenburg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","Sachsen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","Sachsen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","Thueringen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","Thueringen","Laendlicher Raum","","","",""
"Seltener","2012","Schleswig-Holstein","Staedtischer Raum","","","",""
"Seltener","2012","Schleswig-Holstein","Laendlicher Raum","","","",""
"Seltener","2012","Hamburg","Staedtischer Raum","","","",""
"Seltener","2012","Hamburg","Laendlicher Raum","","","",""
"Seltener","2012","Niedersachsen","Staedtischer Raum","","","",""
"Seltener","2012","Niedersachsen","Laendlicher Raum","","","",""
"Seltener","2012","Bremen","Staedtischer Raum","","","",""
"Seltener","2012","Bremen","Laendlicher Raum","","","",""
"Seltener","2012","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Seltener","2012","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Seltener","2012","Hessen","Staedtischer Raum","","","",""
"Seltener","2012","Hessen","Laendlicher Raum","","","",""
"Seltener","2012","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Seltener","2012","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Seltener","2012","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Seltener","2012","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Seltener","2012","Bayern","Staedtischer Raum","","","",""
"Seltener","2012","Bayern","Laendlicher Raum","","","",""
"Seltener","2012","Saarland","Staedtischer Raum","","","",""
"Seltener","2012","Saarland","Laendlicher Raum","","","",""
"Seltener","2012","Berlin","Staedtischer Raum","","","",""
"Seltener","2012","Berlin","Laendlicher Raum","","","",""
"Seltener","2012","Brandenburg","Staedtischer Raum","","","",""
"Seltener","2012","Brandenburg","Laendlicher Raum","","","",""
"Seltener","2012","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Seltener","2012","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Seltener","2012","Sachsen","Staedtischer Raum","","","",""
"Seltener","2012","Sachsen","Laendlicher Raum","","","",""
"Seltener","2012","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Seltener","2012","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Seltener","2012","Thueringen","Staedtischer Raum","","","",""
"Seltener","2012","Thueringen","Laendlicher Raum","","","",""
"Nie","2012","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","2012","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","2012","Hamburg","Staedtischer Raum","","","",""
"Nie","2012","Hamburg","Laendlicher Raum","","","",""
"Nie","2012","Niedersachsen","Staedtischer Raum","","","",""
"Nie","2012","Niedersachsen","Laendlicher Raum","","","",""
"Nie","2012","Bremen","Staedtischer Raum","","","",""
"Nie","2012","Bremen","Laendlicher Raum","","","",""
"Nie","2012","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","2012","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","2012","Hessen","Staedtischer Raum","","","",""
"Nie","2012","Hessen","Laendlicher Raum","","","",""
"Nie","2012","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","2012","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","2012","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","2012","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","2012","Bayern","Staedtischer Raum","","","",""
"Nie","2012","Bayern","Laendlicher Raum","","","",""
"Nie","2012","Saarland","Staedtischer Raum","","","",""
"Nie","2012","Saarland","Laendlicher Raum","","","",""
"Nie","2012","Berlin","Staedtischer Raum","","","",""
"Nie","2012","Berlin","Laendlicher Raum","","","",""
"Nie","2012","Brandenburg","Staedtischer Raum","","","",""
"Nie","2012","Brandenburg","Laendlicher Raum","","","",""
"Nie","2012","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2012","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","2012","Sachsen","Staedtischer Raum","","","",""
"Nie","2012","Sachsen","Laendlicher Raum","","","",""
"Nie","2012","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","2012","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2012","Thueringen","Staedtischer Raum","","","",""
"Nie","2012","Thueringen","Laendlicher Raum","","","",""
"Taeglich","2013","Schleswig-Holstein","Staedtischer Raum","","","",""
"Taeglich","2013","Schleswig-Holstein","Laendlicher Raum","1","","",""
"Taeglich","2013","Hamburg","Staedtischer Raum","","","",""
"Taeglich","2013","Hamburg","Laendlicher Raum","","","",""
"Taeglich","2013","Niedersachsen","Staedtischer Raum","1","","",""
"Taeglich","2013","Niedersachsen","Laendlicher Raum","3","","",""
"Taeglich","2013","Bremen","Staedtischer Raum","","","",""
"Taeglich","2013","Bremen","Laendlicher Raum","","","",""
"Taeglich","2013","Nordrhein-Westfalen","Staedtischer Raum","16","","",""
"Taeglich","2013","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Taeglich","2013","Hessen","Staedtischer Raum","","","",""
"Taeglich","2013","Hessen","Laendlicher Raum","","","",""
"Taeglich","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","1","","",""
"Taeglich","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Taeglich","2013","Baden-Wuerttemberg","Staedtischer Raum","3","","",""
"Taeglich","2013","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Taeglich","2013","Bayern","Staedtischer Raum","4","0.00366227803587135","0.00078403902972541","0.00654051704201729"
"Taeglich","2013","Bayern","Laendlicher Raum","6","0.00414650997830839","0.00152261809611349","0.00677040186050329"
"Taeglich","2013","Saarland","Staedtischer Raum","","","",""
"Taeglich","2013","Saarland","Laendlicher Raum","","","",""
"Taeglich","2013","Berlin","Staedtischer Raum","3","","",""
"Taeglich","2013","Berlin","Laendlicher Raum","","","",""
"Taeglich","2013","Brandenburg","Staedtischer Raum","","","",""
"Taeglich","2013","Brandenburg","Laendlicher Raum","1","","",""
"Taeglich","2013","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Taeglich","2013","Mecklenburg-Vorpommern","Laendlicher Raum","1","","",""
"Taeglich","2013","Sachsen","Staedtischer Raum","3","","",""
"Taeglich","2013","Sachsen","Laendlicher Raum","","","",""
"Taeglich","2013","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Taeglich","2013","Sachsen-Anhalt","Laendlicher Raum","1","","",""
"Taeglich","2013","Thueringen","Staedtischer Raum","1","","",""
"Taeglich","2013","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2013","Schleswig-Holstein","Staedtischer Raum","9","0.024223101598465","0.00531615602384053","0.0431300471730895"
"Min 1x pro Woche","2013","Schleswig-Holstein","Laendlicher Raum","48","0.0637341137962548","0.0449404558507198","0.0825277717417897"
"Min 1x pro Woche","2013","Hamburg","Staedtischer Raum","15","","",""
"Min 1x pro Woche","2013","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2013","Niedersachsen","Staedtischer Raum","60","0.075913459795181","0.0596032674319983","0.0922236521583637"
"Min 1x pro Woche","2013","Niedersachsen","Laendlicher Raum","110","","",""
"Min 1x pro Woche","2013","Bremen","Staedtischer Raum","14","","",""
"Min 1x pro Woche","2013","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2013","Nordrhein-Westfalen","Staedtischer Raum","354","0.0638324588732196","0.0570293906001201","0.0706355271463192"
"Min 1x pro Woche","2013","Nordrhein-Westfalen","Laendlicher Raum","10","","",""
"Min 1x pro Woche","2013","Hessen","Staedtischer Raum","91","0.0478423536760669","0.0365978382577432","0.0590868690943906"
"Min 1x pro Woche","2013","Hessen","Laendlicher Raum","31","0.100809921100138","0.0698377129583512","0.131782129241925"
"Min 1x pro Woche","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","64","0.0671630636067167","0.0519942936603953","0.0823318335530382"
"Min 1x pro Woche","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","25","","",""
"Min 1x pro Woche","2013","Baden-Wuerttemberg","Staedtischer Raum","177","","",""
"Min 1x pro Woche","2013","Baden-Wuerttemberg","Laendlicher Raum","27","","",""
"Min 1x pro Woche","2013","Bayern","Staedtischer Raum","96","0.0562356168534323","0.0452585720947727","0.0672126616120919"
"Min 1x pro Woche","2013","Bayern","Laendlicher Raum","209","","",""
"Min 1x pro Woche","2013","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","2013","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","2013","Berlin","Staedtischer Raum","26","","",""
"Min 1x pro Woche","2013","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Woche","2013","Brandenburg","Staedtischer Raum","3","","",""
"Min 1x pro Woche","2013","Brandenburg","Laendlicher Raum","27","","",""
"Min 1x pro Woche","2013","Mecklenburg-Vorpommern","Staedtischer Raum","1","","",""
"Min 1x pro Woche","2013","Mecklenburg-Vorpommern","Laendlicher Raum","20","","",""
"Min 1x pro Woche","2013","Sachsen","Staedtischer Raum","50","0.0686321635064821","0.0517542436287208","0.0855100833842434"
"Min 1x pro Woche","2013","Sachsen","Laendlicher Raum","47","0.0683407966372845","0.0512667812552251","0.0854148120193439"
"Min 1x pro Woche","2013","Sachsen-Anhalt","Staedtischer Raum","11","","",""
"Min 1x pro Woche","2013","Sachsen-Anhalt","Laendlicher Raum","31","0.0291968416389149","0.0172115938953634","0.0411820893824663"
"Min 1x pro Woche","2013","Thueringen","Staedtischer Raum","17","","",""
"Min 1x pro Woche","2013","Thueringen","Laendlicher Raum","40","0.051342531193741","0.0349229638691224","0.0677620985183595"
"Min 1x pro Monat","2013","Schleswig-Holstein","Staedtischer Raum","22","","",""
"Min 1x pro Monat","2013","Schleswig-Holstein","Laendlicher Raum","63","0.103034112578969","0.0796455127446553","0.126422712413282"
"Min 1x pro Monat","2013","Hamburg","Staedtischer Raum","39","0.0922398877103338","0.0639180887738994","0.120561686646768"
"Min 1x pro Monat","2013","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2013","Niedersachsen","Staedtischer Raum","120","","",""
"Min 1x pro Monat","2013","Niedersachsen","Laendlicher Raum","152","","",""
"Min 1x pro Monat","2013","Bremen","Staedtischer Raum","18","","",""
"Min 1x pro Monat","2013","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2013","Nordrhein-Westfalen","Staedtischer Raum","490","0.100285854668973","0.0919263726671871","0.10864533667076"
"Min 1x pro Monat","2013","Nordrhein-Westfalen","Laendlicher Raum","16","","",""
"Min 1x pro Monat","2013","Hessen","Staedtischer Raum","139","","",""
"Min 1x pro Monat","2013","Hessen","Laendlicher Raum","29","","",""
"Min 1x pro Monat","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","106","","",""
"Min 1x pro Monat","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","36","0.108463010422822","0.0763851790172374","0.140540841828406"
"Min 1x pro Monat","2013","Baden-Wuerttemberg","Staedtischer Raum","266","","",""
"Min 1x pro Monat","2013","Baden-Wuerttemberg","Laendlicher Raum","36","0.154970329091038","0.116219058731435","0.193721599450641"
"Min 1x pro Monat","2013","Bayern","Staedtischer Raum","158","","",""
"Min 1x pro Monat","2013","Bayern","Laendlicher Raum","275","","",""
"Min 1x pro Monat","2013","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Monat","2013","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Monat","2013","Berlin","Staedtischer Raum","62","0.0529722749416458","0.0389492821047463","0.0669952677785452"
"Min 1x pro Monat","2013","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Monat","2013","Brandenburg","Staedtischer Raum","8","0.0852539243475882","0.0262329557413152","0.144274892953861"
"Min 1x pro Monat","2013","Brandenburg","Laendlicher Raum","68","0.0866909920357677","0.0685969293336059","0.104785054737929"
"Min 1x pro Monat","2013","Mecklenburg-Vorpommern","Staedtischer Raum","8","0.114708963531068","0.0326972651912436","0.196720661870891"
"Min 1x pro Monat","2013","Mecklenburg-Vorpommern","Laendlicher Raum","48","0.0930527507633254","0.0682500824563671","0.117855419070284"
"Min 1x pro Monat","2013","Sachsen","Staedtischer Raum","61","0.073920396969503","0.0564541031019671","0.0913866908370388"
"Min 1x pro Monat","2013","Sachsen","Laendlicher Raum","70","0.0698248314176771","0.0525801796283749","0.0870694832069792"
"Min 1x pro Monat","2013","Sachsen-Anhalt","Staedtischer Raum","14","","",""
"Min 1x pro Monat","2013","Sachsen-Anhalt","Laendlicher Raum","59","0.0866449121073565","0.0666184216901711","0.106671402524542"
"Min 1x pro Monat","2013","Thueringen","Staedtischer Raum","22","","",""
"Min 1x pro Monat","2013","Thueringen","Laendlicher Raum","48","0.0769440267241105","0.0571164413020217","0.0967716121461994"
"Seltener","2013","Schleswig-Holstein","Staedtischer Raum","93","0.412864944641758","0.352316325522483","0.473413563761033"
"Seltener","2013","Schleswig-Holstein","Laendlicher Raum","193","","",""
"Seltener","2013","Hamburg","Staedtischer Raum","107","","",""
"Seltener","2013","Hamburg","Laendlicher Raum","","","",""
"Seltener","2013","Niedersachsen","Staedtischer Raum","318","0.298976078896577","0.270783941190587","0.327168216602567"
"Seltener","2013","Niedersachsen","Laendlicher Raum","487","0.347918969708409","0.323223242793571","0.372614696623248"
"Seltener","2013","Bremen","Staedtischer Raum","67","0.340621885225596","0.271769984257141","0.409473786194052"
"Seltener","2013","Bremen","Laendlicher Raum","","","",""
"Seltener","2013","Nordrhein-Westfalen","Staedtischer Raum","1430","","",""
"Seltener","2013","Nordrhein-Westfalen","Laendlicher Raum","34","0.282312768355604","0.20143903709162","0.363186499619587"
"Seltener","2013","Hessen","Staedtischer Raum","425","0.300936451086427","0.276772064657627","0.325100837515227"
"Seltener","2013","Hessen","Laendlicher Raum","121","","",""
"Seltener","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","277","","",""
"Seltener","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","122","","",""
"Seltener","2013","Baden-Wuerttemberg","Staedtischer Raum","827","0.282407249143704","0.265290185893548","0.299524312393859"
"Seltener","2013","Baden-Wuerttemberg","Laendlicher Raum","104","","",""
"Seltener","2013","Bayern","Staedtischer Raum","501","0.299583816706434","0.277757262800131","0.321410370612737"
"Seltener","2013","Bayern","Laendlicher Raum","709","0.304485829599174","0.285695111036835","0.323276548161513"
"Seltener","2013","Saarland","Staedtischer Raum","","","",""
"Seltener","2013","Saarland","Laendlicher Raum","","","",""
"Seltener","2013","Berlin","Staedtischer Raum","290","","",""
"Seltener","2013","Berlin","Laendlicher Raum","","","",""
"Seltener","2013","Brandenburg","Staedtischer Raum","21","","",""
"Seltener","2013","Brandenburg","Laendlicher Raum","297","","",""
"Seltener","2013","Mecklenburg-Vorpommern","Staedtischer Raum","17","","",""
"Seltener","2013","Mecklenburg-Vorpommern","Laendlicher Raum","152","","",""
"Seltener","2013","Sachsen","Staedtischer Raum","245","","",""
"Seltener","2013","Sachsen","Laendlicher Raum","239","","",""
"Seltener","2013","Sachsen-Anhalt","Staedtischer Raum","62","0.285133947389636","0.222719250967702","0.34754864381157"
"Seltener","2013","Sachsen-Anhalt","Laendlicher Raum","199","","",""
"Seltener","2013","Thueringen","Staedtischer Raum","74","0.3275717409577","0.274105650577003","0.381037831338396"
"Seltener","2013","Thueringen","Laendlicher Raum","220","","",""
"Nie","2013","Schleswig-Holstein","Staedtischer Raum","130","","",""
"Nie","2013","Schleswig-Holstein","Laendlicher Raum","344","0.526043404021369","0.487627963463026","0.564458844579711"
"Nie","2013","Hamburg","Staedtischer Raum","240","","",""
"Nie","2013","Hamburg","Laendlicher Raum","","","",""
"Nie","2013","Niedersachsen","Staedtischer Raum","514","0.521159928196743","0.490397251605806","0.55192260478768"
"Nie","2013","Niedersachsen","Laendlicher Raum","677","0.470869376375314","0.444989413533241","0.496749339217386"
"Nie","2013","Bremen","Staedtischer Raum","83","0.527328234239444","0.454795718631559","0.599860749847329"
"Nie","2013","Bremen","Laendlicher Raum","","","",""
"Nie","2013","Nordrhein-Westfalen","Staedtischer Raum","2670","","",""
"Nie","2013","Nordrhein-Westfalen","Laendlicher Raum","59","0.490430911737459","0.40061256318883","0.580249260286088"
"Nie","2013","Hessen","Staedtischer Raum","729","0.551100967442185","0.524896824043424","0.577305110840946"
"Nie","2013","Hessen","Laendlicher Raum","182","","",""
"Nie","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","598","0.542075044351337","0.511881846576791","0.572268242125883"
"Nie","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","178","","",""
"Nie","2013","Baden-Wuerttemberg","Staedtischer Raum","1384","","",""
"Nie","2013","Baden-Wuerttemberg","Laendlicher Raum","168","","",""
"Nie","2013","Bayern","Staedtischer Raum","933","0.562332170748354","0.53869384630591","0.585970495190798"
"Nie","2013","Bayern","Laendlicher Raum","1105","","",""
"Nie","2013","Saarland","Staedtischer Raum","","","",""
"Nie","2013","Saarland","Laendlicher Raum","","","",""
"Nie","2013","Berlin","Staedtischer Raum","599","0.661203238786305","0.63157047464841","0.6908360029242"
"Nie","2013","Berlin","Laendlicher Raum","","","",""
"Nie","2013","Brandenburg","Staedtischer Raum","54","0.720224012255497","0.625352050154691","0.815095974356303"
"Nie","2013","Brandenburg","Laendlicher Raum","536","0.592146034014966","0.560544585389616","0.623747482640317"
"Nie","2013","Mecklenburg-Vorpommern","Staedtischer Raum","32","0.667040519414791","0.545755853876642","0.78832518495294"
"Nie","2013","Mecklenburg-Vorpommern","Laendlicher Raum","306","0.572340316778539","0.530100783763632","0.614579849793446"
"Nie","2013","Sachsen","Staedtischer Raum","503","0.533417150184633","0.500113462036795","0.566720838332472"
"Nie","2013","Sachsen","Laendlicher Raum","483","0.547184399175145","0.513502648670614","0.580866149679676"
"Nie","2013","Sachsen-Anhalt","Staedtischer Raum","114","","",""
"Nie","2013","Sachsen-Anhalt","Laendlicher Raum","468","0.616883443428493","0.582275124388583","0.651491762468403"
"Nie","2013","Thueringen","Staedtischer Raum","182","","",""
"Nie","2013","Thueringen","Laendlicher Raum","386","0.574259033311137","0.537471980607035","0.611046086015239"
"Taeglich","2014","Schleswig-Holstein","Staedtischer Raum","","","",""
"Taeglich","2014","Schleswig-Holstein","Laendlicher Raum","","","",""
"Taeglich","2014","Hamburg","Staedtischer Raum","","","",""
"Taeglich","2014","Hamburg","Laendlicher Raum","","","",""
"Taeglich","2014","Niedersachsen","Staedtischer Raum","","","",""
"Taeglich","2014","Niedersachsen","Laendlicher Raum","","","",""
"Taeglich","2014","Bremen","Staedtischer Raum","","","",""
"Taeglich","2014","Bremen","Laendlicher Raum","","","",""
"Taeglich","2014","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Taeglich","2014","Nordrhein-Westfalen","Laendlicher Raum","","","",""
