"ple0055","year","regtyp","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"2","2013","Laendlicher Raum","Westdeutschland","124","","",""
"2","2013","Laendlicher Raum","Ostdeutschland","107","","",""
"3","2013","Staedtischer Raum","Westdeutschland","80","0.0522638603323893","0.0420808890289298","0.0624468316358487"
"3","2013","Staedtischer Raum","Ostdeutschland","10","","",""
"3","2013","Laendlicher Raum","Westdeutschland","41","0.0575206607720132","0.0410643388866454","0.073976982657381"
"3","2013","Laendlicher Raum","Ostdeutschland","22","","",""
"4","2013","Staedtischer Raum","Westdeutschland","21","","",""
"4","2013","Staedtischer Raum","Ostdeutschland","3","","",""
"4","2013","Laendlicher Raum","Westdeutschland","11","","",""
"4","2013","Laendlicher Raum","Ostdeutschland","7","0.0170589650801168","0.00614733758300477","0.0279705925772289"
"5","2013","Staedtischer Raum","Westdeutschland","18","","",""
"5","2013","Staedtischer Raum","Ostdeutschland","3","","",""
"5","2013","Laendlicher Raum","Westdeutschland","3","","",""
"5","2013","Laendlicher Raum","Ostdeutschland","2","","",""
"6","2013","Staedtischer Raum","Westdeutschland","5","0.00245336706026152","0.000189880473434878","0.00471685364708816"
"6","2013","Staedtischer Raum","Ostdeutschland","1","","",""
"6","2013","Laendlicher Raum","Westdeutschland","2","","",""
"6","2013","Laendlicher Raum","Ostdeutschland","4","0.00480069789703303","-0.00102377566677986","0.0106251714608459"
"7","2013","Staedtischer Raum","Westdeutschland","2","","",""
"7","2013","Staedtischer Raum","Ostdeutschland","","","",""
"7","2013","Laendlicher Raum","Westdeutschland","","","",""
"7","2013","Laendlicher Raum","Ostdeutschland","","","",""
"8","2013","Staedtischer Raum","Westdeutschland","3","","",""
"8","2013","Staedtischer Raum","Ostdeutschland","","","",""
"8","2013","Laendlicher Raum","Westdeutschland","1","","",""
"8","2013","Laendlicher Raum","Ostdeutschland","","","",""
"9","2013","Staedtischer Raum","Westdeutschland","1","","",""
"9","2013","Staedtischer Raum","Ostdeutschland","","","",""
"9","2013","Laendlicher Raum","Westdeutschland","1","","",""
"9","2013","Laendlicher Raum","Ostdeutschland","1","","",""
"10","2013","Staedtischer Raum","Westdeutschland","1","","",""
"10","2013","Staedtischer Raum","Ostdeutschland","","","",""
"10","2013","Laendlicher Raum","Westdeutschland","","","",""
"10","2013","Laendlicher Raum","Ostdeutschland","2","","",""
"11","2013","Staedtischer Raum","Westdeutschland","1","","",""
"11","2013","Staedtischer Raum","Ostdeutschland","","","",""
"11","2013","Laendlicher Raum","Westdeutschland","","","",""
"11","2013","Laendlicher Raum","Ostdeutschland","","","",""
"12","2013","Staedtischer Raum","Westdeutschland","","","",""
"12","2013","Staedtischer Raum","Ostdeutschland","","","",""
"12","2013","Laendlicher Raum","Westdeutschland","","","",""
"12","2013","Laendlicher Raum","Ostdeutschland","","","",""
"13","2013","Staedtischer Raum","Westdeutschland","","","",""
"13","2013","Staedtischer Raum","Ostdeutschland","","","",""
"13","2013","Laendlicher Raum","Westdeutschland","","","",""
"13","2013","Laendlicher Raum","Ostdeutschland","","","",""
"14","2013","Staedtischer Raum","Westdeutschland","","","",""
"14","2013","Staedtischer Raum","Ostdeutschland","1","","",""
"14","2013","Laendlicher Raum","Westdeutschland","","","",""
"14","2013","Laendlicher Raum","Ostdeutschland","","","",""
"15","2013","Staedtischer Raum","Westdeutschland","","","",""
"15","2013","Staedtischer Raum","Ostdeutschland","","","",""
"15","2013","Laendlicher Raum","Westdeutschland","1","","",""
"15","2013","Laendlicher Raum","Ostdeutschland","","","",""
"16","2013","Staedtischer Raum","Westdeutschland","","","",""
"16","2013","Staedtischer Raum","Ostdeutschland","","","",""
"16","2013","Laendlicher Raum","Westdeutschland","","","",""
"16","2013","Laendlicher Raum","Ostdeutschland","","","",""
"17","2013","Staedtischer Raum","Westdeutschland","","","",""
"17","2013","Staedtischer Raum","Ostdeutschland","","","",""
"17","2013","Laendlicher Raum","Westdeutschland","","","",""
"17","2013","Laendlicher Raum","Ostdeutschland","","","",""
"18","2013","Staedtischer Raum","Westdeutschland","","","",""
"18","2013","Staedtischer Raum","Ostdeutschland","","","",""
"18","2013","Laendlicher Raum","Westdeutschland","","","",""
"18","2013","Laendlicher Raum","Ostdeutschland","","","",""
"19","2013","Staedtischer Raum","Westdeutschland","","","",""
"19","2013","Staedtischer Raum","Ostdeutschland","","","",""
"19","2013","Laendlicher Raum","Westdeutschland","","","",""
"19","2013","Laendlicher Raum","Ostdeutschland","","","",""
"20","2013","Staedtischer Raum","Westdeutschland","","","",""
"20","2013","Staedtischer Raum","Ostdeutschland","1","","",""
"20","2013","Laendlicher Raum","Westdeutschland","","","",""
"20","2013","Laendlicher Raum","Ostdeutschland","","","",""
"21","2013","Staedtischer Raum","Westdeutschland","","","",""
"21","2013","Staedtischer Raum","Ostdeutschland","","","",""
"21","2013","Laendlicher Raum","Westdeutschland","","","",""
"21","2013","Laendlicher Raum","Ostdeutschland","","","",""
"22","2013","Staedtischer Raum","Westdeutschland","","","",""
"22","2013","Staedtischer Raum","Ostdeutschland","","","",""
"22","2013","Laendlicher Raum","Westdeutschland","","","",""
"22","2013","Laendlicher Raum","Ostdeutschland","","","",""
"23","2013","Staedtischer Raum","Westdeutschland","","","",""
"23","2013","Staedtischer Raum","Ostdeutschland","","","",""
"23","2013","Laendlicher Raum","Westdeutschland","","","",""
"23","2013","Laendlicher Raum","Ostdeutschland","","","",""
"24","2013","Staedtischer Raum","Westdeutschland","","","",""
"24","2013","Staedtischer Raum","Ostdeutschland","","","",""
"24","2013","Laendlicher Raum","Westdeutschland","","","",""
"24","2013","Laendlicher Raum","Ostdeutschland","","","",""
"25","2013","Staedtischer Raum","Westdeutschland","","","",""
"25","2013","Staedtischer Raum","Ostdeutschland","","","",""
"25","2013","Laendlicher Raum","Westdeutschland","","","",""
"25","2013","Laendlicher Raum","Ostdeutschland","","","",""
"26","2013","Staedtischer Raum","Westdeutschland","","","",""
"26","2013","Staedtischer Raum","Ostdeutschland","","","",""
"26","2013","Laendlicher Raum","Westdeutschland","1","","",""
"26","2013","Laendlicher Raum","Ostdeutschland","","","",""
"27","2013","Staedtischer Raum","Westdeutschland","","","",""
"27","2013","Staedtischer Raum","Ostdeutschland","","","",""
"27","2013","Laendlicher Raum","Westdeutschland","","","",""
"27","2013","Laendlicher Raum","Ostdeutschland","","","",""
"28","2013","Staedtischer Raum","Westdeutschland","","","",""
"28","2013","Staedtischer Raum","Ostdeutschland","","","",""
"28","2013","Laendlicher Raum","Westdeutschland","","","",""
"28","2013","Laendlicher Raum","Ostdeutschland","","","",""
"30","2013","Staedtischer Raum","Westdeutschland","","","",""
"30","2013","Staedtischer Raum","Ostdeutschland","","","",""
"30","2013","Laendlicher Raum","Westdeutschland","","","",""
"30","2013","Laendlicher Raum","Ostdeutschland","","","",""
"31","2013","Staedtischer Raum","Westdeutschland","","","",""
"31","2013","Staedtischer Raum","Ostdeutschland","","","",""
"31","2013","Laendlicher Raum","Westdeutschland","","","",""
"31","2013","Laendlicher Raum","Ostdeutschland","","","",""
"32","2013","Staedtischer Raum","Westdeutschland","","","",""
"32","2013","Staedtischer Raum","Ostdeutschland","","","",""
"32","2013","Laendlicher Raum","Westdeutschland","","","",""
"32","2013","Laendlicher Raum","Ostdeutschland","","","",""
"35","2013","Staedtischer Raum","Westdeutschland","","","",""
"35","2013","Staedtischer Raum","Ostdeutschland","","","",""
"35","2013","Laendlicher Raum","Westdeutschland","","","",""
"35","2013","Laendlicher Raum","Ostdeutschland","","","",""
"36","2013","Staedtischer Raum","Westdeutschland","","","",""
"36","2013","Staedtischer Raum","Ostdeutschland","","","",""
"36","2013","Laendlicher Raum","Westdeutschland","","","",""
"36","2013","Laendlicher Raum","Ostdeutschland","","","",""
"40","2013","Staedtischer Raum","Westdeutschland","","","",""
"40","2013","Staedtischer Raum","Ostdeutschland","","","",""
"40","2013","Laendlicher Raum","Westdeutschland","","","",""
"40","2013","Laendlicher Raum","Ostdeutschland","","","",""
"42","2013","Staedtischer Raum","Westdeutschland","","","",""
"42","2013","Staedtischer Raum","Ostdeutschland","","","",""
"42","2013","Laendlicher Raum","Westdeutschland","","","",""
"42","2013","Laendlicher Raum","Ostdeutschland","","","",""
"45","2013","Staedtischer Raum","Westdeutschland","","","",""
"45","2013","Staedtischer Raum","Ostdeutschland","","","",""
"45","2013","Laendlicher Raum","Westdeutschland","","","",""
"45","2013","Laendlicher Raum","Ostdeutschland","","","",""
"48","2013","Staedtischer Raum","Westdeutschland","","","",""
"48","2013","Staedtischer Raum","Ostdeutschland","","","",""
"48","2013","Laendlicher Raum","Westdeutschland","","","",""
"48","2013","Laendlicher Raum","Ostdeutschland","","","",""
"50","2013","Staedtischer Raum","Westdeutschland","","","",""
"50","2013","Staedtischer Raum","Ostdeutschland","","","",""
"50","2013","Laendlicher Raum","Westdeutschland","","","",""
"50","2013","Laendlicher Raum","Ostdeutschland","","","",""
"51","2013","Staedtischer Raum","Westdeutschland","","","",""
"51","2013","Staedtischer Raum","Ostdeutschland","","","",""
"51","2013","Laendlicher Raum","Westdeutschland","","","",""
"51","2013","Laendlicher Raum","Ostdeutschland","","","",""
"64","2013","Staedtischer Raum","Westdeutschland","","","",""
"64","2013","Staedtischer Raum","Ostdeutschland","","","",""
"64","2013","Laendlicher Raum","Westdeutschland","","","",""
"64","2013","Laendlicher Raum","Ostdeutschland","","","",""
"65","2013","Staedtischer Raum","Westdeutschland","","","",""
"65","2013","Staedtischer Raum","Ostdeutschland","","","",""
"65","2013","Laendlicher Raum","Westdeutschland","","","",""
"65","2013","Laendlicher Raum","Ostdeutschland","","","",""
"90","2013","Staedtischer Raum","Westdeutschland","","","",""
"90","2013","Staedtischer Raum","Ostdeutschland","","","",""
"90","2013","Laendlicher Raum","Westdeutschland","","","",""
"90","2013","Laendlicher Raum","Ostdeutschland","","","",""
"98","2013","Staedtischer Raum","Westdeutschland","","","",""
"98","2013","Staedtischer Raum","Ostdeutschland","","","",""
"98","2013","Laendlicher Raum","Westdeutschland","","","",""
"98","2013","Laendlicher Raum","Ostdeutschland","","","",""
"100","2013","Staedtischer Raum","Westdeutschland","","","",""
"100","2013","Staedtischer Raum","Ostdeutschland","","","",""
"100","2013","Laendlicher Raum","Westdeutschland","","","",""
"100","2013","Laendlicher Raum","Ostdeutschland","","","",""
"0","2014","Staedtischer Raum","Westdeutschland","","","",""
"0","2014","Staedtischer Raum","Ostdeutschland","","","",""
"0","2014","Laendlicher Raum","Westdeutschland","","","",""
"0","2014","Laendlicher Raum","Ostdeutschland","","","",""
"1","2014","Staedtischer Raum","Westdeutschland","1239","","",""
"1","2014","Staedtischer Raum","Ostdeutschland","146","","",""
"1","2014","Laendlicher Raum","Westdeutschland","463","0.736896312647077","0.701982751800245","0.771809873493909"
"1","2014","Laendlicher Raum","Ostdeutschland","381","0.719407058211502","0.680938300125302","0.757875816297702"
"2","2014","Staedtischer Raum","Westdeutschland","256","","",""
"2","2014","Staedtischer Raum","Ostdeutschland","34","0.151972072901789","0.101841582989084","0.202102562814495"
"2","2014","Laendlicher Raum","Westdeutschland","89","0.148121375317733","0.119955372761617","0.176287377873849"
"2","2014","Laendlicher Raum","Ostdeutschland","92","0.164137449313808","0.13242325216761","0.195851646460007"
"3","2014","Staedtischer Raum","Westdeutschland","78","0.0521386215007704","0.0412830546274087","0.0629941883741321"
"3","2014","Staedtischer Raum","Ostdeutschland","12","","",""
"3","2014","Laendlicher Raum","Westdeutschland","35","0.0703400707987782","0.0500636664851965","0.0906164751123599"
"3","2014","Laendlicher Raum","Ostdeutschland","30","0.0722028478625777","0.0500420124188901","0.0943636833062652"
"4","2014","Staedtischer Raum","Westdeutschland","18","","",""
"4","2014","Staedtischer Raum","Ostdeutschland","2","","",""
"4","2014","Laendlicher Raum","Westdeutschland","15","","",""
"4","2014","Laendlicher Raum","Ostdeutschland","13","","",""
"5","2014","Staedtischer Raum","Westdeutschland","5","0.00275650326156484","0.000196266185165715","0.00531674033796397"
"5","2014","Staedtischer Raum","Ostdeutschland","2","","",""
"5","2014","Laendlicher Raum","Westdeutschland","6","0.010611152717913","0.00248673445600699","0.018735570979819"
"5","2014","Laendlicher Raum","Ostdeutschland","4","0.0132795206356039","0.00347851322348681","0.023080528047721"
"6","2014","Staedtischer Raum","Westdeutschland","4","0.00461865426251163","0.00130770293610188","0.00792960558892139"
"6","2014","Staedtischer Raum","Ostdeutschland","","","",""
"6","2014","Laendlicher Raum","Westdeutschland","3","","",""
"6","2014","Laendlicher Raum","Ostdeutschland","2","","",""
"7","2014","Staedtischer Raum","Westdeutschland","3","","",""
"7","2014","Staedtischer Raum","Ostdeutschland","","","",""
"7","2014","Laendlicher Raum","Westdeutschland","","","",""
"7","2014","Laendlicher Raum","Ostdeutschland","","","",""
"8","2014","Staedtischer Raum","Westdeutschland","4","0.00187262332149407","-0.000238523892529294","0.00398377053551743"
"8","2014","Staedtischer Raum","Ostdeutschland","","","",""
"8","2014","Laendlicher Raum","Westdeutschland","","","",""
"8","2014","Laendlicher Raum","Ostdeutschland","","","",""
"9","2014","Staedtischer Raum","Westdeutschland","","","",""
"9","2014","Staedtischer Raum","Ostdeutschland","","","",""
"9","2014","Laendlicher Raum","Westdeutschland","","","",""
"9","2014","Laendlicher Raum","Ostdeutschland","1","","",""
"10","2014","Staedtischer Raum","Westdeutschland","2","","",""
"10","2014","Staedtischer Raum","Ostdeutschland","","","",""
"10","2014","Laendlicher Raum","Westdeutschland","","","",""
"10","2014","Laendlicher Raum","Ostdeutschland","","","",""
"11","2014","Staedtischer Raum","Westdeutschland","","","",""
"11","2014","Staedtischer Raum","Ostdeutschland","","","",""
"11","2014","Laendlicher Raum","Westdeutschland","","","",""
"11","2014","Laendlicher Raum","Ostdeutschland","1","","",""
"12","2014","Staedtischer Raum","Westdeutschland","1","","",""
"12","2014","Staedtischer Raum","Ostdeutschland","","","",""
"12","2014","Laendlicher Raum","Westdeutschland","","","",""
"12","2014","Laendlicher Raum","Ostdeutschland","","","",""
"13","2014","Staedtischer Raum","Westdeutschland","","","",""
"13","2014","Staedtischer Raum","Ostdeutschland","","","",""
"13","2014","Laendlicher Raum","Westdeutschland","","","",""
"13","2014","Laendlicher Raum","Ostdeutschland","","","",""
"14","2014","Staedtischer Raum","Westdeutschland","","","",""
"14","2014","Staedtischer Raum","Ostdeutschland","","","",""
"14","2014","Laendlicher Raum","Westdeutschland","","","",""
"14","2014","Laendlicher Raum","Ostdeutschland","","","",""
"15","2014","Staedtischer Raum","Westdeutschland","1","","",""
"15","2014","Staedtischer Raum","Ostdeutschland","","","",""
"15","2014","Laendlicher Raum","Westdeutschland","","","",""
"15","2014","Laendlicher Raum","Ostdeutschland","","","",""
"16","2014","Staedtischer Raum","Westdeutschland","","","",""
"16","2014","Staedtischer Raum","Ostdeutschland","","","",""
"16","2014","Laendlicher Raum","Westdeutschland","","","",""
"16","2014","Laendlicher Raum","Ostdeutschland","","","",""
"17","2014","Staedtischer Raum","Westdeutschland","","","",""
"17","2014","Staedtischer Raum","Ostdeutschland","1","","",""
"17","2014","Laendlicher Raum","Westdeutschland","","","",""
"17","2014","Laendlicher Raum","Ostdeutschland","","","",""
"18","2014","Staedtischer Raum","Westdeutschland","","","",""
"18","2014","Staedtischer Raum","Ostdeutschland","","","",""
"18","2014","Laendlicher Raum","Westdeutschland","","","",""
"18","2014","Laendlicher Raum","Ostdeutschland","","","",""
"19","2014","Staedtischer Raum","Westdeutschland","","","",""
"19","2014","Staedtischer Raum","Ostdeutschland","","","",""
"19","2014","Laendlicher Raum","Westdeutschland","","","",""
"19","2014","Laendlicher Raum","Ostdeutschland","","","",""
"20","2014","Staedtischer Raum","Westdeutschland","","","",""
"20","2014","Staedtischer Raum","Ostdeutschland","","","",""
"20","2014","Laendlicher Raum","Westdeutschland","","","",""
"20","2014","Laendlicher Raum","Ostdeutschland","","","",""
"21","2014","Staedtischer Raum","Westdeutschland","","","",""
"21","2014","Staedtischer Raum","Ostdeutschland","","","",""
"21","2014","Laendlicher Raum","Westdeutschland","","","",""
"21","2014","Laendlicher Raum","Ostdeutschland","","","",""
"22","2014","Staedtischer Raum","Westdeutschland","","","",""
"22","2014","Staedtischer Raum","Ostdeutschland","","","",""
"22","2014","Laendlicher Raum","Westdeutschland","","","",""
"22","2014","Laendlicher Raum","Ostdeutschland","","","",""
"23","2014","Staedtischer Raum","Westdeutschland","","","",""
"23","2014","Staedtischer Raum","Ostdeutschland","","","",""
"23","2014","Laendlicher Raum","Westdeutschland","","","",""
"23","2014","Laendlicher Raum","Ostdeutschland","","","",""
"24","2014","Staedtischer Raum","Westdeutschland","","","",""
"24","2014","Staedtischer Raum","Ostdeutschland","","","",""
"24","2014","Laendlicher Raum","Westdeutschland","","","",""
"24","2014","Laendlicher Raum","Ostdeutschland","","","",""
"25","2014","Staedtischer Raum","Westdeutschland","","","",""
"25","2014","Staedtischer Raum","Ostdeutschland","","","",""
"25","2014","Laendlicher Raum","Westdeutschland","","","",""
"25","2014","Laendlicher Raum","Ostdeutschland","","","",""
"26","2014","Staedtischer Raum","Westdeutschland","","","",""
"26","2014","Staedtischer Raum","Ostdeutschland","","","",""
"26","2014","Laendlicher Raum","Westdeutschland","","","",""
"26","2014","Laendlicher Raum","Ostdeutschland","","","",""
"27","2014","Staedtischer Raum","Westdeutschland","","","",""
"27","2014","Staedtischer Raum","Ostdeutschland","","","",""
"27","2014","Laendlicher Raum","Westdeutschland","","","",""
"27","2014","Laendlicher Raum","Ostdeutschland","","","",""
"28","2014","Staedtischer Raum","Westdeutschland","","","",""
"28","2014","Staedtischer Raum","Ostdeutschland","","","",""
"28","2014","Laendlicher Raum","Westdeutschland","","","",""
"28","2014","Laendlicher Raum","Ostdeutschland","","","",""
"30","2014","Staedtischer Raum","Westdeutschland","","","",""
"30","2014","Staedtischer Raum","Ostdeutschland","","","",""
"30","2014","Laendlicher Raum","Westdeutschland","","","",""
"30","2014","Laendlicher Raum","Ostdeutschland","","","",""
"31","2014","Staedtischer Raum","Westdeutschland","","","",""
"31","2014","Staedtischer Raum","Ostdeutschland","","","",""
"31","2014","Laendlicher Raum","Westdeutschland","","","",""
"31","2014","Laendlicher Raum","Ostdeutschland","","","",""
"32","2014","Staedtischer Raum","Westdeutschland","","","",""
"32","2014","Staedtischer Raum","Ostdeutschland","","","",""
"32","2014","Laendlicher Raum","Westdeutschland","","","",""
"32","2014","Laendlicher Raum","Ostdeutschland","","","",""
"35","2014","Staedtischer Raum","Westdeutschland","","","",""
"35","2014","Staedtischer Raum","Ostdeutschland","","","",""
"35","2014","Laendlicher Raum","Westdeutschland","","","",""
"35","2014","Laendlicher Raum","Ostdeutschland","","","",""
"36","2014","Staedtischer Raum","Westdeutschland","","","",""
"36","2014","Staedtischer Raum","Ostdeutschland","","","",""
"36","2014","Laendlicher Raum","Westdeutschland","","","",""
"36","2014","Laendlicher Raum","Ostdeutschland","","","",""
"40","2014","Staedtischer Raum","Westdeutschland","","","",""
"40","2014","Staedtischer Raum","Ostdeutschland","","","",""
"40","2014","Laendlicher Raum","Westdeutschland","","","",""
"40","2014","Laendlicher Raum","Ostdeutschland","","","",""
"42","2014","Staedtischer Raum","Westdeutschland","","","",""
"42","2014","Staedtischer Raum","Ostdeutschland","","","",""
"42","2014","Laendlicher Raum","Westdeutschland","","","",""
"42","2014","Laendlicher Raum","Ostdeutschland","","","",""
"45","2014","Staedtischer Raum","Westdeutschland","","","",""
"45","2014","Staedtischer Raum","Ostdeutschland","","","",""
"45","2014","Laendlicher Raum","Westdeutschland","","","",""
"45","2014","Laendlicher Raum","Ostdeutschland","","","",""
"48","2014","Staedtischer Raum","Westdeutschland","","","",""
"48","2014","Staedtischer Raum","Ostdeutschland","","","",""
"48","2014","Laendlicher Raum","Westdeutschland","","","",""
"48","2014","Laendlicher Raum","Ostdeutschland","","","",""
"50","2014","Staedtischer Raum","Westdeutschland","","","",""
"50","2014","Staedtischer Raum","Ostdeutschland","","","",""
"50","2014","Laendlicher Raum","Westdeutschland","","","",""
"50","2014","Laendlicher Raum","Ostdeutschland","","","",""
"51","2014","Staedtischer Raum","Westdeutschland","","","",""
"51","2014","Staedtischer Raum","Ostdeutschland","","","",""
"51","2014","Laendlicher Raum","Westdeutschland","","","",""
"51","2014","Laendlicher Raum","Ostdeutschland","","","",""
"64","2014","Staedtischer Raum","Westdeutschland","","","",""
"64","2014","Staedtischer Raum","Ostdeutschland","","","",""
"64","2014","Laendlicher Raum","Westdeutschland","","","",""
"64","2014","Laendlicher Raum","Ostdeutschland","","","",""
"65","2014","Staedtischer Raum","Westdeutschland","","","",""
"65","2014","Staedtischer Raum","Ostdeutschland","","","",""
"65","2014","Laendlicher Raum","Westdeutschland","","","",""
"65","2014","Laendlicher Raum","Ostdeutschland","","","",""
"90","2014","Staedtischer Raum","Westdeutschland","","","",""
"90","2014","Staedtischer Raum","Ostdeutschland","","","",""
"90","2014","Laendlicher Raum","Westdeutschland","","","",""
"90","2014","Laendlicher Raum","Ostdeutschland","","","",""
"98","2014","Staedtischer Raum","Westdeutschland","","","",""
"98","2014","Staedtischer Raum","Ostdeutschland","","","",""
"98","2014","Laendlicher Raum","Westdeutschland","","","",""
"98","2014","Laendlicher Raum","Ostdeutschland","","","",""
"100","2014","Staedtischer Raum","Westdeutschland","","","",""
"100","2014","Staedtischer Raum","Ostdeutschland","","","",""
"100","2014","Laendlicher Raum","Westdeutschland","","","",""
"100","2014","Laendlicher Raum","Ostdeutschland","","","",""
"0","2015","Staedtischer Raum","Westdeutschland","","","",""
"0","2015","Staedtischer Raum","Ostdeutschland","","","",""
"0","2015","Laendlicher Raum","Westdeutschland","","","",""
"0","2015","Laendlicher Raum","Ostdeutschland","","","",""
"1","2015","Staedtischer Raum","Westdeutschland","1392","","",""
"1","2015","Staedtischer Raum","Ostdeutschland","160","","",""
"1","2015","Laendlicher Raum","Westdeutschland","577","0.768137826359348","0.737974884411031","0.798300768307665"
"1","2015","Laendlicher Raum","Ostdeutschland","378","0.765042641289787","0.728282684879712","0.801802597699862"
"2","2015","Staedtischer Raum","Westdeutschland","254","","",""
"2","2015","Staedtischer Raum","Ostdeutschland","45","0.183889451603087","0.133383009509309","0.234395893696865"
"2","2015","Laendlicher Raum","Westdeutschland","118","","",""
"2","2015","Laendlicher Raum","Ostdeutschland","86","0.158582757730435","0.126911061193991","0.190254454266878"
"3","2015","Staedtischer Raum","Westdeutschland","84","0.046969452809424","0.0371489532527287","0.0567899523661192"
"3","2015","Staedtischer Raum","Ostdeutschland","10","","",""
"3","2015","Laendlicher Raum","Westdeutschland","41","0.066349467482753","0.048560527652772","0.0841384073127339"
"3","2015","Laendlicher Raum","Ostdeutschland","27","","",""
"4","2015","Staedtischer Raum","Westdeutschland","22","","",""
"4","2015","Staedtischer Raum","Ostdeutschland","4","0.0244366991632875","0.00430674111300922","0.0445666572135658"
"4","2015","Laendlicher Raum","Westdeutschland","7","0.00609713709914208","0.000533303640945785","0.0116609705573384"
"4","2015","Laendlicher Raum","Ostdeutschland","12","","",""
"5","2015","Staedtischer Raum","Westdeutschland","11","","",""
"5","2015","Staedtischer Raum","Ostdeutschland","4","0.00551931778244999","-0.00413973962122531","0.0151783751861253"
"5","2015","Laendlicher Raum","Westdeutschland","4","0.00446411439077852","-0.000300582608025977","0.00922881138958301"
"5","2015","Laendlicher Raum","Ostdeutschland","4","0.0118997920963964","0.00249806105108606","0.0213015231417068"
"6","2015","Staedtischer Raum","Westdeutschland","5","0.00154854490448874","-0.0002766018827882","0.00337369169176567"
"6","2015","Staedtischer Raum","Ostdeutschland","","","",""
"6","2015","Laendlicher Raum","Westdeutschland","1","","",""
"6","2015","Laendlicher Raum","Ostdeutschland","2","","",""
"7","2015","Staedtischer Raum","Westdeutschland","3","","",""
"7","2015","Staedtischer Raum","Ostdeutschland","","","",""
"7","2015","Laendlicher Raum","Westdeutschland","1","","",""
"7","2015","Laendlicher Raum","Ostdeutschland","1","","",""
"8","2015","Staedtischer Raum","Westdeutschland","4","0.0014068302198613","-0.00033292264136972","0.00314658308109231"
"8","2015","Staedtischer Raum","Ostdeutschland","2","","",""
"8","2015","Laendlicher Raum","Westdeutschland","1","","",""
"8","2015","Laendlicher Raum","Ostdeutschland","","","",""
"9","2015","Staedtischer Raum","Westdeutschland","","","",""
"9","2015","Staedtischer Raum","Ostdeutschland","","","",""
"9","2015","Laendlicher Raum","Westdeutschland","","","",""
"9","2015","Laendlicher Raum","Ostdeutschland","","","",""
"10","2015","Staedtischer Raum","Westdeutschland","2","","",""
"10","2015","Staedtischer Raum","Ostdeutschland","","","",""
"10","2015","Laendlicher Raum","Westdeutschland","1","","",""
"10","2015","Laendlicher Raum","Ostdeutschland","","","",""
"11","2015","Staedtischer Raum","Westdeutschland","1","","",""
"11","2015","Staedtischer Raum","Ostdeutschland","","","",""
"11","2015","Laendlicher Raum","Westdeutschland","","","",""
"11","2015","Laendlicher Raum","Ostdeutschland","","","",""
"12","2015","Staedtischer Raum","Westdeutschland","1","","",""
"12","2015","Staedtischer Raum","Ostdeutschland","1","","",""
"12","2015","Laendlicher Raum","Westdeutschland","","","",""
"12","2015","Laendlicher Raum","Ostdeutschland","1","","",""
"13","2015","Staedtischer Raum","Westdeutschland","","","",""
"13","2015","Staedtischer Raum","Ostdeutschland","","","",""
"13","2015","Laendlicher Raum","Westdeutschland","","","",""
"13","2015","Laendlicher Raum","Ostdeutschland","","","",""
"14","2015","Staedtischer Raum","Westdeutschland","","","",""
"14","2015","Staedtischer Raum","Ostdeutschland","","","",""
"14","2015","Laendlicher Raum","Westdeutschland","","","",""
"14","2015","Laendlicher Raum","Ostdeutschland","","","",""
"15","2015","Staedtischer Raum","Westdeutschland","","","",""
"15","2015","Staedtischer Raum","Ostdeutschland","","","",""
"15","2015","Laendlicher Raum","Westdeutschland","","","",""
"15","2015","Laendlicher Raum","Ostdeutschland","","","",""
"16","2015","Staedtischer Raum","Westdeutschland","","","",""
"16","2015","Staedtischer Raum","Ostdeutschland","","","",""
"16","2015","Laendlicher Raum","Westdeutschland","","","",""
"16","2015","Laendlicher Raum","Ostdeutschland","","","",""
"17","2015","Staedtischer Raum","Westdeutschland","","","",""
"17","2015","Staedtischer Raum","Ostdeutschland","","","",""
"17","2015","Laendlicher Raum","Westdeutschland","","","",""
"17","2015","Laendlicher Raum","Ostdeutschland","","","",""
"18","2015","Staedtischer Raum","Westdeutschland","","","",""
"18","2015","Staedtischer Raum","Ostdeutschland","","","",""
"18","2015","Laendlicher Raum","Westdeutschland","","","",""
"18","2015","Laendlicher Raum","Ostdeutschland","","","",""
"19","2015","Staedtischer Raum","Westdeutschland","","","",""
"19","2015","Staedtischer Raum","Ostdeutschland","","","",""
"19","2015","Laendlicher Raum","Westdeutschland","","","",""
"19","2015","Laendlicher Raum","Ostdeutschland","","","",""
"20","2015","Staedtischer Raum","Westdeutschland","1","","",""
"20","2015","Staedtischer Raum","Ostdeutschland","","","",""
"20","2015","Laendlicher Raum","Westdeutschland","","","",""
"20","2015","Laendlicher Raum","Ostdeutschland","","","",""
"21","2015","Staedtischer Raum","Westdeutschland","","","",""
"21","2015","Staedtischer Raum","Ostdeutschland","","","",""
"21","2015","Laendlicher Raum","Westdeutschland","","","",""
"21","2015","Laendlicher Raum","Ostdeutschland","","","",""
"22","2015","Staedtischer Raum","Westdeutschland","","","",""
"22","2015","Staedtischer Raum","Ostdeutschland","","","",""
"22","2015","Laendlicher Raum","Westdeutschland","","","",""
"22","2015","Laendlicher Raum","Ostdeutschland","","","",""
"23","2015","Staedtischer Raum","Westdeutschland","","","",""
"23","2015","Staedtischer Raum","Ostdeutschland","","","",""
"23","2015","Laendlicher Raum","Westdeutschland","","","",""
