"m11104","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","2009","Mecklenburg-Vorpommern","maennlich","43","0.19768176321165","0.145294195065824","0.250069331357476"
"Mehrmals im Jahr","2009","Mecklenburg-Vorpommern","weiblich","40","0.165121538938006","0.118629505543233","0.211613572332778"
"Mehrmals im Jahr","2009","Sachsen","maennlich","147","0.209525605298448","0.178732797852531","0.240318412744366"
"Mehrmals im Jahr","2009","Sachsen","weiblich","125","0.154831869722264","0.127781608852114","0.181882130592414"
"Mehrmals im Jahr","2009","Sachsen-Anhalt","maennlich","85","0.210301055379407","0.16849365499059","0.252108455768224"
"Mehrmals im Jahr","2009","Sachsen-Anhalt","weiblich","55","0.116995067456051","0.0854575877508075","0.148532547161294"
"Mehrmals im Jahr","2009","Thueringen","maennlich","89","0.211616597755972","0.171233891865133","0.251999303646811"
"Mehrmals im Jahr","2009","Thueringen","weiblich","86","0.166299580362684","0.131064924699055","0.201534236026312"
"Mindestens einmal im Monat","2009","Schleswig-Holstein","maennlich","22","","",""
"Mindestens einmal im Monat","2009","Schleswig-Holstein","weiblich","16","","",""
"Mindestens einmal im Monat","2009","Hamburg","maennlich","8","","",""
"Mindestens einmal im Monat","2009","Hamburg","weiblich","7","","",""
"Mindestens einmal im Monat","2009","Niedersachsen","maennlich","62","0.0744979365491357","0.056152774920861","0.0928430981774105"
"Mindestens einmal im Monat","2009","Niedersachsen","weiblich","56","0.0695474689317667","0.052324268442176","0.0867706694213574"
"Mindestens einmal im Monat","2009","Bremen","maennlich","3","","",""
"Mindestens einmal im Monat","2009","Bremen","weiblich","7","","",""
"Mindestens einmal im Monat","2009","Nordrhein-Westfalen","maennlich","124","0.0956319178977056","0.0817819682919816","0.10948186750343"
"Mindestens einmal im Monat","2009","Nordrhein-Westfalen","weiblich","105","0.0550589642047355","0.0447620098644754","0.0653559185449957"
"Mindestens einmal im Monat","2009","Hessen","maennlich","50","0.092321401075032","0.0687423648074378","0.115900437342626"
"Mindestens einmal im Monat","2009","Hessen","weiblich","45","0.0732715542217224","0.0529235525280484","0.0936195559153964"
"Mindestens einmal im Monat","2009","Rheinland-Pfalz,Saarland","maennlich","35","0.0977588303708724","0.0707069838953249","0.12481067684642"
"Mindestens einmal im Monat","2009","Rheinland-Pfalz,Saarland","weiblich","28","","",""
"Mindestens einmal im Monat","2009","Baden-Wuerttemberg","maennlich","102","0.102100909494461","0.0833346955928994","0.120867123396023"
"Mindestens einmal im Monat","2009","Baden-Wuerttemberg","weiblich","95","0.0799874036952271","0.0639125467419919","0.0960622606484623"
"Mindestens einmal im Monat","2009","Bayern","maennlich","104","0.0830606546649996","0.0676441100646061","0.0984771992653931"
"Mindestens einmal im Monat","2009","Bayern","weiblich","101","0.0783881819080783","0.0641032573761229","0.0926731064400338"
"Mindestens einmal im Monat","2009","Saarland","maennlich","","","",""
"Mindestens einmal im Monat","2009","Saarland","weiblich","","","",""
"Mindestens einmal im Monat","2009","Berlin","maennlich","25","","",""
"Mindestens einmal im Monat","2009","Berlin","weiblich","17","","",""
"Mindestens einmal im Monat","2009","Brandenburg","maennlich","28","","",""
"Mindestens einmal im Monat","2009","Brandenburg","weiblich","31","0.066549187099355","0.0423053045816404","0.0907930696170695"
"Mindestens einmal im Monat","2009","Mecklenburg-Vorpommern","maennlich","13","","",""
"Mindestens einmal im Monat","2009","Mecklenburg-Vorpommern","weiblich","22","","",""
"Mindestens einmal im Monat","2009","Sachsen","maennlich","57","0.0705522844047149","0.0511766980939224","0.0899278707155075"
"Mindestens einmal im Monat","2009","Sachsen","weiblich","40","0.0411234044551911","0.0262744589897341","0.0559723499206481"
"Mindestens einmal im Monat","2009","Sachsen-Anhalt","maennlich","29","","",""
"Mindestens einmal im Monat","2009","Sachsen-Anhalt","weiblich","38","0.11111212430845","0.0802755688630211","0.141948679753878"
"Mindestens einmal im Monat","2009","Thueringen","maennlich","36","0.106529767884941","0.076027835780916","0.137031699988967"
"Mindestens einmal im Monat","2009","Thueringen","weiblich","24","","",""
"Mindestens einmal die Woche","2009","Schleswig-Holstein","maennlich","84","0.320906914617253","0.262806873154346","0.379006956080161"
"Mindestens einmal die Woche","2009","Schleswig-Holstein","weiblich","101","0.399104109088545","0.339692604077492","0.458515614099598"
"Mindestens einmal die Woche","2009","Hamburg","maennlich","55","0.35268431962038","0.268922862479977","0.436445776760783"
"Mindestens einmal die Woche","2009","Hamburg","weiblich","74","0.506367535240272","0.423550656729152","0.589184413751391"
"Mindestens einmal die Woche","2009","Niedersachsen","maennlich","309","0.406034369035775","0.371724206068117","0.440344532003433"
"Mindestens einmal die Woche","2009","Niedersachsen","weiblich","346","0.390387865608443","0.357358438704144","0.423417292512741"
"Mindestens einmal die Woche","2009","Bremen","maennlich","27","","",""
"Mindestens einmal die Woche","2009","Bremen","weiblich","25","","",""
"Mindestens einmal die Woche","2009","Nordrhein-Westfalen","maennlich","606","0.32741411359172","0.30531388731896","0.349514339864481"
"Mindestens einmal die Woche","2009","Nordrhein-Westfalen","weiblich","741","0.379289806666926","0.357385856733116","0.401193756600736"
"Mindestens einmal die Woche","2009","Hessen","maennlich","230","0.365349580909866","0.326127520748874","0.404571641070858"
"Mindestens einmal die Woche","2009","Hessen","weiblich","286","0.403603253893912","0.365292316504301","0.441914191283524"
"Mindestens einmal die Woche","2009","Rheinland-Pfalz,Saarland","maennlich","162","0.328891571800443","0.286097824857289","0.371685318743597"
"Mindestens einmal die Woche","2009","Rheinland-Pfalz,Saarland","weiblich","197","0.330898132282768","0.291891768562793","0.369904496002743"
"Mindestens einmal die Woche","2009","Baden-Wuerttemberg","maennlich","389","0.396153832423769","0.365839837118389","0.42646782772915"
"Mindestens einmal die Woche","2009","Baden-Wuerttemberg","weiblich","452","0.402440329230876","0.373381319024685","0.431499339437068"
"Mindestens einmal die Woche","2009","Bayern","maennlich","487","0.376867832816621","0.349796871072968","0.403938794560273"
"Mindestens einmal die Woche","2009","Bayern","weiblich","543","0.371117163426468","0.345441656437188","0.396792670415749"
"Mindestens einmal die Woche","2009","Saarland","maennlich","","","",""
"Mindestens einmal die Woche","2009","Saarland","weiblich","","","",""
"Mindestens einmal die Woche","2009","Berlin","maennlich","116","0.375963540323157","0.322303157129364","0.429623923516949"
"Mindestens einmal die Woche","2009","Berlin","weiblich","135","0.363124660583364","0.313721755544126","0.412527565622601"
"Mindestens einmal die Woche","2009","Brandenburg","maennlich","96","0.253939377775449","0.210002468788349","0.297876286762549"
"Mindestens einmal die Woche","2009","Brandenburg","weiblich","112","0.271652918286397","0.228385453000383","0.314920383572411"
"Mindestens einmal die Woche","2009","Mecklenburg-Vorpommern","maennlich","60","0.267418567834556","0.209195466292328","0.325641669376785"
"Mindestens einmal die Woche","2009","Mecklenburg-Vorpommern","weiblich","69","0.233748952947949","0.180755108526338","0.286742797369559"
"Mindestens einmal die Woche","2009","Sachsen","maennlich","200","0.305641231599789","0.270784652397998","0.340497810801579"
"Mindestens einmal die Woche","2009","Sachsen","weiblich","231","0.316152586576736","0.281383146537532","0.35092202661594"
"Mindestens einmal die Woche","2009","Sachsen-Anhalt","maennlich","84","0.210322060612563","0.168513128427953","0.252130992797173"
"Mindestens einmal die Woche","2009","Sachsen-Anhalt","weiblich","110","0.24500231343729","0.202801623991387","0.287203002883194"
"Mindestens einmal die Woche","2009","Thueringen","maennlich","84","0.231814746536654","0.190093687055624","0.273535806017684"
"Mindestens einmal die Woche","2009","Thueringen","weiblich","104","0.241741739768655","0.20122785937492","0.28225562016239"
"Fast nie oder nie","2010","Schleswig-Holstein","maennlich","","","",""
"Fast nie oder nie","2010","Schleswig-Holstein","weiblich","","","",""
"Fast nie oder nie","2010","Hamburg","maennlich","","","",""
"Fast nie oder nie","2010","Hamburg","weiblich","","","",""
"Fast nie oder nie","2010","Niedersachsen","maennlich","","","",""
"Fast nie oder nie","2010","Niedersachsen","weiblich","","","",""
"Fast nie oder nie","2010","Bremen","maennlich","","","",""
"Fast nie oder nie","2010","Bremen","weiblich","","","",""
"Fast nie oder nie","2010","Nordrhein-Westfalen","maennlich","","","",""
"Fast nie oder nie","2010","Nordrhein-Westfalen","weiblich","","","",""
"Fast nie oder nie","2010","Hessen","maennlich","","","",""
"Fast nie oder nie","2010","Hessen","weiblich","","","",""
"Fast nie oder nie","2010","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Fast nie oder nie","2010","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Fast nie oder nie","2010","Baden-Wuerttemberg","maennlich","","","",""
"Fast nie oder nie","2010","Baden-Wuerttemberg","weiblich","","","",""
"Fast nie oder nie","2010","Bayern","maennlich","","","",""
"Fast nie oder nie","2010","Bayern","weiblich","","","",""
"Fast nie oder nie","2010","Saarland","maennlich","","","",""
"Fast nie oder nie","2010","Saarland","weiblich","","","",""
"Fast nie oder nie","2010","Berlin","maennlich","","","",""
"Fast nie oder nie","2010","Berlin","weiblich","","","",""
"Fast nie oder nie","2010","Brandenburg","maennlich","","","",""
"Fast nie oder nie","2010","Brandenburg","weiblich","","","",""
"Fast nie oder nie","2010","Mecklenburg-Vorpommern","maennlich","","","",""
"Fast nie oder nie","2010","Mecklenburg-Vorpommern","weiblich","","","",""
"Fast nie oder nie","2010","Sachsen","maennlich","","","",""
"Fast nie oder nie","2010","Sachsen","weiblich","","","",""
"Fast nie oder nie","2010","Sachsen-Anhalt","maennlich","","","",""
"Fast nie oder nie","2010","Sachsen-Anhalt","weiblich","","","",""
"Fast nie oder nie","2010","Thueringen","maennlich","","","",""
"Fast nie oder nie","2010","Thueringen","weiblich","","","",""
"Mehrmals im Jahr","2010","Schleswig-Holstein","maennlich","","","",""
"Mehrmals im Jahr","2010","Schleswig-Holstein","weiblich","","","",""
"Mehrmals im Jahr","2010","Hamburg","maennlich","","","",""
"Mehrmals im Jahr","2010","Hamburg","weiblich","","","",""
"Mehrmals im Jahr","2010","Niedersachsen","maennlich","","","",""
"Mehrmals im Jahr","2010","Niedersachsen","weiblich","","","",""
"Mehrmals im Jahr","2010","Bremen","maennlich","","","",""
"Mehrmals im Jahr","2010","Bremen","weiblich","","","",""
"Mehrmals im Jahr","2010","Nordrhein-Westfalen","maennlich","","","",""
"Mehrmals im Jahr","2010","Nordrhein-Westfalen","weiblich","","","",""
"Mehrmals im Jahr","2010","Hessen","maennlich","","","",""
"Mehrmals im Jahr","2010","Hessen","weiblich","","","",""
"Mehrmals im Jahr","2010","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Mehrmals im Jahr","2010","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Mehrmals im Jahr","2010","Baden-Wuerttemberg","maennlich","","","",""
"Mehrmals im Jahr","2010","Baden-Wuerttemberg","weiblich","","","",""
"Mehrmals im Jahr","2010","Bayern","maennlich","","","",""
"Mehrmals im Jahr","2010","Bayern","weiblich","","","",""
"Mehrmals im Jahr","2010","Saarland","maennlich","","","",""
"Mehrmals im Jahr","2010","Saarland","weiblich","","","",""
"Mehrmals im Jahr","2010","Berlin","maennlich","","","",""
"Mehrmals im Jahr","2010","Berlin","weiblich","","","",""
"Mehrmals im Jahr","2010","Brandenburg","maennlich","","","",""
"Mehrmals im Jahr","2010","Brandenburg","weiblich","","","",""
"Mehrmals im Jahr","2010","Mecklenburg-Vorpommern","maennlich","","","",""
"Mehrmals im Jahr","2010","Mecklenburg-Vorpommern","weiblich","","","",""
"Mehrmals im Jahr","2010","Sachsen","maennlich","","","",""
"Mehrmals im Jahr","2010","Sachsen","weiblich","","","",""
"Mehrmals im Jahr","2010","Sachsen-Anhalt","maennlich","","","",""
"Mehrmals im Jahr","2010","Sachsen-Anhalt","weiblich","","","",""
"Mehrmals im Jahr","2010","Thueringen","maennlich","","","",""
"Mehrmals im Jahr","2010","Thueringen","weiblich","","","",""
"Mindestens einmal im Monat","2010","Schleswig-Holstein","maennlich","","","",""
"Mindestens einmal im Monat","2010","Schleswig-Holstein","weiblich","","","",""
"Mindestens einmal im Monat","2010","Hamburg","maennlich","","","",""
"Mindestens einmal im Monat","2010","Hamburg","weiblich","","","",""
"Mindestens einmal im Monat","2010","Niedersachsen","maennlich","","","",""
"Mindestens einmal im Monat","2010","Niedersachsen","weiblich","","","",""
"Mindestens einmal im Monat","2010","Bremen","maennlich","","","",""
"Mindestens einmal im Monat","2010","Bremen","weiblich","","","",""
"Mindestens einmal im Monat","2010","Nordrhein-Westfalen","maennlich","","","",""
"Mindestens einmal im Monat","2010","Nordrhein-Westfalen","weiblich","","","",""
"Mindestens einmal im Monat","2010","Hessen","maennlich","","","",""
"Mindestens einmal im Monat","2010","Hessen","weiblich","","","",""
"Mindestens einmal im Monat","2010","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Mindestens einmal im Monat","2010","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Mindestens einmal im Monat","2010","Baden-Wuerttemberg","maennlich","","","",""
"Mindestens einmal im Monat","2010","Baden-Wuerttemberg","weiblich","","","",""
"Mindestens einmal im Monat","2010","Bayern","maennlich","","","",""
"Mindestens einmal im Monat","2010","Bayern","weiblich","","","",""
"Mindestens einmal im Monat","2010","Saarland","maennlich","","","",""
"Mindestens einmal im Monat","2010","Saarland","weiblich","","","",""
"Mindestens einmal im Monat","2010","Berlin","maennlich","","","",""
"Mindestens einmal im Monat","2010","Berlin","weiblich","","","",""
"Mindestens einmal im Monat","2010","Brandenburg","maennlich","","","",""
"Mindestens einmal im Monat","2010","Brandenburg","weiblich","","","",""
"Mindestens einmal im Monat","2010","Mecklenburg-Vorpommern","maennlich","","","",""
"Mindestens einmal im Monat","2010","Mecklenburg-Vorpommern","weiblich","","","",""
"Mindestens einmal im Monat","2010","Sachsen","maennlich","","","",""
"Mindestens einmal im Monat","2010","Sachsen","weiblich","","","",""
"Mindestens einmal im Monat","2010","Sachsen-Anhalt","maennlich","","","",""
"Mindestens einmal im Monat","2010","Sachsen-Anhalt","weiblich","","","",""
"Mindestens einmal im Monat","2010","Thueringen","maennlich","","","",""
"Mindestens einmal im Monat","2010","Thueringen","weiblich","","","",""
"Mindestens einmal die Woche","2010","Schleswig-Holstein","maennlich","","","",""
"Mindestens einmal die Woche","2010","Schleswig-Holstein","weiblich","","","",""
"Mindestens einmal die Woche","2010","Hamburg","maennlich","","","",""
"Mindestens einmal die Woche","2010","Hamburg","weiblich","","","",""
"Mindestens einmal die Woche","2010","Niedersachsen","maennlich","","","",""
"Mindestens einmal die Woche","2010","Niedersachsen","weiblich","","","",""
"Mindestens einmal die Woche","2010","Bremen","maennlich","","","",""
"Mindestens einmal die Woche","2010","Bremen","weiblich","","","",""
"Mindestens einmal die Woche","2010","Nordrhein-Westfalen","maennlich","","","",""
"Mindestens einmal die Woche","2010","Nordrhein-Westfalen","weiblich","","","",""
"Mindestens einmal die Woche","2010","Hessen","maennlich","","","",""
"Mindestens einmal die Woche","2010","Hessen","weiblich","","","",""
"Mindestens einmal die Woche","2010","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Mindestens einmal die Woche","2010","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Mindestens einmal die Woche","2010","Baden-Wuerttemberg","maennlich","","","",""
"Mindestens einmal die Woche","2010","Baden-Wuerttemberg","weiblich","","","",""
"Mindestens einmal die Woche","2010","Bayern","maennlich","","","",""
"Mindestens einmal die Woche","2010","Bayern","weiblich","","","",""
"Mindestens einmal die Woche","2010","Saarland","maennlich","","","",""
"Mindestens einmal die Woche","2010","Saarland","weiblich","","","",""
"Mindestens einmal die Woche","2010","Berlin","maennlich","","","",""
"Mindestens einmal die Woche","2010","Berlin","weiblich","","","",""
"Mindestens einmal die Woche","2010","Brandenburg","maennlich","","","",""
"Mindestens einmal die Woche","2010","Brandenburg","weiblich","","","",""
"Mindestens einmal die Woche","2010","Mecklenburg-Vorpommern","maennlich","","","",""
"Mindestens einmal die Woche","2010","Mecklenburg-Vorpommern","weiblich","","","",""
"Mindestens einmal die Woche","2010","Sachsen","maennlich","","","",""
"Mindestens einmal die Woche","2010","Sachsen","weiblich","","","",""
"Mindestens einmal die Woche","2010","Sachsen-Anhalt","maennlich","","","",""
"Mindestens einmal die Woche","2010","Sachsen-Anhalt","weiblich","","","",""
"Mindestens einmal die Woche","2010","Thueringen","maennlich","","","",""
"Mindestens einmal die Woche","2010","Thueringen","weiblich","","","",""
"Fast nie oder nie","2011","Schleswig-Holstein","maennlich","169","0.353783080789232","0.309207742442395","0.398358419136069"
"Fast nie oder nie","2011","Schleswig-Holstein","weiblich","217","0.386142238254599","0.344963932048695","0.427320544460504"
"Fast nie oder nie","2011","Hamburg","maennlich","71","0.429402477547596","0.35920385003014","0.499601105065052"
"Fast nie oder nie","2011","Hamburg","weiblich","100","0.457956956513005","0.394256377828475","0.521657535197535"
"Fast nie oder nie","2011","Niedersachsen","maennlich","476","0.383881264087523","0.356191479203732","0.411571048971315"
"Fast nie oder nie","2011","Niedersachsen","weiblich","570","0.412461209477193","0.387079317270032","0.437843101684354"
"Fast nie oder nie","2011","Bremen","maennlich","30","0.38455664266415","0.278611808707368","0.490501476620933"
"Fast nie oder nie","2011","Bremen","weiblich","48","0.45142481457633","0.35713451932831","0.545715109824351"
"Fast nie oder nie","2011","Nordrhein-Westfalen","maennlich","1048","0.402657665040872","0.383766371391578","0.421548958690167"
"Fast nie oder nie","2011","Nordrhein-Westfalen","weiblich","1342","0.42711099533636","0.409745574629236","0.444476416043484"
"Fast nie oder nie","2011","Hessen","maennlich","301","0.356297956550823","0.324817115959724","0.387778797141922"
"Fast nie oder nie","2011","Hessen","weiblich","383","0.355905456479798","0.327177283012976","0.384633629946621"
"Fast nie oder nie","2011","Rheinland-Pfalz,Saarland","maennlich","301","0.415873863479479","0.379721797731356","0.452025929227601"
"Fast nie oder nie","2011","Rheinland-Pfalz,Saarland","weiblich","407","0.480446324853222","0.447566921384933","0.51332572832151"
"Fast nie oder nie","2011","Baden-Wuerttemberg","maennlich","566","0.351897250500367","0.328548157157026","0.375246343843708"
"Fast nie oder nie","2011","Baden-Wuerttemberg","weiblich","714","0.388707351979085","0.366886434931262","0.410528269026908"
"Fast nie oder nie","2011","Bayern","maennlich","692","0.369562754603763","0.348381988218247","0.390743520989279"
"Fast nie oder nie","2011","Bayern","weiblich","886","0.383062140939089","0.363669596963244","0.402454684914935"
"Fast nie oder nie","2011","Saarland","maennlich","","","",""
"Fast nie oder nie","2011","Saarland","weiblich","","","",""
"Fast nie oder nie","2011","Berlin","maennlich","154","0.364033811981898","0.318973010647797","0.409094613315999"
"Fast nie oder nie","2011","Berlin","weiblich","209","0.394295088503953","0.354385423663286","0.434204753344619"
"Fast nie oder nie","2011","Brandenburg","maennlich","257","0.485595636015562","0.44255557078505","0.528635701246074"
"Fast nie oder nie","2011","Brandenburg","weiblich","310","0.457453380870812","0.418270691382982","0.496636070358642"
"Fast nie oder nie","2011","Mecklenburg-Vorpommern","maennlich","145","0.509680191578645","0.452634128210416","0.566726254946875"
"Fast nie oder nie","2011","Mecklenburg-Vorpommern","weiblich","186","0.51434909640262","0.462792340650553","0.565905852154688"
"Fast nie oder nie","2011","Sachsen","maennlich","364","0.394637036289416","0.362008221243513","0.427265851335319"
"Fast nie oder nie","2011","Sachsen","weiblich","438","0.436812535994398","0.405615559011268","0.468009512977528"
"Fast nie oder nie","2011","Sachsen-Anhalt","maennlich","265","0.515334559976597","0.471129396031961","0.559539723921234"
"Fast nie oder nie","2011","Sachsen-Anhalt","weiblich","318","0.52432181147285","0.484494113694483","0.564149509251217"
"Fast nie oder nie","2011","Thueringen","maennlich","255","0.553760390905759","0.510275214626317","0.5972455671852"
"Fast nie oder nie","2011","Thueringen","weiblich","300","0.517534300751587","0.477551311824676","0.557517289678498"
"Mehrmals im Jahr","2011","Schleswig-Holstein","maennlich","81","0.18487327249482","0.148683438782403","0.221063106207237"
"Mehrmals im Jahr","2011","Schleswig-Holstein","weiblich","90","0.15585616041292","0.1251778694321","0.18653445139374"
"Mehrmals im Jahr","2011","Hamburg","maennlich","30","0.156672827652451","0.105123109503386","0.208222545801516"
"Mehrmals im Jahr","2011","Hamburg","weiblich","22","","",""
"Mehrmals im Jahr","2011","Niedersachsen","maennlich","199","0.160027106376713","0.139152498424375","0.180901714329051"
"Mehrmals im Jahr","2011","Niedersachsen","weiblich","204","0.132217660970801","0.114752833247716","0.149682488693886"
"Mehrmals im Jahr","2011","Bremen","maennlich","13","","",""
"Mehrmals im Jahr","2011","Bremen","weiblich","19","","",""
"Mehrmals im Jahr","2011","Nordrhein-Westfalen","maennlich","412","0.173443712966363","0.158859010840645","0.188028415092082"
"Mehrmals im Jahr","2011","Nordrhein-Westfalen","weiblich","465","0.148578117599129","0.136091939661545","0.161064295536713"
"Mehrmals im Jahr","2011","Hessen","maennlich","156","0.176526254781027","0.151463619006985","0.201588890555069"
"Mehrmals im Jahr","2011","Hessen","weiblich","173","0.153662153444686","0.132023948994552","0.175300357894821"
"Mehrmals im Jahr","2011","Rheinland-Pfalz,Saarland","maennlich","129","0.212186168937798","0.182196662277478","0.242175675598118"
"Mehrmals im Jahr","2011","Rheinland-Pfalz,Saarland","weiblich","120","0.110304458434169","0.0896885003963057","0.130920416472032"
"Mehrmals im Jahr","2011","Baden-Wuerttemberg","maennlich","262","0.162205088155113","0.144181500271256","0.18022867603897"
"Mehrmals im Jahr","2011","Baden-Wuerttemberg","weiblich","274","0.140046384513572","0.124511411661395","0.155581357365748"
"Mehrmals im Jahr","2011","Bayern","maennlich","360","0.181399646531813","0.164490144308304","0.198309148755323"
"Mehrmals im Jahr","2011","Bayern","weiblich","401","0.173613594916792","0.158503649167311","0.188723540666273"
"Mehrmals im Jahr","2011","Saarland","maennlich","","","",""
"Mehrmals im Jahr","2011","Saarland","weiblich","","","",""
"Mehrmals im Jahr","2011","Berlin","maennlich","92","0.21050800220987","0.17232947184042","0.248686532579321"
"Mehrmals im Jahr","2011","Berlin","weiblich","79","0.118394884376445","0.0920109007394792","0.14477886801341"
"Mehrmals im Jahr","2011","Brandenburg","maennlich","100","0.19647746766118","0.162260728665722","0.230694206656637"
"Mehrmals im Jahr","2011","Brandenburg","weiblich","120","0.201098656059946","0.169573775420001","0.232623536699891"
"Mehrmals im Jahr","2011","Mecklenburg-Vorpommern","maennlich","45","0.130512684495926","0.0920716497195005","0.168953719272351"
"Mehrmals im Jahr","2011","Mecklenburg-Vorpommern","weiblich","51","0.147423025004123","0.110851426009244","0.183994623999001"
"Mehrmals im Jahr","2011","Sachsen","maennlich","168","0.212365580644033","0.185063303803493","0.239667857484574"
"Mehrmals im Jahr","2011","Sachsen","weiblich","172","0.185916444858652","0.161446563141466","0.210386326575839"
"Mehrmals im Jahr","2011","Sachsen-Anhalt","maennlich","68","0.12639178098201","0.0970000531532734","0.155783508810747"
"Mehrmals im Jahr","2011","Sachsen-Anhalt","weiblich","100","0.183130027006261","0.152284949377708","0.213975104634813"
"Mehrmals im Jahr","2011","Thueringen","maennlich","79","0.126553978942117","0.0974701106039736","0.15563784728026"
"Mehrmals im Jahr","2011","Thueringen","weiblich","99","0.148026002431605","0.119610545678423","0.176441459184788"
"Mindestens einmal im Monat","2011","Schleswig-Holstein","maennlich","23","","",""
"Mindestens einmal im Monat","2011","Schleswig-Holstein","weiblich","20","","",""
"Mindestens einmal im Monat","2011","Hamburg","maennlich","15","","",""
"Mindestens einmal im Monat","2011","Hamburg","weiblich","12","","",""
"Mindestens einmal im Monat","2011","Niedersachsen","maennlich","77","0.0664387429143714","0.0522589127503708","0.080618573078372"
"Mindestens einmal im Monat","2011","Niedersachsen","weiblich","90","0.0749159368011428","0.0613424359530361","0.0884894376492496"
"Mindestens einmal im Monat","2011","Bremen","maennlich","7","","",""
"Mindestens einmal im Monat","2011","Bremen","weiblich","14","","",""
"Mindestens einmal im Monat","2011","Nordrhein-Westfalen","maennlich","150","0.0591780480772968","0.0500890480436931","0.0682670481109006"
"Mindestens einmal im Monat","2011","Nordrhein-Westfalen","weiblich","146","0.0542922663168195","0.0463375051392586","0.0622470274943805"
"Mindestens einmal im Monat","2011","Hessen","maennlich","64","0.0566085429836728","0.0414176197669782","0.0717994662003673"
"Mindestens einmal im Monat","2011","Hessen","weiblich","68","0.0632834256705578","0.04867461119174","0.0778922401493756"
"Mindestens einmal im Monat","2011","Rheinland-Pfalz,Saarland","maennlich","44","0.0752992434250305","0.055944166669475","0.0946543201805859"
"Mindestens einmal im Monat","2011","Rheinland-Pfalz,Saarland","weiblich","36","0.0359144883261221","0.0236689212659234","0.0481600553863208"
"Mindestens einmal im Monat","2011","Baden-Wuerttemberg","maennlich","136","0.0765445662566213","0.0635457050577498","0.0895434274554929"
"Mindestens einmal im Monat","2011","Baden-Wuerttemberg","weiblich","138","0.0593363547795479","0.0487605202836378","0.0699121892754581"
"Mindestens einmal im Monat","2011","Bayern","maennlich","165","0.0969087008837386","0.0839272314268171","0.10989017034066"
"Mindestens einmal im Monat","2011","Bayern","weiblich","159","0.0560455988966468","0.0468701837523883","0.0652210140409053"
"Mindestens einmal im Monat","2011","Saarland","maennlich","","","",""
"Mindestens einmal im Monat","2011","Saarland","weiblich","","","",""
"Mindestens einmal im Monat","2011","Berlin","maennlich","32","0.0563567117845514","0.0347599923565971","0.0779534312125057"
"Mindestens einmal im Monat","2011","Berlin","weiblich","43","0.0800192284026221","0.0578615933972924","0.102176863407952"
"Mindestens einmal im Monat","2011","Brandenburg","maennlich","26","","",""
"Mindestens einmal im Monat","2011","Brandenburg","weiblich","33","0.0492505772606295","0.0322313048868719","0.066269849634387"
"Mindestens einmal im Monat","2011","Mecklenburg-Vorpommern","maennlich","20","","",""
"Mindestens einmal im Monat","2011","Mecklenburg-Vorpommern","weiblich","22","","",""
"Mindestens einmal im Monat","2011","Sachsen","maennlich","59","0.0636339448470383","0.0473386691577461","0.0799292205363306"
"Mindestens einmal im Monat","2011","Sachsen","weiblich","62","0.0528539688711005","0.0387809992477189","0.0669269384944821"
"Mindestens einmal im Monat","2011","Sachsen-Anhalt","maennlich","36","0.0898820077855397","0.0645836355999814","0.115180379971098"
"Mindestens einmal im Monat","2011","Sachsen-Anhalt","weiblich","30","0.0519161302239637","0.0342230210557619","0.0696092393921655"
"Mindestens einmal im Monat","2011","Thueringen","maennlich","37","0.0697035982504258","0.0474277371105547","0.0919794593902969"
"Mindestens einmal im Monat","2011","Thueringen","weiblich","42","0.0680121757778052","0.0478670065758189","0.0881573449797915"
"Mindestens einmal die Woche","2011","Schleswig-Holstein","maennlich","169","0.408067519346641","0.362249210433449","0.453885828259834"
"Mindestens einmal die Woche","2011","Schleswig-Holstein","weiblich","210","0.428605138985245","0.386749131478041","0.470461146492448"
"Mindestens einmal die Woche","2011","Hamburg","maennlich","75","0.317942650738191","0.25190125409009","0.383984047386292"
"Mindestens einmal die Woche","2011","Hamburg","weiblich","101","0.397435729575402","0.334868157603704","0.4600033015471"
"Mindestens einmal die Woche","2011","Niedersachsen","maennlich","433","0.389652886621392","0.361886695270798","0.417419077971986"
"Mindestens einmal die Woche","2011","Niedersachsen","weiblich","581","0.380405192750863","0.355373439422024","0.405436946079702"
"Mindestens einmal die Woche","2011","Bremen","maennlich","31","0.331681638335113","0.229149977276975","0.434213299393251"
"Mindestens einmal die Woche","2011","Bremen","weiblich","26","","",""
"Mindestens einmal die Woche","2011","Nordrhein-Westfalen","maennlich","979","0.364720573915468","0.346179085572859","0.383262062258077"
"Mindestens einmal die Woche","2011","Nordrhein-Westfalen","weiblich","1164","0.370018620747691","0.353069181434408","0.386968060060974"
"Mindestens einmal die Woche","2011","Hessen","maennlich","368","0.410567245684478","0.378229741872369","0.442904749496586"
"Mindestens einmal die Woche","2011","Hessen","weiblich","443","0.427148964404958","0.397468109117795","0.45682981969212"
