"pli0093_h","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Seltener","2011","Mecklenburg-Vorpommern","Ostdeutschland","181","","",""
"Seltener","2011","Sachsen","Westdeutschland","","","",""
"Seltener","2011","Sachsen","Ostdeutschland","479","0.293766278421325","0.272897465675672","0.314635091166979"
"Seltener","2011","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2011","Sachsen-Anhalt","Ostdeutschland","237","","",""
"Seltener","2011","Thueringen","Westdeutschland","","","",""
"Seltener","2011","Thueringen","Ostdeutschland","270","","",""
"Nie","2011","Schleswig-Holstein","Westdeutschland","571","0.571288595515565","0.540288213855135","0.602288977175995"
"Nie","2011","Schleswig-Holstein","Ostdeutschland","","","",""
"Nie","2011","Hamburg","Westdeutschland","214","","",""
"Nie","2011","Hamburg","Ostdeutschland","","","",""
"Nie","2011","Niedersachsen","Westdeutschland","1505","","",""
"Nie","2011","Niedersachsen","Ostdeutschland","","","",""
"Nie","2011","Bremen","Westdeutschland","99","0.50132826717335","0.429472754753507","0.573183779593194"
"Nie","2011","Bremen","Ostdeutschland","","","",""
"Nie","2011","Nordrhein-Westfalen","Westdeutschland","3559","0.616723635011939","0.604102105738508","0.629345164285369"
"Nie","2011","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nie","2011","Hessen","Westdeutschland","1098","","",""
"Nie","2011","Hessen","Ostdeutschland","","","",""
"Nie","2011","Rheinland-Pfalz,Saarland","Westdeutschland","973","0.611843432885586","0.58795721003729","0.635729655733881"
"Nie","2011","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nie","2011","Baden-Wuerttemberg","Westdeutschland","1734","","",""
"Nie","2011","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nie","2011","Bayern","Westdeutschland","2381","","",""
"Nie","2011","Bayern","Ostdeutschland","","","",""
"Nie","2011","Saarland","Westdeutschland","","","",""
"Nie","2011","Saarland","Ostdeutschland","","","",""
"Nie","2011","Berlin","Westdeutschland","268","","",""
"Nie","2011","Berlin","Ostdeutschland","240","","",""
"Nie","2011","Brandenburg","Westdeutschland","","","",""
"Nie","2011","Brandenburg","Ostdeutschland","729","0.640214253066805","0.612342077075336","0.668086429058273"
"Nie","2011","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nie","2011","Mecklenburg-Vorpommern","Ostdeutschland","385","0.580127867942655","0.54238926701464","0.617866468870671"
"Nie","2011","Sachsen","Westdeutschland","","","",""
"Nie","2011","Sachsen","Ostdeutschland","1031","","",""
"Nie","2011","Sachsen-Anhalt","Westdeutschland","","","",""
"Nie","2011","Sachsen-Anhalt","Ostdeutschland","699","0.64959689310974","0.621286776424489","0.677907009794992"
"Nie","2011","Thueringen","Westdeutschland","","","",""
"Nie","2011","Thueringen","Ostdeutschland","660","0.602832413717457","0.57392963298087","0.631735194454044"
"Taeglich","2012","Schleswig-Holstein","Westdeutschland","","","",""
"Taeglich","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Taeglich","2012","Hamburg","Westdeutschland","","","",""
"Taeglich","2012","Hamburg","Ostdeutschland","","","",""
"Taeglich","2012","Niedersachsen","Westdeutschland","","","",""
"Taeglich","2012","Niedersachsen","Ostdeutschland","","","",""
"Taeglich","2012","Bremen","Westdeutschland","","","",""
"Taeglich","2012","Bremen","Ostdeutschland","","","",""
"Taeglich","2012","Nordrhein-Westfalen","Westdeutschland","","","",""
"Taeglich","2012","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Taeglich","2012","Hessen","Westdeutschland","","","",""
"Taeglich","2012","Hessen","Ostdeutschland","","","",""
"Taeglich","2012","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Taeglich","2012","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Taeglich","2012","Baden-Wuerttemberg","Westdeutschland","","","",""
"Taeglich","2012","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Taeglich","2012","Bayern","Westdeutschland","","","",""
"Taeglich","2012","Bayern","Ostdeutschland","","","",""
"Taeglich","2012","Saarland","Westdeutschland","","","",""
"Taeglich","2012","Saarland","Ostdeutschland","","","",""
"Taeglich","2012","Berlin","Westdeutschland","","","",""
"Taeglich","2012","Berlin","Ostdeutschland","","","",""
"Taeglich","2012","Brandenburg","Westdeutschland","","","",""
"Taeglich","2012","Brandenburg","Ostdeutschland","","","",""
"Taeglich","2012","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Taeglich","2012","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Taeglich","2012","Sachsen","Westdeutschland","","","",""
"Taeglich","2012","Sachsen","Ostdeutschland","","","",""
"Taeglich","2012","Sachsen-Anhalt","Westdeutschland","","","",""
"Taeglich","2012","Sachsen-Anhalt","Ostdeutschland","","","",""
"Taeglich","2012","Thueringen","Westdeutschland","","","",""
"Taeglich","2012","Thueringen","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Schleswig-Holstein","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Hamburg","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Hamburg","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Niedersachsen","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Niedersachsen","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Bremen","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Bremen","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Nordrhein-Westfalen","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Hessen","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Hessen","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Baden-Wuerttemberg","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Bayern","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Bayern","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Saarland","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Saarland","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Berlin","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Berlin","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Brandenburg","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Brandenburg","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Sachsen","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Sachsen","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Sachsen-Anhalt","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Sachsen-Anhalt","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Thueringen","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Thueringen","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Schleswig-Holstein","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Hamburg","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Hamburg","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Niedersachsen","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Niedersachsen","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Bremen","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Bremen","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Nordrhein-Westfalen","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Hessen","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Hessen","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Baden-Wuerttemberg","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Bayern","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Bayern","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Saarland","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Saarland","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Berlin","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Berlin","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Brandenburg","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Brandenburg","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Sachsen","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Sachsen","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Sachsen-Anhalt","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Sachsen-Anhalt","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Thueringen","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Thueringen","Ostdeutschland","","","",""
"Seltener","2012","Schleswig-Holstein","Westdeutschland","","","",""
"Seltener","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2012","Hamburg","Westdeutschland","","","",""
"Seltener","2012","Hamburg","Ostdeutschland","","","",""
"Seltener","2012","Niedersachsen","Westdeutschland","","","",""
"Seltener","2012","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2012","Bremen","Westdeutschland","","","",""
"Seltener","2012","Bremen","Ostdeutschland","","","",""
"Seltener","2012","Nordrhein-Westfalen","Westdeutschland","","","",""
"Seltener","2012","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2012","Hessen","Westdeutschland","","","",""
"Seltener","2012","Hessen","Ostdeutschland","","","",""
"Seltener","2012","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Seltener","2012","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2012","Baden-Wuerttemberg","Westdeutschland","","","",""
"Seltener","2012","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2012","Bayern","Westdeutschland","","","",""
"Seltener","2012","Bayern","Ostdeutschland","","","",""
"Seltener","2012","Saarland","Westdeutschland","","","",""
"Seltener","2012","Saarland","Ostdeutschland","","","",""
"Seltener","2012","Berlin","Westdeutschland","","","",""
"Seltener","2012","Berlin","Ostdeutschland","","","",""
"Seltener","2012","Brandenburg","Westdeutschland","","","",""
"Seltener","2012","Brandenburg","Ostdeutschland","","","",""
"Seltener","2012","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2012","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Seltener","2012","Sachsen","Westdeutschland","","","",""
"Seltener","2012","Sachsen","Ostdeutschland","","","",""
"Seltener","2012","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2012","Sachsen-Anhalt","Ostdeutschland","","","",""
"Seltener","2012","Thueringen","Westdeutschland","","","",""
"Seltener","2012","Thueringen","Ostdeutschland","","","",""
"Nie","2012","Schleswig-Holstein","Westdeutschland","","","",""
"Nie","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Nie","2012","Hamburg","Westdeutschland","","","",""
"Nie","2012","Hamburg","Ostdeutschland","","","",""
"Nie","2012","Niedersachsen","Westdeutschland","","","",""
"Nie","2012","Niedersachsen","Ostdeutschland","","","",""
"Nie","2012","Bremen","Westdeutschland","","","",""
"Nie","2012","Bremen","Ostdeutschland","","","",""
"Nie","2012","Nordrhein-Westfalen","Westdeutschland","","","",""
"Nie","2012","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nie","2012","Hessen","Westdeutschland","","","",""
"Nie","2012","Hessen","Ostdeutschland","","","",""
"Nie","2012","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Nie","2012","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nie","2012","Baden-Wuerttemberg","Westdeutschland","","","",""
"Nie","2012","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nie","2012","Bayern","Westdeutschland","","","",""
"Nie","2012","Bayern","Ostdeutschland","","","",""
"Nie","2012","Saarland","Westdeutschland","","","",""
"Nie","2012","Saarland","Ostdeutschland","","","",""
"Nie","2012","Berlin","Westdeutschland","","","",""
"Nie","2012","Berlin","Ostdeutschland","","","",""
"Nie","2012","Brandenburg","Westdeutschland","","","",""
"Nie","2012","Brandenburg","Ostdeutschland","","","",""
"Nie","2012","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nie","2012","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Nie","2012","Sachsen","Westdeutschland","","","",""
"Nie","2012","Sachsen","Ostdeutschland","","","",""
"Nie","2012","Sachsen-Anhalt","Westdeutschland","","","",""
"Nie","2012","Sachsen-Anhalt","Ostdeutschland","","","",""
"Nie","2012","Thueringen","Westdeutschland","","","",""
"Nie","2012","Thueringen","Ostdeutschland","","","",""
"Taeglich","2013","Schleswig-Holstein","Westdeutschland","44","0.0267020965666541","0.0161873262395045","0.0372168668938036"
"Taeglich","2013","Schleswig-Holstein","Ostdeutschland","","","",""
"Taeglich","2013","Hamburg","Westdeutschland","25","","",""
"Taeglich","2013","Hamburg","Ostdeutschland","","","",""
"Taeglich","2013","Niedersachsen","Westdeutschland","102","","",""
"Taeglich","2013","Niedersachsen","Ostdeutschland","","","",""
"Taeglich","2013","Bremen","Westdeutschland","16","","",""
"Taeglich","2013","Bremen","Ostdeutschland","","","",""
"Taeglich","2013","Nordrhein-Westfalen","Westdeutschland","228","","",""
"Taeglich","2013","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Taeglich","2013","Hessen","Westdeutschland","81","0.0370382247522204","0.0281899485240727","0.045886500980368"
"Taeglich","2013","Hessen","Ostdeutschland","","","",""
"Taeglich","2013","Rheinland-Pfalz,Saarland","Westdeutschland","79","0.0388655145178388","0.0287737551796202","0.0489572738560574"
"Taeglich","2013","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Taeglich","2013","Baden-Wuerttemberg","Westdeutschland","156","","",""
"Taeglich","2013","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Taeglich","2013","Bayern","Westdeutschland","177","","",""
"Taeglich","2013","Bayern","Ostdeutschland","","","",""
"Taeglich","2013","Saarland","Westdeutschland","","","",""
"Taeglich","2013","Saarland","Ostdeutschland","","","",""
"Taeglich","2013","Berlin","Westdeutschland","34","0.0715352618991659","0.0498186409311797","0.0932518828671521"
"Taeglich","2013","Berlin","Ostdeutschland","24","","",""
"Taeglich","2013","Brandenburg","Westdeutschland","","","",""
"Taeglich","2013","Brandenburg","Ostdeutschland","28","","",""
"Taeglich","2013","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Taeglich","2013","Mecklenburg-Vorpommern","Ostdeutschland","25","","",""
"Taeglich","2013","Sachsen","Westdeutschland","","","",""
"Taeglich","2013","Sachsen","Ostdeutschland","55","0.0275624297308875","0.019780035178924","0.035344824282851"
"Taeglich","2013","Sachsen-Anhalt","Westdeutschland","","","",""
"Taeglich","2013","Sachsen-Anhalt","Ostdeutschland","28","","",""
"Taeglich","2013","Thueringen","Westdeutschland","","","",""
"Taeglich","2013","Thueringen","Ostdeutschland","17","","",""
"Min 1x pro Woche","2013","Schleswig-Holstein","Westdeutschland","110","","",""
"Min 1x pro Woche","2013","Schleswig-Holstein","Ostdeutschland","","","",""
"Min 1x pro Woche","2013","Hamburg","Westdeutschland","71","0.131468411300301","0.0983121800625691","0.164624642538032"
"Min 1x pro Woche","2013","Hamburg","Ostdeutschland","","","",""
"Min 1x pro Woche","2013","Niedersachsen","Westdeutschland","300","0.112293471129359","0.0997659501655501","0.124820992093167"
"Min 1x pro Woche","2013","Niedersachsen","Ostdeutschland","","","",""
"Min 1x pro Woche","2013","Bremen","Westdeutschland","25","","",""
"Min 1x pro Woche","2013","Bremen","Ostdeutschland","","","",""
"Min 1x pro Woche","2013","Nordrhein-Westfalen","Westdeutschland","617","0.109847116593952","0.10125160060905","0.118442632578854"
"Min 1x pro Woche","2013","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Min 1x pro Woche","2013","Hessen","Westdeutschland","261","","",""
"Min 1x pro Woche","2013","Hessen","Ostdeutschland","","","",""
"Min 1x pro Woche","2013","Rheinland-Pfalz,Saarland","Westdeutschland","196","","",""
"Min 1x pro Woche","2013","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Min 1x pro Woche","2013","Baden-Wuerttemberg","Westdeutschland","519","0.153818174408607","0.140899651507113","0.166736697310101"
"Min 1x pro Woche","2013","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Min 1x pro Woche","2013","Bayern","Westdeutschland","561","0.107333502994197","0.0977530030177141","0.11691400297068"
"Min 1x pro Woche","2013","Bayern","Ostdeutschland","","","",""
"Min 1x pro Woche","2013","Saarland","Westdeutschland","","","",""
"Min 1x pro Woche","2013","Saarland","Ostdeutschland","","","",""
"Min 1x pro Woche","2013","Berlin","Westdeutschland","84","0.136696888762277","0.107749431158535","0.165644346366019"
"Min 1x pro Woche","2013","Berlin","Ostdeutschland","55","0.0986101369030181","0.0707528466967858","0.12646742710925"
"Min 1x pro Woche","2013","Brandenburg","Westdeutschland","","","",""
"Min 1x pro Woche","2013","Brandenburg","Ostdeutschland","97","0.077881421198651","0.0614112567789852","0.0943515856183168"
"Min 1x pro Woche","2013","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Min 1x pro Woche","2013","Mecklenburg-Vorpommern","Ostdeutschland","62","0.113449433360032","0.0877719649018654","0.139126901818198"
"Min 1x pro Woche","2013","Sachsen","Westdeutschland","","","",""
"Min 1x pro Woche","2013","Sachsen","Ostdeutschland","213","","",""
"Min 1x pro Woche","2013","Sachsen-Anhalt","Westdeutschland","","","",""
"Min 1x pro Woche","2013","Sachsen-Anhalt","Ostdeutschland","91","0.0838749440373138","0.066339935695559","0.101409952379069"
"Min 1x pro Woche","2013","Thueringen","Westdeutschland","","","",""
"Min 1x pro Woche","2013","Thueringen","Ostdeutschland","114","","",""
"Min 1x pro Monat","2013","Schleswig-Holstein","Westdeutschland","92","0.115054131486478","0.094242138154503","0.135866124818454"
"Min 1x pro Monat","2013","Schleswig-Holstein","Ostdeutschland","","","",""
"Min 1x pro Monat","2013","Hamburg","Westdeutschland","38","0.128126981197188","0.0953319114300399","0.160922050964336"
"Min 1x pro Monat","2013","Hamburg","Ostdeutschland","","","",""
"Min 1x pro Monat","2013","Niedersachsen","Westdeutschland","239","","",""
"Min 1x pro Monat","2013","Niedersachsen","Ostdeutschland","","","",""
"Min 1x pro Monat","2013","Bremen","Westdeutschland","16","","",""
"Min 1x pro Monat","2013","Bremen","Ostdeutschland","","","",""
"Min 1x pro Monat","2013","Nordrhein-Westfalen","Westdeutschland","521","0.0999422087462618","0.0916978859153135","0.10818653157721"
"Min 1x pro Monat","2013","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Min 1x pro Monat","2013","Hessen","Westdeutschland","172","","",""
"Min 1x pro Monat","2013","Hessen","Ostdeutschland","","","",""
"Min 1x pro Monat","2013","Rheinland-Pfalz,Saarland","Westdeutschland","118","","",""
"Min 1x pro Monat","2013","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Min 1x pro Monat","2013","Baden-Wuerttemberg","Westdeutschland","359","0.113861911670733","0.102487809527905","0.125236013813561"
"Min 1x pro Monat","2013","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Min 1x pro Monat","2013","Bayern","Westdeutschland","445","0.100004098646296","0.090718603433207","0.109289593859385"
"Min 1x pro Monat","2013","Bayern","Ostdeutschland","","","",""
"Min 1x pro Monat","2013","Saarland","Westdeutschland","","","",""
"Min 1x pro Monat","2013","Saarland","Ostdeutschland","","","",""
"Min 1x pro Monat","2013","Berlin","Westdeutschland","71","0.149492108675035","0.119445340502377","0.179538876847693"
"Min 1x pro Monat","2013","Berlin","Ostdeutschland","52","0.117514132475652","0.0874242368160924","0.147604028135211"
"Min 1x pro Monat","2013","Brandenburg","Westdeutschland","","","",""
"Min 1x pro Monat","2013","Brandenburg","Ostdeutschland","65","0.0561599652780998","0.0420101676928025","0.0703097628633971"
"Min 1x pro Monat","2013","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Min 1x pro Monat","2013","Mecklenburg-Vorpommern","Ostdeutschland","56","0.0989509387391529","0.0747749935922052","0.123126883886101"
"Min 1x pro Monat","2013","Sachsen","Westdeutschland","","","",""
"Min 1x pro Monat","2013","Sachsen","Ostdeutschland","155","","",""
"Min 1x pro Monat","2013","Sachsen-Anhalt","Westdeutschland","","","",""
"Min 1x pro Monat","2013","Sachsen-Anhalt","Ostdeutschland","89","0.0882275060319298","0.0702860485925431","0.106168963471316"
"Min 1x pro Monat","2013","Thueringen","Westdeutschland","","","",""
"Min 1x pro Monat","2013","Thueringen","Ostdeutschland","87","0.0723977366826833","0.0562632683761944","0.0885322049891722"
"Seltener","2013","Schleswig-Holstein","Westdeutschland","238","","",""
"Seltener","2013","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2013","Hamburg","Westdeutschland","87","0.239890477117799","0.197991228572324","0.281789725663274"
"Seltener","2013","Hamburg","Ostdeutschland","","","",""
"Seltener","2013","Niedersachsen","Westdeutschland","609","0.248665868472828","0.231515327380907","0.265816409564749"
"Seltener","2013","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2013","Bremen","Westdeutschland","53","0.279450411122315","0.214078208613741","0.344822613630889"
"Seltener","2013","Bremen","Ostdeutschland","","","",""
"Seltener","2013","Nordrhein-Westfalen","Westdeutschland","1280","","",""
"Seltener","2013","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2013","Hessen","Westdeutschland","449","0.249620765105197","0.229343479166927","0.269898051043466"
"Seltener","2013","Hessen","Ostdeutschland","","","",""
"Seltener","2013","Rheinland-Pfalz,Saarland","Westdeutschland","338","0.234070946946997","0.211962378512738","0.256179515381255"
"Seltener","2013","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2013","Baden-Wuerttemberg","Westdeutschland","777","0.259184305688278","0.243493811446378","0.274874799930177"
"Seltener","2013","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2013","Bayern","Westdeutschland","1123","","",""
"Seltener","2013","Bayern","Ostdeutschland","","","",""
"Seltener","2013","Saarland","Westdeutschland","","","",""
"Seltener","2013","Saarland","Ostdeutschland","","","",""
"Seltener","2013","Berlin","Westdeutschland","143","","",""
"Seltener","2013","Berlin","Ostdeutschland","109","","",""
"Seltener","2013","Brandenburg","Westdeutschland","","","",""
"Seltener","2013","Brandenburg","Ostdeutschland","286","","",""
"Seltener","2013","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2013","Mecklenburg-Vorpommern","Ostdeutschland","164","","",""
"Seltener","2013","Sachsen","Westdeutschland","","","",""
"Seltener","2013","Sachsen","Ostdeutschland","470","0.30169916930661","0.27988031376773","0.32351802484549"
"Seltener","2013","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2013","Sachsen-Anhalt","Ostdeutschland","239","","",""
"Seltener","2013","Thueringen","Westdeutschland","","","",""
"Seltener","2013","Thueringen","Ostdeutschland","236","","",""
"Nie","2013","Schleswig-Holstein","Westdeutschland","419","0.484156562951462","0.451561180414977","0.516751945487948"
"Nie","2013","Schleswig-Holstein","Ostdeutschland","","","",""
"Nie","2013","Hamburg","Westdeutschland","178","","",""
"Nie","2013","Hamburg","Ostdeutschland","","","",""
"Nie","2013","Niedersachsen","Westdeutschland","1190","","",""
"Nie","2013","Niedersachsen","Ostdeutschland","","","",""
"Nie","2013","Bremen","Westdeutschland","71","0.396286157797654","0.325028946519957","0.467543369075352"
"Nie","2013","Bremen","Ostdeutschland","","","",""
"Nie","2013","Nordrhein-Westfalen","Westdeutschland","2438","","",""
"Nie","2013","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nie","2013","Hessen","Westdeutschland","787","0.498404303212685","0.474978372234194","0.521830234191176"
"Nie","2013","Hessen","Ostdeutschland","","","",""
"Nie","2013","Rheinland-Pfalz,Saarland","Westdeutschland","678","0.506792434964108","0.480687505693207","0.532897364235008"
"Nie","2013","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nie","2013","Baden-Wuerttemberg","Westdeutschland","1185","","",""
"Nie","2013","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nie","2013","Bayern","Westdeutschland","1704","","",""
"Nie","2013","Bayern","Ostdeutschland","","","",""
"Nie","2013","Saarland","Westdeutschland","","","",""
"Nie","2013","Saarland","Ostdeutschland","","","",""
"Nie","2013","Berlin","Westdeutschland","209","","",""
"Nie","2013","Berlin","Ostdeutschland","200","","",""
"Nie","2013","Brandenburg","Westdeutschland","","","",""
"Nie","2013","Brandenburg","Ostdeutschland","541","0.535604219912354","0.504952578093797","0.56625586173091"
"Nie","2013","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nie","2013","Mecklenburg-Vorpommern","Ostdeutschland","279","","",""
"Nie","2013","Sachsen","Westdeutschland","","","",""
"Nie","2013","Sachsen","Ostdeutschland","807","0.469023446234778","0.445301048710183","0.492745843759372"
"Nie","2013","Sachsen-Anhalt","Westdeutschland","","","",""
"Nie","2013","Sachsen-Anhalt","Ostdeutschland","513","0.546846679293231","0.515357028281557","0.578336330304906"
"Nie","2013","Thueringen","Westdeutschland","","","",""
"Nie","2013","Thueringen","Ostdeutschland","537","0.569971600573462","0.539147781904096","0.600795419242829"
"Taeglich","2014","Schleswig-Holstein","Westdeutschland","","","",""
"Taeglich","2014","Schleswig-Holstein","Ostdeutschland","","","",""
"Taeglich","2014","Hamburg","Westdeutschland","","","",""
"Taeglich","2014","Hamburg","Ostdeutschland","","","",""
"Taeglich","2014","Niedersachsen","Westdeutschland","","","",""
"Taeglich","2014","Niedersachsen","Ostdeutschland","","","",""
"Taeglich","2014","Bremen","Westdeutschland","","","",""
"Taeglich","2014","Bremen","Ostdeutschland","","","",""
"Taeglich","2014","Nordrhein-Westfalen","Westdeutschland","","","",""
"Taeglich","2014","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Taeglich","2014","Hessen","Westdeutschland","","","",""
"Taeglich","2014","Hessen","Ostdeutschland","","","",""
"Taeglich","2014","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Taeglich","2014","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Taeglich","2014","Baden-Wuerttemberg","Westdeutschland","","","",""
"Taeglich","2014","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Taeglich","2014","Bayern","Westdeutschland","","","",""
"Taeglich","2014","Bayern","Ostdeutschland","","","",""
"Taeglich","2014","Saarland","Westdeutschland","","","",""
"Taeglich","2014","Saarland","Ostdeutschland","","","",""
"Taeglich","2014","Berlin","Westdeutschland","","","",""
"Taeglich","2014","Berlin","Ostdeutschland","","","",""
"Taeglich","2014","Brandenburg","Westdeutschland","","","",""
"Taeglich","2014","Brandenburg","Ostdeutschland","","","",""
"Taeglich","2014","Mecklenburg-Vorpommern","Westdeutschland","","","",""
