"pli0096_h","year","migback","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Nie","2008","kein Migrationshintergrund","maennlich","5245","0.681240632079582","0.670983625545065","0.691497638614098"
"Nie","2008","kein Migrationshintergrund","weiblich","6238","0.73817961805503","0.728916707081428","0.747442529028631"
"Nie","2008","direkter Migrationshintergrund","maennlich","715","0.836253552339942","0.81174876322915","0.860758341450734"
"Nie","2008","direkter Migrationshintergrund","weiblich","871","0.860465569601187","0.839201056367865","0.88173008283451"
"Nie","2008","indirekter Migrationshintergrund","maennlich","284","0.7710687876765","0.728025383196376","0.814112192156625"
"Nie","2008","indirekter Migrationshintergrund","weiblich","319","0.76985891545374","0.72855756115984","0.811160269747641"
"Nie","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2009","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2009","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2009","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2009","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2009","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2009","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2009","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2009","kein Migrationshintergrund","maennlich","992","0.127247352077187","0.1196810856059","0.134813618548474"
"Min 1x pro Woche","2009","kein Migrationshintergrund","weiblich","683","0.0786961943601135","0.0728258042059339","0.0845665845142931"
"Min 1x pro Woche","2009","direkter Migrationshintergrund","maennlich","37","0.0363394849000556","0.0229734676048869","0.0497055021952244"
"Min 1x pro Woche","2009","direkter Migrationshintergrund","weiblich","38","0.0339402746039661","0.0220506291746873","0.045829920033245"
"Min 1x pro Woche","2009","indirekter Migrationshintergrund","maennlich","22","","",""
"Min 1x pro Woche","2009","indirekter Migrationshintergrund","weiblich","23","","",""
"Min 1x pro Woche","2009","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2009","kein Migrationshintergrund","maennlich","747","0.0923108760851352","0.0857387381450211","0.0988830140252493"
"Min 1x pro Monat","2009","kein Migrationshintergrund","weiblich","685","0.0773519735736221","0.0715276915539015","0.0831762555933427"
"Min 1x pro Monat","2009","direkter Migrationshintergrund","maennlich","31","0.042631653621182","0.0282019894267542","0.0570613178156098"
"Min 1x pro Monat","2009","direkter Migrationshintergrund","weiblich","41","0.0446065812389727","0.0310515715856046","0.0581615908923408"
"Min 1x pro Monat","2009","indirekter Migrationshintergrund","maennlich","20","","",""
"Min 1x pro Monat","2009","indirekter Migrationshintergrund","weiblich","25","","",""
"Min 1x pro Monat","2009","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2009","kein Migrationshintergrund","maennlich","928","0.127991784896397","0.120406655326146","0.135576914466648"
"Seltener","2009","kein Migrationshintergrund","weiblich","1072","0.132811444369266","0.125412612018942","0.140210276719589"
"Seltener","2009","direkter Migrationshintergrund","maennlich","70","0.087903494106113","0.0676791675959457","0.10812782061628"
"Seltener","2009","direkter Migrationshintergrund","weiblich","67","0.0791213203108278","0.061397505197665","0.0968451354239905"
"Seltener","2009","indirekter Migrationshintergrund","maennlich","49","0.163013037247133","0.123517414259777","0.202508660234488"
"Seltener","2009","indirekter Migrationshintergrund","weiblich","40","0.141677435596883","0.106000243438717","0.17735462775505"
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2009","kein Migrationshintergrund","maennlich","4785","0.652449986941281","0.641638288201887","0.663261685680675"
"Nie","2009","kein Migrationshintergrund","weiblich","5642","0.711140387696999","0.701259186278238","0.72102158911576"
"Nie","2009","direkter Migrationshintergrund","maennlich","615","0.833125367372649","0.806493541453602","0.859757193291697"
"Nie","2009","direkter Migrationshintergrund","weiblich","745","0.842331823846233","0.81840291664759","0.866260731044876"
"Nie","2009","indirekter Migrationshintergrund","maennlich","245","0.73067552215633","0.683242734968574","0.778108309344085"
"Nie","2009","indirekter Migrationshintergrund","weiblich","279","0.731598235556112","0.686262145027917","0.776934326084306"
"Nie","2009","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2010","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2010","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2010","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2010","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2010","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2010","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2010","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2010","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2010","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2010","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2010","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2010","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2010","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2010","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2010","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2010","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2010","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2010","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2010","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2010","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2010","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2010","kein Migrationshintergrund","maennlich","","","",""
"Seltener","2010","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2010","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","2010","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2010","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2010","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Seltener","2010","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2010","kein Migrationshintergrund","maennlich","","","",""
"Nie","2010","kein Migrationshintergrund","weiblich","","","",""
"Nie","2010","direkter Migrationshintergrund","maennlich","","","",""
"Nie","2010","direkter Migrationshintergrund","weiblich","","","",""
"Nie","2010","indirekter Migrationshintergrund","maennlich","","","",""
"Nie","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","2010","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2010","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2011","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2011","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2011","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2011","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2011","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2011","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2011","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2011","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2011","kein Migrationshintergrund","maennlich","1529","0.131284569034353","0.124915119077362","0.137654018991344"
"Min 1x pro Woche","2011","kein Migrationshintergrund","weiblich","1342","0.0958862336600571","0.0908133623691522","0.100959104950962"
"Min 1x pro Woche","2011","direkter Migrationshintergrund","maennlich","72","0.0563426194351254","0.0443664264994129","0.068318812370838"
"Min 1x pro Woche","2011","direkter Migrationshintergrund","weiblich","74","0.0335851139188788","0.0252899645114534","0.0418802633263043"
"Min 1x pro Woche","2011","indirekter Migrationshintergrund","maennlich","57","0.0716872834691948","0.0506018574432222","0.0927727094951673"
"Min 1x pro Woche","2011","indirekter Migrationshintergrund","weiblich","59","0.0851611945018294","0.0647873203165412","0.105535068687118"
"Min 1x pro Woche","2011","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2011","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2011","kein Migrationshintergrund","maennlich","1138","0.0990145243430485","0.0933812011495268","0.10464784753657"
"Min 1x pro Monat","2011","kein Migrationshintergrund","weiblich","1269","0.0827069371997775","0.0779613583242523","0.0874525160753027"
"Min 1x pro Monat","2011","direkter Migrationshintergrund","maennlich","69","0.0503804637227808","0.0390199231514082","0.0617410042941534"
"Min 1x pro Monat","2011","direkter Migrationshintergrund","weiblich","82","0.0482967029678471","0.0384253081277","0.0581680978079943"
"Min 1x pro Monat","2011","indirekter Migrationshintergrund","maennlich","33","0.0536912464658718","0.035267313678968","0.0721151792527756"
"Min 1x pro Monat","2011","indirekter Migrationshintergrund","weiblich","44","0.0606106394256091","0.0431934646416569","0.0780278142095614"
"Min 1x pro Monat","2011","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2011","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2011","kein Migrationshintergrund","maennlich","1468","0.138469379640549","0.131955067678579","0.144983691602519"
"Seltener","2011","kein Migrationshintergrund","weiblich","1736","0.139122225849204","0.133159660129647","0.14508479156876"
"Seltener","2011","direkter Migrationshintergrund","maennlich","114","0.0950997449852035","0.0798633182443886","0.110336171726018"
"Seltener","2011","direkter Migrationshintergrund","weiblich","150","0.100404977072857","0.0865670786923943","0.11424287545332"
"Seltener","2011","indirekter Migrationshintergrund","maennlich","70","0.148644223778525","0.119567616489635","0.177720831067416"
"Seltener","2011","indirekter Migrationshintergrund","weiblich","90","0.14772007147345","0.121820573639978","0.173619569306921"
"Seltener","2011","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Seltener","2011","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2011","kein Migrationshintergrund","maennlich","6664","0.631231526982049","0.622131816943956","0.640331237020143"
"Nie","2011","kein Migrationshintergrund","weiblich","8594","0.682284603290962","0.674262909336541","0.690306297245382"
"Nie","2011","direkter Migrationshintergrund","maennlich","1169","0.79817717185689","0.777330924268696","0.819023419445085"
"Nie","2011","direkter Migrationshintergrund","weiblich","1506","0.817713206040417","0.799936671398269","0.835489740682564"
"Nie","2011","indirekter Migrationshintergrund","maennlich","415","0.725977246286408","0.689521248733002","0.762433243839814"
"Nie","2011","indirekter Migrationshintergrund","weiblich","528","0.706508094599112","0.673269925455509","0.739746263742715"
"Nie","2011","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2011","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2012","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2012","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2012","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2012","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2012","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2012","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2012","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2012","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2012","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2012","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2012","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2012","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2012","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2012","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2012","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2012","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2012","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2012","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2012","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2012","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2012","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2012","kein Migrationshintergrund","maennlich","","","",""
"Seltener","2012","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2012","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","2012","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2012","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2012","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Seltener","2012","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2012","kein Migrationshintergrund","maennlich","","","",""
"Nie","2012","kein Migrationshintergrund","weiblich","","","",""
"Nie","2012","direkter Migrationshintergrund","maennlich","","","",""
"Nie","2012","direkter Migrationshintergrund","weiblich","","","",""
"Nie","2012","indirekter Migrationshintergrund","maennlich","","","",""
"Nie","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","2012","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2012","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2013","kein Migrationshintergrund","maennlich","232","0.024867633050308","0.0217840862230103","0.0279511798776057"
"Taeglich","2013","kein Migrationshintergrund","weiblich","141","0.00920560440393622","0.00747893129964152","0.0109322775082309"
"Taeglich","2013","direkter Migrationshintergrund","maennlich","15","","",""
"Taeglich","2013","direkter Migrationshintergrund","weiblich","5","","",""
"Taeglich","2013","indirekter Migrationshintergrund","maennlich","6","","",""
"Taeglich","2013","indirekter Migrationshintergrund","weiblich","10","","",""
"Taeglich","2013","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2013","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2013","kein Migrationshintergrund","maennlich","1197","0.114861030453096","0.108547189730394","0.121174871175798"
"Min 1x pro Woche","2013","kein Migrationshintergrund","weiblich","1145","0.0961728805313848","0.0908424634030772","0.101503297659692"
"Min 1x pro Woche","2013","direkter Migrationshintergrund","maennlich","60","0.0570243513069996","0.0436626479062848","0.0703860547077145"
"Min 1x pro Woche","2013","direkter Migrationshintergrund","weiblich","70","0.0349740781815909","0.0256614959094004","0.0442866604537814"
"Min 1x pro Woche","2013","indirekter Migrationshintergrund","maennlich","38","0.0568850234486611","0.0371284137061429","0.0766416331911794"
"Min 1x pro Woche","2013","indirekter Migrationshintergrund","weiblich","55","0.080627829470907","0.0596488618954098","0.101606797046404"
"Min 1x pro Woche","2013","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2013","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2013","kein Migrationshintergrund","maennlich","1042","0.0923626228415356","0.0866293072052283","0.098095938477843"
"Min 1x pro Monat","2013","kein Migrationshintergrund","weiblich","1081","0.0782911831927268","0.0734344359890758","0.0831479303963778"
"Min 1x pro Monat","2013","direkter Migrationshintergrund","maennlich","57","0.0595015342186351","0.0458706339823796","0.0731324344548906"
"Min 1x pro Monat","2013","direkter Migrationshintergrund","weiblich","59","0.0508143151407996","0.0396817274964952","0.061946902785104"
"Min 1x pro Monat","2013","indirekter Migrationshintergrund","maennlich","34","0.0712585667489932","0.0493155122546655","0.093201621243321"
"Min 1x pro Monat","2013","indirekter Migrationshintergrund","weiblich","47","0.0570713143046686","0.0391963858684896","0.0749462427408475"
"Min 1x pro Monat","2013","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2013","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2013","kein Migrationshintergrund","maennlich","1094","0.115511882883605","0.109182507263846","0.121841258503364"
"Seltener","2013","kein Migrationshintergrund","weiblich","1275","0.103368106158859","0.0978639268822551","0.108872285435462"
"Seltener","2013","direkter Migrationshintergrund","maennlich","78","0.0677919596793698","0.0533066785650891","0.0822772407936505"
"Seltener","2013","direkter Migrationshintergrund","weiblich","122","0.0862549061951604","0.0720240205982902","0.100485791792031"
"Seltener","2013","indirekter Migrationshintergrund","maennlich","57","0.0825327261264219","0.0590612979599954","0.106004154292849"
"Seltener","2013","indirekter Migrationshintergrund","weiblich","60","0.0838570459744053","0.0624996965402422","0.105214395408568"
"Seltener","2013","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Seltener","2013","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2013","kein Migrationshintergrund","maennlich","6232","0.652396830771455","0.642967099377474","0.661826562165436"
"Nie","2013","kein Migrationshintergrund","weiblich","8110","0.712962225713094","0.704783324045397","0.72114112738079"
"Nie","2013","direkter Migrationshintergrund","maennlich","947","0.80411554127773","0.781246885897918","0.826984196657541"
"Nie","2013","direkter Migrationshintergrund","weiblich","1239","0.823679019929235","0.804361183147639","0.84299685671083"
"Nie","2013","indirekter Migrationshintergrund","maennlich","393","0.758819833267059","0.72233005183302","0.795309614701098"
"Nie","2013","indirekter Migrationshintergrund","weiblich","475","0.76654572855098","0.733949609379625","0.799141847722335"
"Nie","2013","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2013","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2014","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2014","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2014","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2014","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2014","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2014","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2014","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2014","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2014","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2014","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2014","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2014","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2014","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2014","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2014","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2014","kein Migrationshintergrund","maennlich","","","",""
"Seltener","2014","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2014","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","2014","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2014","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Seltener","2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2014","kein Migrationshintergrund","maennlich","","","",""
"Nie","2014","kein Migrationshintergrund","weiblich","","","",""
"Nie","2014","direkter Migrationshintergrund","maennlich","","","",""
"Nie","2014","direkter Migrationshintergrund","weiblich","","","",""
"Nie","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Nie","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","2014","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2015","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2015","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2015","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2015","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2015","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2015","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2015","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2015","kein Migrationshintergrund","maennlich","1299","0.134135910072484","0.127021574816563","0.141250245328404"
"Min 1x pro Woche","2015","kein Migrationshintergrund","weiblich","1131","0.100104537741948","0.0943172003002676","0.105891875183629"
"Min 1x pro Woche","2015","direkter Migrationshintergrund","maennlich","125","0.0519064106585399","0.0435232448660449","0.0602895764510349"
"Min 1x pro Woche","2015","direkter Migrationshintergrund","weiblich","138","0.046069165792763","0.0387749824969469","0.053363349088579"
"Min 1x pro Woche","2015","indirekter Migrationshintergrund","maennlich","61","0.0967027001062474","0.0757727418344562","0.117632658378039"
"Min 1x pro Woche","2015","indirekter Migrationshintergrund","weiblich","71","0.071538440933238","0.0548120450645811","0.0882648368018949"
"Min 1x pro Woche","2015","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2015","kein Migrationshintergrund","maennlich","981","0.103092352026034","0.0967445405466406","0.109440163505427"
"Min 1x pro Monat","2015","kein Migrationshintergrund","weiblich","1099","0.0912438589954098","0.0856914507056536","0.0967962672851661"
"Min 1x pro Monat","2015","direkter Migrationshintergrund","maennlich","106","0.0449326504978096","0.0371043052828121","0.0527609957128071"
"Min 1x pro Monat","2015","direkter Migrationshintergrund","weiblich","117","0.0358798287138159","0.0294083456320338","0.0423513117955979"
"Min 1x pro Monat","2015","indirekter Migrationshintergrund","maennlich","42","0.0332030449105078","0.0205151287690765","0.0458909610519391"
"Min 1x pro Monat","2015","indirekter Migrationshintergrund","weiblich","72","0.0569847037196401","0.0419398077942993","0.0720295996449809"
"Min 1x pro Monat","2015","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2015","kein Migrationshintergrund","maennlich","1185","0.134565772164018","0.127441815476564","0.141689728851472"
"Seltener","2015","kein Migrationshintergrund","weiblich","1460","0.138366784630394","0.1317089495537","0.145024619707088"
"Seltener","2015","direkter Migrationshintergrund","maennlich","215","0.0789834247364219","0.0687910905580188","0.089175758914825"
"Seltener","2015","direkter Migrationshintergrund","weiblich","271","0.0879511223223744","0.0780964360144279","0.097805808630321"
"Seltener","2015","indirekter Migrationshintergrund","maennlich","93","0.11431139105579","0.0917783924081627","0.136844389703417"
"Seltener","2015","indirekter Migrationshintergrund","weiblich","132","0.180793342412168","0.155816437220738","0.205770247603598"
"Seltener","2015","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Seltener","2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2015","kein Migrationshintergrund","maennlich","5350","0.628205965737465","0.618117173713934","0.638294757760996"
"Nie","2015","kein Migrationshintergrund","weiblich","6642","0.670284818632248","0.661220084810455","0.679349552454041"
"Nie","2015","direkter Migrationshintergrund","maennlich","2244","0.824177514107229","0.809792193687146","0.838562834527312"
"Nie","2015","direkter Migrationshintergrund","weiblich","2647","0.830099883171047","0.817032907873455","0.843166858468639"
"Nie","2015","indirekter Migrationshintergrund","maennlich","570","0.755782863927455","0.725358585028077","0.786207142826833"
"Nie","2015","indirekter Migrationshintergrund","weiblich","637","0.690683512934954","0.660685550904866","0.720681474965042"
"Nie","2015","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2016","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2016","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2016","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2016","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2016","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2016","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2016","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2016","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2016","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2016","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2016","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2016","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2016","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2016","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2016","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2016","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2016","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2016","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2016","kein Migrationshintergrund","maennlich","","","",""
"Seltener","2016","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2016","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","2016","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2016","indirekter Migrationshintergrund","weiblich","","","",""
