"pli0082","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Monat","2014","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Min 1x pro Monat","2014","Thueringen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2014","Thueringen","Laendlicher Raum","","","",""
"Seltener","2014","Schleswig-Holstein","Staedtischer Raum","","","",""
"Seltener","2014","Schleswig-Holstein","Laendlicher Raum","","","",""
"Seltener","2014","Hamburg","Staedtischer Raum","","","",""
"Seltener","2014","Hamburg","Laendlicher Raum","","","",""
"Seltener","2014","Niedersachsen","Staedtischer Raum","","","",""
"Seltener","2014","Niedersachsen","Laendlicher Raum","","","",""
"Seltener","2014","Bremen","Staedtischer Raum","","","",""
"Seltener","2014","Bremen","Laendlicher Raum","","","",""
"Seltener","2014","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Seltener","2014","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Seltener","2014","Hessen","Staedtischer Raum","","","",""
"Seltener","2014","Hessen","Laendlicher Raum","","","",""
"Seltener","2014","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Seltener","2014","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Seltener","2014","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Seltener","2014","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Seltener","2014","Bayern","Staedtischer Raum","","","",""
"Seltener","2014","Bayern","Laendlicher Raum","","","",""
"Seltener","2014","Saarland","Staedtischer Raum","","","",""
"Seltener","2014","Saarland","Laendlicher Raum","","","",""
"Seltener","2014","Berlin","Staedtischer Raum","","","",""
"Seltener","2014","Berlin","Laendlicher Raum","","","",""
"Seltener","2014","Brandenburg","Staedtischer Raum","","","",""
"Seltener","2014","Brandenburg","Laendlicher Raum","","","",""
"Seltener","2014","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Seltener","2014","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Seltener","2014","Sachsen","Staedtischer Raum","","","",""
"Seltener","2014","Sachsen","Laendlicher Raum","","","",""
"Seltener","2014","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Seltener","2014","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Seltener","2014","Thueringen","Staedtischer Raum","","","",""
"Seltener","2014","Thueringen","Laendlicher Raum","","","",""
"Nie","2014","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","2014","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","2014","Hamburg","Staedtischer Raum","","","",""
"Nie","2014","Hamburg","Laendlicher Raum","","","",""
"Nie","2014","Niedersachsen","Staedtischer Raum","","","",""
"Nie","2014","Niedersachsen","Laendlicher Raum","","","",""
"Nie","2014","Bremen","Staedtischer Raum","","","",""
"Nie","2014","Bremen","Laendlicher Raum","","","",""
"Nie","2014","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","2014","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","2014","Hessen","Staedtischer Raum","","","",""
"Nie","2014","Hessen","Laendlicher Raum","","","",""
"Nie","2014","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","2014","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","2014","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","2014","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","2014","Bayern","Staedtischer Raum","","","",""
"Nie","2014","Bayern","Laendlicher Raum","","","",""
"Nie","2014","Saarland","Staedtischer Raum","","","",""
"Nie","2014","Saarland","Laendlicher Raum","","","",""
"Nie","2014","Berlin","Staedtischer Raum","","","",""
"Nie","2014","Berlin","Laendlicher Raum","","","",""
"Nie","2014","Brandenburg","Staedtischer Raum","","","",""
"Nie","2014","Brandenburg","Laendlicher Raum","","","",""
"Nie","2014","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2014","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","2014","Sachsen","Staedtischer Raum","","","",""
"Nie","2014","Sachsen","Laendlicher Raum","","","",""
"Nie","2014","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","2014","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2014","Thueringen","Staedtischer Raum","","","",""
"Nie","2014","Thueringen","Laendlicher Raum","","","",""
"Taeglich","2015","Schleswig-Holstein","Staedtischer Raum","","","",""
"Taeglich","2015","Schleswig-Holstein","Laendlicher Raum","","","",""
"Taeglich","2015","Hamburg","Staedtischer Raum","","","",""
"Taeglich","2015","Hamburg","Laendlicher Raum","","","",""
"Taeglich","2015","Niedersachsen","Staedtischer Raum","","","",""
"Taeglich","2015","Niedersachsen","Laendlicher Raum","","","",""
"Taeglich","2015","Bremen","Staedtischer Raum","","","",""
"Taeglich","2015","Bremen","Laendlicher Raum","","","",""
"Taeglich","2015","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Taeglich","2015","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Taeglich","2015","Hessen","Staedtischer Raum","","","",""
"Taeglich","2015","Hessen","Laendlicher Raum","","","",""
"Taeglich","2015","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Taeglich","2015","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Taeglich","2015","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Taeglich","2015","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Taeglich","2015","Bayern","Staedtischer Raum","","","",""
"Taeglich","2015","Bayern","Laendlicher Raum","","","",""
"Taeglich","2015","Saarland","Staedtischer Raum","","","",""
"Taeglich","2015","Saarland","Laendlicher Raum","","","",""
"Taeglich","2015","Berlin","Staedtischer Raum","","","",""
"Taeglich","2015","Berlin","Laendlicher Raum","","","",""
"Taeglich","2015","Brandenburg","Staedtischer Raum","","","",""
"Taeglich","2015","Brandenburg","Laendlicher Raum","","","",""
"Taeglich","2015","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Taeglich","2015","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Taeglich","2015","Sachsen","Staedtischer Raum","","","",""
"Taeglich","2015","Sachsen","Laendlicher Raum","","","",""
"Taeglich","2015","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Taeglich","2015","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Taeglich","2015","Thueringen","Staedtischer Raum","","","",""
"Taeglich","2015","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2015","Schleswig-Holstein","Staedtischer Raum","","","",""
"Min 1x pro Woche","2015","Schleswig-Holstein","Laendlicher Raum","","","",""
"Min 1x pro Woche","2015","Hamburg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2015","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2015","Niedersachsen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2015","Niedersachsen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2015","Bremen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2015","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2015","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2015","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2015","Hessen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2015","Hessen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2015","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","2015","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","2015","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2015","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2015","Bayern","Staedtischer Raum","","","",""
"Min 1x pro Woche","2015","Bayern","Laendlicher Raum","","","",""
"Min 1x pro Woche","2015","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","2015","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","2015","Berlin","Staedtischer Raum","","","",""
"Min 1x pro Woche","2015","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Woche","2015","Brandenburg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2015","Brandenburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2015","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Min 1x pro Woche","2015","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Min 1x pro Woche","2015","Sachsen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2015","Sachsen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2015","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Min 1x pro Woche","2015","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Min 1x pro Woche","2015","Thueringen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2015","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2015","Schleswig-Holstein","Staedtischer Raum","","","",""
"Min 1x pro Monat","2015","Schleswig-Holstein","Laendlicher Raum","","","",""
"Min 1x pro Monat","2015","Hamburg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2015","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2015","Niedersachsen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2015","Niedersachsen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2015","Bremen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2015","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2015","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2015","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2015","Hessen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2015","Hessen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2015","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Min 1x pro Monat","2015","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Min 1x pro Monat","2015","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2015","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2015","Bayern","Staedtischer Raum","","","",""
"Min 1x pro Monat","2015","Bayern","Laendlicher Raum","","","",""
"Min 1x pro Monat","2015","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Monat","2015","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Monat","2015","Berlin","Staedtischer Raum","","","",""
"Min 1x pro Monat","2015","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Monat","2015","Brandenburg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2015","Brandenburg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2015","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Min 1x pro Monat","2015","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Min 1x pro Monat","2015","Sachsen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2015","Sachsen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2015","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Min 1x pro Monat","2015","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Min 1x pro Monat","2015","Thueringen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2015","Thueringen","Laendlicher Raum","","","",""
"Seltener","2015","Schleswig-Holstein","Staedtischer Raum","","","",""
"Seltener","2015","Schleswig-Holstein","Laendlicher Raum","","","",""
"Seltener","2015","Hamburg","Staedtischer Raum","","","",""
"Seltener","2015","Hamburg","Laendlicher Raum","","","",""
"Seltener","2015","Niedersachsen","Staedtischer Raum","","","",""
"Seltener","2015","Niedersachsen","Laendlicher Raum","","","",""
"Seltener","2015","Bremen","Staedtischer Raum","","","",""
"Seltener","2015","Bremen","Laendlicher Raum","","","",""
"Seltener","2015","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Seltener","2015","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Seltener","2015","Hessen","Staedtischer Raum","","","",""
"Seltener","2015","Hessen","Laendlicher Raum","","","",""
"Seltener","2015","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Seltener","2015","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Seltener","2015","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Seltener","2015","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Seltener","2015","Bayern","Staedtischer Raum","","","",""
"Seltener","2015","Bayern","Laendlicher Raum","","","",""
"Seltener","2015","Saarland","Staedtischer Raum","","","",""
"Seltener","2015","Saarland","Laendlicher Raum","","","",""
"Seltener","2015","Berlin","Staedtischer Raum","","","",""
"Seltener","2015","Berlin","Laendlicher Raum","","","",""
"Seltener","2015","Brandenburg","Staedtischer Raum","","","",""
"Seltener","2015","Brandenburg","Laendlicher Raum","","","",""
"Seltener","2015","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Seltener","2015","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Seltener","2015","Sachsen","Staedtischer Raum","","","",""
"Seltener","2015","Sachsen","Laendlicher Raum","","","",""
"Seltener","2015","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Seltener","2015","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Seltener","2015","Thueringen","Staedtischer Raum","","","",""
"Seltener","2015","Thueringen","Laendlicher Raum","","","",""
"Nie","2015","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","2015","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","2015","Hamburg","Staedtischer Raum","","","",""
"Nie","2015","Hamburg","Laendlicher Raum","","","",""
"Nie","2015","Niedersachsen","Staedtischer Raum","","","",""
"Nie","2015","Niedersachsen","Laendlicher Raum","","","",""
"Nie","2015","Bremen","Staedtischer Raum","","","",""
"Nie","2015","Bremen","Laendlicher Raum","","","",""
"Nie","2015","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","2015","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","2015","Hessen","Staedtischer Raum","","","",""
"Nie","2015","Hessen","Laendlicher Raum","","","",""
"Nie","2015","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","2015","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","2015","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","2015","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","2015","Bayern","Staedtischer Raum","","","",""
"Nie","2015","Bayern","Laendlicher Raum","","","",""
"Nie","2015","Saarland","Staedtischer Raum","","","",""
"Nie","2015","Saarland","Laendlicher Raum","","","",""
"Nie","2015","Berlin","Staedtischer Raum","","","",""
"Nie","2015","Berlin","Laendlicher Raum","","","",""
"Nie","2015","Brandenburg","Staedtischer Raum","","","",""
"Nie","2015","Brandenburg","Laendlicher Raum","","","",""
"Nie","2015","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2015","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","2015","Sachsen","Staedtischer Raum","","","",""
"Nie","2015","Sachsen","Laendlicher Raum","","","",""
"Nie","2015","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","2015","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2015","Thueringen","Staedtischer Raum","","","",""
"Nie","2015","Thueringen","Laendlicher Raum","","","",""
"Taeglich","2016","Schleswig-Holstein","Staedtischer Raum","","","",""
"Taeglich","2016","Schleswig-Holstein","Laendlicher Raum","","","",""
"Taeglich","2016","Hamburg","Staedtischer Raum","","","",""
"Taeglich","2016","Hamburg","Laendlicher Raum","","","",""
"Taeglich","2016","Niedersachsen","Staedtischer Raum","","","",""
"Taeglich","2016","Niedersachsen","Laendlicher Raum","","","",""
"Taeglich","2016","Bremen","Staedtischer Raum","","","",""
"Taeglich","2016","Bremen","Laendlicher Raum","","","",""
"Taeglich","2016","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Taeglich","2016","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Taeglich","2016","Hessen","Staedtischer Raum","","","",""
"Taeglich","2016","Hessen","Laendlicher Raum","","","",""
"Taeglich","2016","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Taeglich","2016","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Taeglich","2016","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Taeglich","2016","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Taeglich","2016","Bayern","Staedtischer Raum","","","",""
"Taeglich","2016","Bayern","Laendlicher Raum","","","",""
"Taeglich","2016","Saarland","Staedtischer Raum","","","",""
"Taeglich","2016","Saarland","Laendlicher Raum","","","",""
"Taeglich","2016","Berlin","Staedtischer Raum","","","",""
"Taeglich","2016","Berlin","Laendlicher Raum","","","",""
"Taeglich","2016","Brandenburg","Staedtischer Raum","","","",""
"Taeglich","2016","Brandenburg","Laendlicher Raum","","","",""
"Taeglich","2016","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Taeglich","2016","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Taeglich","2016","Sachsen","Staedtischer Raum","","","",""
"Taeglich","2016","Sachsen","Laendlicher Raum","","","",""
"Taeglich","2016","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Taeglich","2016","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Taeglich","2016","Thueringen","Staedtischer Raum","","","",""
"Taeglich","2016","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","Schleswig-Holstein","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","Schleswig-Holstein","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","Hamburg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","Niedersachsen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","Niedersachsen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","Bremen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","Hessen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","Hessen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","Bayern","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","Bayern","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","Berlin","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","Brandenburg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","Brandenburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","Sachsen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","Sachsen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","Thueringen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","Schleswig-Holstein","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","Schleswig-Holstein","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","Hamburg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","Niedersachsen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","Niedersachsen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","Bremen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","Hessen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","Hessen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","Bayern","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","Bayern","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","Berlin","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","Brandenburg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","Brandenburg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","Sachsen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","Sachsen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","Thueringen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","Thueringen","Laendlicher Raum","","","",""
"Seltener","2016","Schleswig-Holstein","Staedtischer Raum","","","",""
"Seltener","2016","Schleswig-Holstein","Laendlicher Raum","","","",""
"Seltener","2016","Hamburg","Staedtischer Raum","","","",""
"Seltener","2016","Hamburg","Laendlicher Raum","","","",""
"Seltener","2016","Niedersachsen","Staedtischer Raum","","","",""
"Seltener","2016","Niedersachsen","Laendlicher Raum","","","",""
"Seltener","2016","Bremen","Staedtischer Raum","","","",""
"Seltener","2016","Bremen","Laendlicher Raum","","","",""
"Seltener","2016","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Seltener","2016","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Seltener","2016","Hessen","Staedtischer Raum","","","",""
"Seltener","2016","Hessen","Laendlicher Raum","","","",""
"Seltener","2016","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Seltener","2016","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Seltener","2016","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Seltener","2016","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Seltener","2016","Bayern","Staedtischer Raum","","","",""
"Seltener","2016","Bayern","Laendlicher Raum","","","",""
"Seltener","2016","Saarland","Staedtischer Raum","","","",""
"Seltener","2016","Saarland","Laendlicher Raum","","","",""
"Seltener","2016","Berlin","Staedtischer Raum","","","",""
"Seltener","2016","Berlin","Laendlicher Raum","","","",""
"Seltener","2016","Brandenburg","Staedtischer Raum","","","",""
"Seltener","2016","Brandenburg","Laendlicher Raum","","","",""
"Seltener","2016","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Seltener","2016","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Seltener","2016","Sachsen","Staedtischer Raum","","","",""
"Seltener","2016","Sachsen","Laendlicher Raum","","","",""
"Seltener","2016","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Seltener","2016","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Seltener","2016","Thueringen","Staedtischer Raum","","","",""
"Seltener","2016","Thueringen","Laendlicher Raum","","","",""
"Nie","2016","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","2016","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","2016","Hamburg","Staedtischer Raum","","","",""
"Nie","2016","Hamburg","Laendlicher Raum","","","",""
"Nie","2016","Niedersachsen","Staedtischer Raum","","","",""
"Nie","2016","Niedersachsen","Laendlicher Raum","","","",""
"Nie","2016","Bremen","Staedtischer Raum","","","",""
"Nie","2016","Bremen","Laendlicher Raum","","","",""
"Nie","2016","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","2016","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","2016","Hessen","Staedtischer Raum","","","",""
"Nie","2016","Hessen","Laendlicher Raum","","","",""
"Nie","2016","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","2016","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","2016","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","2016","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","2016","Bayern","Staedtischer Raum","","","",""
"Nie","2016","Bayern","Laendlicher Raum","","","",""
"Nie","2016","Saarland","Staedtischer Raum","","","",""
"Nie","2016","Saarland","Laendlicher Raum","","","",""
"Nie","2016","Berlin","Staedtischer Raum","","","",""
"Nie","2016","Berlin","Laendlicher Raum","","","",""
"Nie","2016","Brandenburg","Staedtischer Raum","","","",""
"Nie","2016","Brandenburg","Laendlicher Raum","","","",""
"Nie","2016","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2016","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","2016","Sachsen","Staedtischer Raum","","","",""
"Nie","2016","Sachsen","Laendlicher Raum","","","",""
"Nie","2016","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","2016","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2016","Thueringen","Staedtischer Raum","","","",""
"Nie","2016","Thueringen","Laendlicher Raum","","","",""
"Taeglich","2017","Schleswig-Holstein","Staedtischer Raum","","","",""
"Taeglich","2017","Schleswig-Holstein","Laendlicher Raum","2","","",""
"Taeglich","2017","Hamburg","Staedtischer Raum","","","",""
"Taeglich","2017","Hamburg","Laendlicher Raum","","","",""
"Taeglich","2017","Niedersachsen","Staedtischer Raum","8","0.037984939545017","0.0128954217354598","0.0630744573545742"
"Taeglich","2017","Niedersachsen","Laendlicher Raum","5","0.0180178916850021","0.00270867868580398","0.0333271046842003"
"Taeglich","2017","Bremen","Staedtischer Raum","1","","",""
"Taeglich","2017","Bremen","Laendlicher Raum","","","",""
"Taeglich","2017","Nordrhein-Westfalen","Staedtischer Raum","13","","",""
"Taeglich","2017","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Taeglich","2017","Hessen","Staedtischer Raum","3","","",""
"Taeglich","2017","Hessen","Laendlicher Raum","1","","",""
"Taeglich","2017","Rheinland-Pfalz,Saarland","Staedtischer Raum","3","","",""
"Taeglich","2017","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
