"pld0043","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Oft","2013","AkademikerIn","kein Migrationshintergrund","977","0.189427039116789","0.178643147600735","0.200210930632843"
"Oft","2013","AkademikerIn","direkter Migrationshintergrund","107","0.197919954771064","0.164890923630056","0.230948985912072"
"Oft","2013","AkademikerIn","indirekter Migrationshintergrund","43","0.302079756750762","0.235915119485937","0.368244394015586"
"Oft","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2013","(noch) kein Abschluss","kein Migrationshintergrund","171","0.373572738838723","0.332232009731526","0.414913467945921"
"Manchmal","2013","(noch) kein Abschluss","direkter Migrationshintergrund","32","0.169689812009263","0.112589022294278","0.226790601724247"
"Manchmal","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","49","0.474833322419013","0.382351100554279","0.567315544283747"
"Manchmal","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2013","Hauptschule","kein Migrationshintergrund","1663","0.250767835275575","0.240089824415204","0.261445846135946"
"Manchmal","2013","Hauptschule","direkter Migrationshintergrund","346","0.283021530273105","0.255941805044691","0.310101255501519"
"Manchmal","2013","Hauptschule","indirekter Migrationshintergrund","90","0.333646524779947","0.280111797411549","0.387181252148345"
"Manchmal","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2013","Realschule","kein Migrationshintergrund","2392","0.370465265575533","0.358851254078768","0.382079277072298"
"Manchmal","2013","Realschule","direkter Migrationshintergrund","79","0.298802143957607","0.241368638766264","0.356235649148951"
"Manchmal","2013","Realschule","indirekter Migrationshintergrund","109","0.368072473714684","0.313407039325533","0.422737908103835"
"Manchmal","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2013","(Fach-)Abitur","kein Migrationshintergrund","1052","0.415182054608642","0.395943277955961","0.434420831261322"
"Manchmal","2013","(Fach-)Abitur","direkter Migrationshintergrund","167","0.279324694287408","0.241794016698296","0.316855371876519"
"Manchmal","2013","(Fach-)Abitur","indirekter Migrationshintergrund","65","0.356358028013261","0.287898386873534","0.424817669152988"
"Manchmal","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2013","AkademikerIn","kein Migrationshintergrund","2035","0.392293590971916","0.378856322838932","0.405730859104899"
"Manchmal","2013","AkademikerIn","direkter Migrationshintergrund","202","0.326507440429899","0.287633807507159","0.365381073352639"
"Manchmal","2013","AkademikerIn","indirekter Migrationshintergrund","86","0.421762594256843","0.35060039720031","0.492924791313375"
"Manchmal","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2013","(noch) kein Abschluss","kein Migrationshintergrund","110","0.209157838198993","0.174401245189268","0.243914431208718"
"Selten","2013","(noch) kein Abschluss","direkter Migrationshintergrund","58","0.426150529607068","0.350923388776434","0.501377670437701"
"Selten","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","22","","",""
"Selten","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2013","Hauptschule","kein Migrationshintergrund","2171","0.348498932148121","0.336760650444737","0.360237213851505"
"Selten","2013","Hauptschule","direkter Migrationshintergrund","316","0.287368795440672","0.260164738189302","0.314572852692042"
"Selten","2013","Hauptschule","indirekter Migrationshintergrund","91","0.272615689254644","0.222056820658576","0.323174557850711"
"Selten","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2013","Realschule","kein Migrationshintergrund","2231","0.336255579460503","0.324894127232072","0.347617031688934"
"Selten","2013","Realschule","direkter Migrationshintergrund","93","0.405818292620289","0.344204402999951","0.467432182240627"
"Selten","2013","Realschule","indirekter Migrationshintergrund","93","0.310513272034111","0.258066889768686","0.362959654299537"
"Selten","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2013","(Fach-)Abitur","kein Migrationshintergrund","735","0.280152118752073","0.262618759087443","0.297685478416704"
"Selten","2013","(Fach-)Abitur","direkter Migrationshintergrund","176","0.304545111365311","0.266048525312616","0.343041697418006"
"Selten","2013","(Fach-)Abitur","indirekter Migrationshintergrund","52","0.236064700164223","0.175361305212088","0.296768095116358"
"Selten","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2013","AkademikerIn","kein Migrationshintergrund","1531","0.312782557425477","0.300023258309334","0.32554185654162"
"Selten","2013","AkademikerIn","direkter Migrationshintergrund","159","0.297429961090636","0.259535183986256","0.335324738195016"
"Selten","2013","AkademikerIn","indirekter Migrationshintergrund","45","0.241390052602557","0.179726125710106","0.303053979495008"
"Selten","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","(noch) kein Abschluss","kein Migrationshintergrund","76","0.16406886004745","0.13242032944352","0.195717390651379"
"Nie","2013","(noch) kein Abschluss","direkter Migrationshintergrund","52","0.337734006128501","0.265789494233928","0.409678518023074"
"Nie","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","10","","",""
"Nie","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","Hauptschule","kein Migrationshintergrund","1714","0.284644236748593","0.27352798243884","0.295760491058345"
"Nie","2013","Hauptschule","direkter Migrationshintergrund","234","0.28086371290448","0.253846852619648","0.307880573189313"
"Nie","2013","Hauptschule","indirekter Migrationshintergrund","50","0.173141104029049","0.130181946896912","0.216100261161186"
"Nie","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","Realschule","kein Migrationshintergrund","896","0.142370902688209","0.13396742544559","0.150774379930829"
"Nie","2013","Realschule","direkter Migrationshintergrund","33","0.171801587894346","0.124471865044457","0.219131310744236"
"Nie","2013","Realschule","indirekter Migrationshintergrund","29","","",""
"Nie","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","(Fach-)Abitur","kein Migrationshintergrund","157","0.0624540766931945","0.0530064115591333","0.0719017418272558"
"Nie","2013","(Fach-)Abitur","direkter Migrationshintergrund","90","0.181844332048792","0.149579472793593","0.214109191303991"
"Nie","2013","(Fach-)Abitur","indirekter Migrationshintergrund","18","","",""
"Nie","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","AkademikerIn","kein Migrationshintergrund","369","0.0769463788538353","0.0696119546127817","0.0842808030948888"
"Nie","2013","AkademikerIn","direkter Migrationshintergrund","70","0.116215247943069","0.0896479738829744","0.142782522003164"
"Nie","2013","AkademikerIn","indirekter Migrationshintergrund","5","","",""
"Nie","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2014","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","Realschule","kein Migrationshintergrund","","","",""
"Oft","2014","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2014","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","Realschule","kein Migrationshintergrund","","","",""
"Selten","2014","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","Realschule","kein Migrationshintergrund","","","",""
"Nie","2014","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2015","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","Realschule","kein Migrationshintergrund","","","",""
"Oft","2015","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2015","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","Realschule","kein Migrationshintergrund","","","",""
"Selten","2015","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","Realschule","kein Migrationshintergrund","","","",""
"Nie","2015","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2016","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","Realschule","kein Migrationshintergrund","","","",""
"Oft","2016","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2016","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2016","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2016","Realschule","kein Migrationshintergrund","","","",""
"Selten","2016","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
